n,bin_idx,K_lo,K_hi,K_1,K_2,h,q_num,q_den,q_float
2,0,1000,10000,3664,7715,2,-15,1,-15.0
2,0,1000,10000,1152,3601,2,-11,1,-11.0
2,0,1000,10000,2781,7051,2,-7,1,-7.0
2,0,1000,10000,1341,7022,2,-15,1,-15.0
2,0,1000,10000,3598,4876,2,-11,1,-11.0
2,0,1000,10000,5351,8834,2,-39,1,-39.0
2,0,1000,10000,6416,6787,2,-31,1,-31.0
2,0,1000,10000,5965,6935,2,-23,1,-23.0
2,0,1000,10000,4972,8569,2,-3,1,-3.0
2,0,1000,10000,2296,9181,2,-7,1,-7.0
2,0,1000,10000,1189,1903,2,-3,1,-3.0
2,0,1000,10000,1264,9832,2,-25,2,-12.5
2,0,1000,10000,3121,7639,2,-2,1,-2.0
2,0,1000,10000,5426,8939,2,-11,1,-11.0
2,0,1000,10000,1103,2242,2,-17,1,-17.0
2,0,1000,10000,2441,4816,2,-3,1,-3.0
2,0,1000,10000,1472,3366,2,-15,1,-15.0
2,0,1000,10000,2723,4360,2,-17,1,-17.0
2,0,1000,10000,7739,8711,2,-23,1,-23.0
2,0,1000,10000,2003,6728,2,-59,1,-59.0
2,0,1000,10000,7680,8112,2,-1,1,-1.0
2,0,1000,10000,2227,7647,2,-7,1,-7.0
2,0,1000,10000,4071,7800,2,-7,1,-7.0
2,0,1000,10000,3690,5694,2,-7,1,-7.0
2,0,1000,10000,5412,7236,2,-7,1,-7.0
2,0,1000,10000,7716,8622,2,-7,1,-7.0
2,0,1000,10000,3112,5994,2,-5,1,-5.0
2,0,1000,10000,5667,6161,2,-17,1,-17.0
2,0,1000,10000,1259,3203,2,-23,1,-23.0
2,0,1000,10000,5905,9562,2,-11,1,-11.0
2,0,1000,10000,7746,8338,2,-23,1,-23.0
2,0,1000,10000,2040,3197,2,-3,1,-3.0
2,0,1000,10000,1126,6204,2,-3,1,-3.0
2,0,1000,10000,1307,2461,2,-31,1,-31.0
2,0,1000,10000,1298,2142,2,-7,1,-7.0
2,0,1000,10000,6161,8451,2,-8,1,-8.0
2,0,1000,10000,2814,6825,2,-3,1,-3.0
2,0,1000,10000,3368,9325,2,-15,1,-15.0
2,0,1000,10000,1910,8130,2,-15,1,-15.0
2,0,1000,10000,3418,5600,2,-7,1,-7.0
2,0,1000,10000,7024,9561,2,-3,1,-3.0
2,0,1000,10000,4137,8439,2,-3,1,-3.0
2,0,1000,10000,5758,6729,2,-11,1,-11.0
2,0,1000,10000,6879,6950,2,-7,1,-7.0
2,0,1000,10000,2573,5316,2,-15,1,-15.0
2,0,1000,10000,2043,7109,2,-31,1,-31.0
2,0,1000,10000,1112,4623,2,-35,1,-35.0
2,0,1000,10000,3124,6481,2,-3,1,-3.0
2,0,1000,10000,2919,9855,2,-3,1,-3.0
2,0,1000,10000,3933,3997,2,-11,1,-11.0
2,0,1000,10000,1494,6507,2,-23,1,-23.0
2,0,1000,10000,5358,5443,2,-11,1,-11.0
2,0,1000,10000,2225,4311,2,-7,1,-7.0
2,0,1000,10000,2708,5793,2,-35,1,-35.0
2,0,1000,10000,1041,7044,2,-1,1,-1.0
2,0,1000,10000,4588,5943,2,-7,1,-7.0
2,0,1000,10000,6024,8029,2,-3,1,-3.0
2,0,1000,10000,1601,5816,2,-11,1,-11.0
2,0,1000,10000,1979,8654,2,-9,1,-9.0
2,0,1000,10000,2836,5398,2,-15,1,-15.0
2,0,1000,10000,6003,9374,2,-29,1,-29.0
2,0,1000,10000,7243,8556,2,-7,1,-7.0
2,0,1000,10000,2703,7182,2,-15,1,-15.0
2,0,1000,10000,5780,6459,2,-3,1,-3.0
2,0,1000,10000,2210,2659,2,-11,1,-11.0
2,0,1000,10000,2311,9239,2,-5,1,-5.0
2,0,1000,10000,5576,9936,2,-31,1,-31.0
2,0,1000,10000,5843,6044,2,-63,1,-63.0
2,0,1000,10000,3693,3945,2,-19,1,-19.0
2,0,1000,10000,5280,5967,2,-1,1,-1.0
2,0,1000,10000,2043,8914,2,-7,1,-7.0
2,0,1000,10000,2169,5389,2,-3,1,-3.0
2,0,1000,10000,8150,9389,2,-15,1,-15.0
2,0,1000,10000,2857,9510,2,-31,1,-31.0
2,0,1000,10000,7961,9067,2,-11,1,-11.0
2,0,1000,10000,1500,7488,2,-5,1,-5.0
2,0,1000,10000,3299,3316,2,-11,1,-11.0
2,0,1000,10000,1345,1844,2,-3,1,-3.0
2,0,1000,10000,5179,5976,2,-7,1,-7.0
2,0,1000,10000,3710,3978,2,-15,1,-15.0
2,0,1000,10000,1132,1233,2,-15,1,-15.0
2,0,1000,10000,1465,7028,2,-15,1,-15.0
2,0,1000,10000,8011,9399,2,-3,1,-3.0
2,0,1000,10000,5505,5537,2,-7,1,-7.0
2,0,1000,10000,4500,9354,2,-3,1,-3.0
2,0,1000,10000,3504,6378,2,-23,1,-23.0
2,0,1000,10000,6152,6196,2,-5,1,-5.0
2,0,1000,10000,2114,6769,2,-3,1,-3.0
2,0,1000,10000,3695,6254,2,-15,1,-15.0
2,0,1000,10000,3475,8023,2,-3,1,-3.0
2,0,1000,10000,1106,4113,2,-47,1,-47.0
2,0,1000,10000,4618,6007,2,-7,1,-7.0
2,0,1000,10000,6264,8240,2,-5,1,-5.0
2,0,1000,10000,1260,8392,2,-7,1,-7.0
2,0,1000,10000,3775,8600,2,-23,1,-23.0
2,0,1000,10000,8835,9400,2,-3,1,-3.0
2,0,1000,10000,3617,9155,2,-11,1,-11.0
2,0,1000,10000,5073,8690,2,-11,1,-11.0
2,0,1000,10000,8095,9276,2,-3,1,-3.0
2,0,1000,10000,1300,5305,2,-5,1,-5.0
2,0,1000,10000,6679,7392,2,-5,1,-5.0
2,0,1000,10000,1232,4274,2,-23,1,-23.0
2,0,1000,10000,4398,6818,2,-23,1,-23.0
2,0,1000,10000,7246,9696,2,-3,1,-3.0
2,0,1000,10000,9145,9306,2,-3,1,-3.0
2,0,1000,10000,6703,8831,2,-35,1,-35.0
2,0,1000,10000,4465,5138,2,-11,1,-11.0
2,0,1000,10000,2386,5778,2,-7,1,-7.0
2,0,1000,10000,4065,4330,2,-7,1,-7.0
2,0,1000,10000,2273,2819,2,-15,1,-15.0
2,0,1000,10000,5582,8973,2,-23,1,-23.0
2,0,1000,10000,4200,7838,2,-47,1,-47.0
2,0,1000,10000,6584,7097,2,-59,1,-59.0
2,0,1000,10000,3183,8874,2,-7,1,-7.0
2,0,1000,10000,2354,3840,2,-11,1,-11.0
2,0,1000,10000,8085,9630,2,-7,1,-7.0
2,0,1000,10000,1170,7763,2,-23,1,-23.0
2,0,1000,10000,6431,6459,2,-5,1,-5.0
2,0,1000,10000,4531,6728,2,-71,1,-71.0
2,0,1000,10000,3753,9282,2,-11,1,-11.0
2,0,1000,10000,4081,8645,2,-11,1,-11.0
2,0,1000,10000,6115,6945,2,-15,1,-15.0
2,0,1000,10000,5444,5917,2,-7,1,-7.0
2,0,1000,10000,1411,5724,2,-7,1,-7.0
2,0,1000,10000,5177,7878,2,-63,1,-63.0
2,0,1000,10000,2192,2921,2,-19,1,-19.0
2,0,1000,10000,5573,9724,2,-7,1,-7.0
2,0,1000,10000,3638,5795,2,-17,1,-17.0
2,0,1000,10000,1970,3476,2,-23,1,-23.0
2,0,1000,10000,1730,9699,2,-15,1,-15.0
2,0,1000,10000,4617,6859,2,-15,1,-15.0
2,0,1000,10000,5867,9954,2,-7,1,-7.0
2,0,1000,10000,1032,1937,2,-3,1,-3.0
2,0,1000,10000,3815,9143,2,-23,1,-23.0
2,0,1000,10000,6737,9686,2,-19,1,-19.0
2,0,1000,10000,4290,6790,2,-7,1,-7.0
2,0,1000,10000,6814,8494,2,-1,1,-1.0
2,0,1000,10000,4325,5333,2,-35,1,-35.0
2,0,1000,10000,8322,8911,2,-15,1,-15.0
2,0,1000,10000,6166,9600,2,-15,1,-15.0
2,0,1000,10000,3562,4787,2,-7,1,-7.0
2,0,1000,10000,2870,9043,2,-7,1,-7.0
2,0,1000,10000,3113,3964,2,-11,1,-11.0
2,0,1000,10000,3241,7043,2,-11,1,-11.0
2,0,1000,10000,3169,4028,2,-11,1,-11.0
2,0,1000,10000,1120,3502,2,-3,1,-3.0
2,0,1000,10000,6813,8342,2,-31,1,-31.0
2,0,1000,10000,1143,5060,2,-7,1,-7.0
2,0,1000,10000,5554,6779,2,-7,1,-7.0
2,0,1000,10000,1906,7300,2,-7,1,-7.0
2,0,1000,10000,5315,9246,2,-17,1,-17.0
2,0,1000,10000,2580,4542,2,-15,1,-15.0
2,0,1000,10000,2793,4146,2,-3,1,-3.0
2,0,1000,10000,1784,4693,2,-15,1,-15.0
2,0,1000,10000,3665,8487,2,-15,1,-15.0
2,0,1000,10000,6526,8381,2,-15,1,-15.0
2,0,1000,10000,3582,6092,2,-31,1,-31.0
2,0,1000,10000,3003,4430,2,-7,1,-7.0
2,0,1000,10000,6635,9103,2,-15,1,-15.0
2,0,1000,10000,8754,9313,2,-31,1,-31.0
2,0,1000,10000,8076,9499,2,-11,1,-11.0
2,0,1000,10000,1072,8981,2,-3,1,-3.0
2,0,1000,10000,7651,8226,2,-7,1,-7.0
2,0,1000,10000,2513,2776,2,-47,1,-47.0
2,0,1000,10000,2757,9260,2,-7,1,-7.0
2,0,1000,10000,2137,6306,2,-1,1,-1.0
2,0,1000,10000,2321,8377,2,-31,1,-31.0
2,0,1000,10000,1061,3078,2,-15,1,-15.0
2,0,1000,10000,6590,6937,2,-7,1,-7.0
2,0,1000,10000,6454,7440,2,-1,1,-1.0
2,0,1000,10000,5942,6157,2,-15,1,-15.0
2,0,1000,10000,1420,3273,2,-23,1,-23.0
2,0,1000,10000,1549,5340,2,-7,1,-7.0
2,0,1000,10000,2252,2709,2,-7,1,-7.0
2,0,1000,10000,1425,9533,2,-63,1,-63.0
2,0,1000,10000,4726,5523,2,-11,1,-11.0
2,0,1000,10000,2610,6423,2,-15,1,-15.0
2,0,1000,10000,7457,9659,2,-15,1,-15.0
2,0,1000,10000,6349,7395,2,-3,1,-3.0
2,0,1000,10000,5611,9201,2,-5,1,-5.0
2,0,1000,10000,6816,9820,2,-7,1,-7.0
2,0,1000,10000,1204,7860,2,-7,1,-7.0
2,0,1000,10000,2156,3720,2,-11,1,-11.0
2,0,1000,10000,8067,8455,2,-15,1,-15.0
2,0,1000,10000,1950,7905,2,-3,1,-3.0
2,0,1000,10000,5014,5151,2,-3,1,-3.0
2,0,1000,10000,5151,8253,2,-3,1,-3.0
2,0,1000,10000,7532,8720,2,-5,1,-5.0
2,0,1000,10000,5573,9420,2,-7,1,-7.0
2,0,1000,10000,2318,9524,2,-31,1,-31.0
2,0,1000,10000,1596,5029,2,-3,1,-3.0
2,0,1000,10000,3667,4652,2,-7,1,-7.0
2,0,1000,10000,6962,7259,2,-39,1,-39.0
2,0,1000,10000,8640,9172,2,-15,1,-15.0
2,0,1000,10000,5930,8724,2,-15,1,-15.0
2,0,1000,10000,2640,8218,2,-7,1,-7.0
2,0,1000,10000,1771,9801,2,-3,1,-3.0
2,0,1000,10000,4566,8911,2,-7,1,-7.0
2,0,1000,10000,3469,5445,2,-3,1,-3.0
2,0,1000,10000,1063,5660,2,-63,1,-63.0
2,0,1000,10000,4440,8094,2,-3,1,-3.0
2,0,1000,10000,6594,8310,2,-1,1,-1.0
2,0,1000,10000,4921,7860,2,-7,1,-7.0
2,0,1000,10000,3387,6364,2,-11,1,-11.0
2,0,1000,10000,1076,6521,2,-27,1,-27.0
2,0,1000,10000,1587,2655,2,-3,1,-3.0
2,0,1000,10000,3494,6902,2,-23,1,-23.0
2,0,1000,10000,4204,6299,2,-31,1,-31.0
2,0,1000,10000,3525,4134,2,-11,1,-11.0
2,0,1000,10000,4901,8867,2,-35,1,-35.0
2,0,1000,10000,3653,4603,2,-23,1,-23.0
2,0,1000,10000,5333,6478,2,-23,1,-23.0
2,0,1000,10000,2034,7436,2,-11,1,-11.0
2,0,1000,10000,3478,4543,2,-23,1,-23.0
2,0,1000,10000,1062,1908,2,-15,1,-15.0
2,0,1000,10000,4727,9782,2,-11,1,-11.0
2,0,1000,10000,2028,2342,2,-15,1,-15.0
2,0,1000,10000,3645,8310,2,-3,1,-3.0
2,0,1000,10000,2326,7664,2,-11,1,-11.0
2,0,1000,10000,6887,7023,2,-11,1,-11.0
2,0,1000,10000,7744,9826,2,-7,1,-7.0
2,0,1000,10000,6240,6574,2,-1,1,-1.0
2,0,1000,10000,2800,7593,2,-7,1,-7.0
2,0,1000,10000,6142,7029,2,-3,1,-3.0
2,0,1000,10000,5752,8790,2,-1,1,-1.0
2,0,1000,10000,7974,9941,2,-17,1,-17.0
2,0,1000,10000,2716,3357,2,-5,1,-5.0
2,0,1000,10000,5741,9510,2,-63,1,-63.0
2,0,1000,10000,4728,8760,2,-7,1,-7.0
2,0,1000,10000,4620,7987,2,-1,1,-1.0
2,0,1000,10000,2121,8581,2,-2,1,-2.0
2,0,1000,10000,3224,4223,2,-23,1,-23.0
2,0,1000,10000,2145,3173,2,-15,1,-15.0
2,0,1000,10000,1942,4979,2,-7,1,-7.0
2,0,1000,10000,5863,6030,2,-23,1,-23.0
2,0,1000,10000,2741,7969,2,-15,1,-15.0
2,0,1000,10000,4557,6275,2,-15,1,-15.0
2,0,1000,10000,1472,7656,2,-15,1,-15.0
2,0,1000,10000,3049,9137,2,-15,1,-15.0
2,0,1000,10000,2386,9282,2,-7,1,-7.0
2,0,1000,10000,3570,6842,2,-11,1,-11.0
2,0,1000,10000,1513,5922,2,-17,1,-17.0
2,0,1000,10000,3262,4636,2,-7,1,-7.0
2,0,1000,10000,3682,7392,2,-3,1,-3.0
2,0,1000,10000,4060,8355,2,-23,1,-23.0
2,0,1000,10000,2930,9953,2,-39,1,-39.0
2,0,1000,10000,4685,5388,2,-23,1,-23.0
2,0,1000,10000,1412,9053,2,-23,1,-23.0
2,0,1000,10000,2222,9196,2,-7,1,-7.0
2,0,1000,10000,2097,3024,2,-3,1,-3.0
2,0,1000,10000,2194,7205,2,-11,1,-11.0
2,0,1000,10000,7074,9454,2,-23,1,-23.0
2,0,1000,10000,2406,9908,2,-15,1,-15.0
2,0,1000,10000,2428,4503,2,-5,1,-5.0
2,0,1000,10000,4417,8724,2,-8,1,-8.0
2,0,1000,10000,5332,9600,2,-3,1,-3.0
2,0,1000,10000,2017,9290,2,-15,1,-15.0
2,0,1000,10000,7031,7203,2,-23,1,-23.0
2,0,1000,10000,8736,9143,2,-15,1,-15.0
2,0,1000,10000,4592,9909,2,-15,1,-15.0
2,0,1000,10000,1302,4537,2,-7,1,-7.0
2,0,1000,10000,3653,4763,2,-23,1,-23.0
2,0,1000,10000,3597,5565,2,-3,1,-3.0
2,0,1000,10000,4833,6059,2,-15,1,-15.0
2,0,1000,10000,2975,9957,2,-5,1,-5.0
2,0,1000,10000,6591,9421,2,-11,1,-11.0
2,0,1000,10000,1405,5219,2,-17,1,-17.0
2,0,1000,10000,2842,4316,2,-11,1,-11.0
2,0,1000,10000,6195,9842,2,-19,1,-19.0
2,0,1000,10000,4584,9506,2,-7,1,-7.0
2,0,1000,10000,4667,7872,2,-47,1,-47.0
2,0,1000,10000,2073,7629,2,-15,1,-15.0
2,0,1000,10000,2239,8283,2,-11,1,-11.0
2,0,1000,10000,4832,8893,2,-7,1,-7.0
2,0,1000,10000,5663,6268,2,-31,1,-31.0
2,0,1000,10000,2777,8345,2,-7,1,-7.0
2,0,1000,10000,1290,1709,2,-7,1,-7.0
2,0,1000,10000,9313,9718,2,-29,1,-29.0
2,0,1000,10000,8066,8163,2,-23,1,-23.0
2,0,1000,10000,3588,9727,2,-23,1,-23.0
2,0,1000,10000,4371,8903,2,-7,1,-7.0
2,0,1000,10000,5099,7423,2,-23,1,-23.0
2,0,1000,10000,2447,6293,2,-23,1,-23.0
2,0,1000,10000,2611,6847,2,-3,1,-3.0
2,0,1000,10000,2621,4142,2,-11,1,-11.0
2,0,1000,10000,3169,8999,2,-7,1,-7.0
2,0,1000,10000,1015,6153,2,-7,1,-7.0
2,0,1000,10000,3319,7399,2,-1,1,-1.0
2,0,1000,10000,1237,2053,2,-3,1,-3.0
2,0,1000,10000,1845,5566,2,-7,1,-7.0
2,0,1000,10000,6489,7059,2,-5,1,-5.0
2,0,1000,10000,2235,8366,2,-35,1,-35.0
2,0,1000,10000,2167,3608,2,-31,1,-31.0
2,0,1000,10000,2482,3066,2,-3,1,-3.0
2,0,1000,10000,1796,3328,2,-63,1,-63.0
2,0,1000,10000,8862,9087,2,-7,1,-7.0
2,0,1000,10000,4377,5138,2,-11,1,-11.0
2,0,1000,10000,1211,8163,2,-17,1,-17.0
2,0,1000,10000,1858,6540,2,-15,1,-15.0
2,0,1000,10000,6942,9865,2,-3,1,-3.0
2,0,1000,10000,8438,9389,2,-49,1,-49.0
2,0,1000,10000,1262,6940,2,-5,1,-5.0
2,0,1000,10000,1772,3186,2,-7,1,-7.0
2,0,1000,10000,2577,8987,2,-5,1,-5.0
2,0,1000,10000,2313,3340,2,-7,1,-7.0
2,0,1000,10000,2962,6421,2,-1,1,-1.0
2,0,1000,10000,2050,3757,2,-3,1,-3.0
2,0,1000,10000,5390,8846,2,-5,1,-5.0
2,0,1000,10000,1517,7118,2,-31,1,-31.0
2,0,1000,10000,1292,7308,2,-47,1,-47.0
2,0,1000,10000,7365,8551,2,-23,1,-23.0
2,0,1000,10000,6870,8229,2,-7,1,-7.0
2,0,1000,10000,4335,5505,2,-3,1,-3.0
2,0,1000,10000,1043,5908,2,-17,1,-17.0
2,0,1000,10000,3191,6253,2,-23,1,-23.0
2,0,1000,10000,2700,7887,2,-1,1,-1.0
2,0,1000,10000,5855,9349,2,-11,1,-11.0
2,0,1000,10000,6650,7896,2,-15,1,-15.0
2,0,1000,10000,3360,9700,2,-3,1,-3.0
2,0,1000,10000,5302,5679,2,-7,1,-7.0
2,0,1000,10000,2741,8420,2,-23,1,-23.0
2,0,1000,10000,2485,5106,2,-1,1,-1.0
2,0,1000,10000,2156,8990,2,-15,1,-15.0
2,0,1000,10000,7715,9400,2,-15,1,-15.0
2,0,1000,10000,8503,9451,2,-15,1,-15.0
2,0,1000,10000,1442,8790,2,-5,1,-5.0
2,0,1000,10000,1655,2516,2,-15,1,-15.0
2,0,1000,10000,8241,9340,2,-1,1,-1.0
2,0,1000,10000,3503,7480,2,-15,1,-15.0
2,0,1000,10000,4727,9864,2,-7,1,-7.0
2,0,1000,10000,4436,8923,2,-15,1,-15.0
2,0,1000,10000,2112,6946,2,-7,1,-7.0
2,0,1000,10000,7401,9148,2,-11,1,-11.0
2,0,1000,10000,1867,4202,2,-3,1,-3.0
2,0,1000,10000,2814,4168,2,-7,1,-7.0
2,0,1000,10000,6721,8115,2,-1,1,-1.0
2,0,1000,10000,3728,8432,2,-71,1,-71.0
2,0,1000,10000,1302,2627,2,-15,1,-15.0
2,0,1000,10000,3053,9222,2,-15,1,-15.0
2,0,1000,10000,1114,3611,2,-15,1,-15.0
2,0,1000,10000,2168,4173,2,-17,1,-17.0
2,0,1000,10000,8923,9729,2,-7,1,-7.0
2,0,1000,10000,7510,9501,2,-3,1,-3.0
2,0,1000,10000,8842,9548,2,-15,1,-15.0
2,0,1000,10000,2629,4911,2,-11,1,-11.0
2,0,1000,10000,6413,6835,2,-23,1,-23.0
2,0,1000,10000,2714,3193,2,-19,1,-19.0
2,0,1000,10000,6315,8673,2,-7,1,-7.0
2,0,1000,10000,6648,7474,2,-3,1,-3.0
2,0,1000,10000,1145,1503,2,-15,1,-15.0
2,0,1000,10000,3303,6466,2,-7,1,-7.0
2,0,1000,10000,7978,8498,2,-23,1,-23.0
2,0,1000,10000,3737,8422,2,-7,1,-7.0
2,0,1000,10000,4353,7055,2,-7,1,-7.0
2,0,1000,10000,6769,8620,2,-1,1,-1.0
2,0,1000,10000,1135,9297,2,-1,1,-1.0
2,0,1000,10000,4631,8257,2,-23,1,-23.0
2,0,1000,10000,2663,5630,2,-35,1,-35.0
2,0,1000,10000,2308,3143,2,-23,1,-23.0
2,0,1000,10000,1738,7106,2,-17,1,-17.0
2,0,1000,10000,1713,2207,2,-11,1,-11.0
2,0,1000,10000,8316,9141,2,-3,1,-3.0
2,0,1000,10000,3045,7781,2,-23,1,-23.0
2,0,1000,10000,2758,4898,2,-11,1,-11.0
2,0,1000,10000,4631,4808,2,-39,1,-39.0
2,0,1000,10000,2023,9912,2,-7,1,-7.0
2,0,1000,10000,7662,8616,2,-7,1,-7.0
2,0,1000,10000,4890,6494,2,-63,1,-63.0
2,0,1000,10000,8491,9544,2,-1,1,-1.0
2,0,1000,10000,5924,9864,2,-7,1,-7.0
2,0,1000,10000,5608,8283,2,-5,1,-5.0
2,0,1000,10000,2749,7290,2,-5,1,-5.0
2,0,1000,10000,2325,4067,2,-3,1,-3.0
2,0,1000,10000,2173,2653,2,-11,1,-11.0
2,0,1000,10000,1356,2626,2,-3,1,-3.0
2,0,1000,10000,2415,4787,2,-7,1,-7.0
2,0,1000,10000,6174,9540,2,-1,1,-1.0
2,0,1000,10000,2536,3583,2,-7,1,-7.0
2,0,1000,10000,4191,5734,2,-5,1,-5.0
2,0,1000,10000,1372,9652,2,-7,1,-7.0
2,0,1000,10000,2941,5920,2,-1,1,-1.0
2,0,1000,10000,3817,7889,2,-11,1,-11.0
2,0,1000,10000,1684,6827,2,-35,1,-35.0
2,0,1000,10000,5908,8573,2,-47,1,-47.0
2,0,1000,10000,1132,5862,2,-7,1,-7.0
2,0,1000,10000,4749,8321,2,-8,1,-8.0
2,0,1000,10000,4078,6012,2,-15,1,-15.0
2,0,1000,10000,1230,6625,2,-1,1,-1.0
2,0,1000,10000,2941,8157,2,-3,1,-3.0
2,0,1000,10000,1834,3910,2,-7,1,-7.0
2,0,1000,10000,2927,2955,2,-7,1,-7.0
2,0,1000,10000,6209,6724,2,-15,1,-15.0
2,0,1000,10000,6705,9289,2,-15,1,-15.0
2,0,1000,10000,2135,2354,2,-7,1,-7.0
2,0,1000,10000,6924,7023,2,-11,1,-11.0
2,0,1000,10000,5762,7970,2,-47,1,-47.0
2,0,1000,10000,4327,6664,2,-3,1,-3.0
2,0,1000,10000,2119,4021,2,-15,1,-15.0
2,0,1000,10000,1120,3999,2,-3,1,-3.0
2,0,1000,10000,6201,7127,2,-3,1,-3.0
2,0,1000,10000,2609,5942,2,-23,1,-23.0
2,0,1000,10000,3810,5919,2,-11,1,-11.0
2,0,1000,10000,3782,7262,2,-11,1,-11.0
2,0,1000,10000,3665,4296,2,-23,1,-23.0
2,0,1000,10000,4754,6026,2,-15,1,-15.0
2,0,1000,10000,1535,7336,2,-23,1,-23.0
2,0,1000,10000,4327,6624,2,-7,1,-7.0
2,0,1000,10000,2023,8278,2,-23,1,-23.0
2,0,1000,10000,6887,9327,2,-7,1,-7.0
2,0,1000,10000,7291,8748,2,-7,1,-7.0
2,0,1000,10000,7477,8848,2,-7,1,-7.0
2,0,1000,10000,3080,8350,2,-3,1,-3.0
2,0,1000,10000,1544,6157,2,-14,1,-14.0
2,0,1000,10000,1877,6780,2,-31,1,-31.0
2,0,1000,10000,5288,8933,2,-39,1,-39.0
2,0,1000,10000,4907,7859,2,-17,1,-17.0
2,0,1000,10000,6359,6908,2,-27,1,-27.0
2,0,1000,10000,4281,6597,2,-7,1,-7.0
2,0,1000,10000,4530,6057,2,-1,1,-1.0
2,0,1000,10000,3513,5460,2,-11,1,-11.0
2,0,1000,10000,9245,9900,2,-7,1,-7.0
2,0,1000,10000,5573,8508,2,-23,1,-23.0
2,0,1000,10000,1923,6022,2,-3,1,-3.0
2,0,1000,10000,1946,8583,2,-7,1,-7.0
2,0,1000,10000,6786,9871,2,-7,1,-7.0
2,0,1000,10000,3871,4456,2,-7,1,-7.0
2,0,1000,10000,1279,3665,2,-7,1,-7.0
2,0,1000,10000,8115,9707,2,-7,1,-7.0
2,0,1000,10000,2307,4647,2,-3,1,-3.0
2,0,1000,10000,1555,7570,2,-1,1,-1.0
2,0,1000,10000,3879,6392,2,-3,1,-3.0
2,0,1000,10000,5320,8839,2,-3,1,-3.0
2,0,1000,10000,5802,9617,2,-11,1,-11.0
2,0,1000,10000,5875,6205,2,-3,1,-3.0
2,0,1000,10000,1691,2983,2,-23,1,-23.0
2,0,1000,10000,2819,7597,2,-3,1,-3.0
2,0,1000,10000,4017,8324,2,-15,1,-15.0
2,0,1000,10000,2878,6437,2,-15,1,-15.0
2,0,1000,10000,6499,7601,2,-15,1,-15.0
2,0,1000,10000,2643,6615,2,-7,1,-7.0
2,0,1000,10000,4339,9375,2,-1,1,-1.0
2,0,1000,10000,2371,9220,2,-3,1,-3.0
2,0,1000,10000,6853,9074,2,-15,1,-15.0
2,0,1000,10000,3123,3193,2,-5,1,-5.0
2,0,1000,10000,3415,5780,2,-3,1,-3.0
2,0,1000,10000,5777,8155,2,-7,1,-7.0
2,0,1000,10000,3187,8887,2,-3,1,-3.0
2,0,1000,10000,7149,7720,2,-5,1,-5.0
2,0,1000,10000,3679,4226,2,-15,1,-15.0
2,0,1000,10000,2575,7594,2,-3,1,-3.0
2,0,1000,10000,1564,8259,2,-7,1,-7.0
2,0,1000,10000,1617,4181,2,-11,1,-11.0
2,0,1000,10000,1092,8900,2,-15,1,-15.0
2,0,1000,10000,2812,9887,2,-11,1,-11.0
2,0,1000,10000,1918,7534,2,-23,1,-23.0
2,0,1000,10000,2570,9962,2,-15,1,-15.0
2,0,1000,10000,4513,9076,2,-17,1,-17.0
2,0,1000,10000,2389,5008,2,-7,1,-7.0
2,0,1000,10000,1309,6562,2,-3,1,-3.0
2,0,1000,10000,1652,7582,2,-11,1,-11.0
2,0,1000,10000,2208,9416,2,-7,1,-7.0
2,0,1000,10000,5758,9740,2,-47,1,-47.0
2,0,1000,10000,8549,9515,2,-11,1,-11.0
2,0,1000,10000,2610,5562,2,-11,1,-11.0
2,0,1000,10000,4055,4434,2,-11,1,-11.0
2,0,1000,10000,4069,5238,2,-11,1,-11.0
2,0,1000,10000,6297,6946,2,-11,1,-11.0
2,0,1000,10000,5751,7210,2,-7,1,-7.0
2,0,1000,10000,2740,6702,2,-3,1,-3.0
2,0,1000,10000,6858,8682,2,-15,1,-15.0
2,0,1000,10000,5250,7787,2,-7,1,-7.0
2,0,1000,10000,3567,5776,2,-3,1,-3.0
2,0,1000,10000,2274,8453,2,-23,1,-23.0
2,0,1000,10000,2749,4469,2,-15,1,-15.0
2,0,1000,10000,7882,8005,2,-7,1,-7.0
2,0,1000,10000,7651,7877,2,-31,1,-31.0
2,0,1000,10000,2497,3947,2,-5,1,-5.0
2,0,1000,10000,1421,2496,2,-15,1,-15.0
2,0,1000,10000,6726,7462,2,-1,1,-1.0
2,0,1000,10000,4946,7532,2,-15,1,-15.0
2,0,1000,10000,2173,3998,2,-47,1,-47.0
2,0,1000,10000,6473,7397,2,-11,1,-11.0
2,0,1000,10000,7062,7416,2,-3,1,-3.0
2,0,1000,10000,3130,3461,2,-11,1,-11.0
2,0,1000,10000,1420,8382,2,-3,1,-3.0
2,0,1000,10000,8023,8800,2,-3,1,-3.0
2,0,1000,10000,4818,6274,2,-7,1,-7.0
2,0,1000,10000,2052,8658,2,-7,1,-7.0
2,0,1000,10000,3280,9106,2,-3,1,-3.0
2,0,1000,10000,4284,5604,2,-7,1,-7.0
2,0,1000,10000,2147,6299,2,-47,1,-47.0
2,0,1000,10000,5539,7777,2,-15,1,-15.0
2,0,1000,10000,2058,3601,2,-7,1,-7.0
2,0,1000,10000,7573,7844,2,-63,1,-63.0
2,0,1000,10000,1459,7795,2,-7,1,-7.0
2,0,1000,10000,4752,8977,2,-11,1,-11.0
2,0,1000,10000,2262,3174,2,-3,1,-3.0
2,0,1000,10000,4152,5018,2,-35,1,-35.0
