i,log2_a_plus_1,log2_q
3615,1.000000,6266.769386
3616,2.584963,6269.350498
3617,2.000000,6271.013666
3618,1.584963,6272.225143
3619,1.584963,6273.507183
3620,1.584963,6274.776942
3621,2.000000,6276.548714
3622,1.000000,6276.919267
3623,1.000000,6277.745855
3624,1.000000,6278.390968
3625,1.000000,6279.104173
3626,2.000000,6280.956157
3627,2.321928,6283.052760
3628,1.000000,6283.355878
3629,2.321928,6285.622065
3630,1.000000,6285.894540
3631,4.523562,6290.407266
3632,1.000000,6290.469120
3633,2.000000,6292.453904
3634,1.000000,6292.778888
3635,4.754888,6297.522958
3636,1.000000,6297.575813
3637,2.000000,6299.562780
3638,1.000000,6299.887324
3639,3.169925,6303.024590
3640,1.000000,6303.179892
3641,2.321928,6305.472068
3642,3.169925,6308.508425
3643,3.169925,6311.530241
3644,1.000000,6311.697758
3645,4.754888,6316.446776
3646,1.584963,6317.473355
3647,1.000000,6318.049512
3648,1.000000,6318.790006
3649,1.000000,6319.466756
3650,4.169925,6323.606354
3651,1.000000,6323.685969
3652,2.000000,6325.666473
3653,1.000000,6325.992322
3654,1.000000,6326.838578
3655,2.321928,6329.026417
3656,1.000000,6329.312683
3657,1.584963,6330.808389
3658,1.000000,6331.246264
3659,4.523562,6335.753311
3660,1.584963,6336.784692
3661,1.584963,6338.100398
3662,1.584963,6339.364471
3663,2.000000,6341.136934
3664,1.000000,6341.507331
3665,4.954196,6346.450951
3666,3.321928,6349.626076
3667,1.000000,6349.777560
3668,1.000000,6350.703805
3669,1.584963,6352.040789
3670,1.000000,6352.521930
3671,3.807355,6356.299761
3672,1.000000,6356.401284
3673,1.000000,6357.351415
3674,1.000000,6357.953193
3675,1.584963,6359.364045
3676,1.000000,6359.824619
3677,1.584963,6361.271774
3678,1.000000,6361.722517
3679,1.000000,6362.514677
3680,1.584963,6363.880638
3681,2.321928,6366.014194
3682,1.000000,6366.310381
3683,2.000000,6368.241838
3684,1.584963,6369.419542
3685,2.000000,6371.202812
3686,2.584963,6373.606222
3687,1.000000,6373.855992
3688,2.000000,6375.797486
3689,1.000000,6376.131306
3690,1.000000,6376.974030
3691,1.000000,6377.613345
3692,1.584963,6379.014985
3693,1.000000,6379.478083
3694,1.584963,6380.924565
3695,1.584963,6382.167573
3696,1.584963,6383.444064
3697,1.584963,6384.714772
3698,4.000000,6388.660984
3699,1.000000,6388.751667
3700,2.807355,6391.546411
3701,1.000000,6391.740638
3702,2.000000,6393.694477
3703,3.000000,6396.554075
3704,3.000000,6399.389550
3705,2.000000,6401.040360
3706,2.584963,6403.451369
3707,2.000000,6405.124032
3708,1.000000,6405.517639
3709,1.000000,6406.334217
3710,1.584963,6407.694743
3711,5.857981,6413.537456
3712,1.584963,6414.549971
3713,2.321928,6416.718511
3714,1.000000,6417.008269
3715,2.807355,6419.777626
3716,1.584963,6420.879726
3717,1.000000,6421.431452
3718,1.584963,6422.854871
3719,1.000000,6423.312021
3720,2.000000,6425.210587
3721,1.000000,6425.553381
3722,5.614710,6431.161850
3723,3.169925,6434.165542
3724,3.807355,6437.879752
3725,1.000000,6437.985688
3726,1.000000,6438.933692
3727,1.000000,6439.536196
3728,1.584963,6440.946868
3729,2.000000,6442.702241
3730,1.000000,6443.076526
3731,1.000000,6443.901487
3732,1.584963,6445.260163
3733,1.584963,6446.517138
3734,4.392317,6450.868937
3735,2.321928,6452.886494
3736,2.584963,6455.277980
3737,2.807355,6457.908056
3738,1.584963,6459.020113
3739,1.000000,6459.568682
3740,1.000000,6460.320315
3741,2.000000,6462.165878
3742,2.000000,6463.878802
3743,3.321928,6467.096815
3744,10.100662,6477.196304
3745,1.000000,6477.197618
3746,1.584963,6478.782143
3747,1.584963,6480.004598
3748,2.321928,6482.151433
3749,1.000000,6482.445165
3750,3.459432,6485.880232
3751,3.459432,6489.215438
3752,1.000000,6489.351739
3753,1.000000,6490.285198
3754,1.584963,6491.620682
3755,1.584963,6492.881466
3756,1.000000,6493.384628
3757,1.584963,6494.820555
3758,2.000000,6496.573136
3759,2.584963,6498.978249
3760,1.000000,6499.227748
3761,4.700440,6503.919349
3762,1.000000,6503.974125
3763,2.584963,6506.550101
3764,1.000000,6506.773781
3765,4.392317,6511.156198
3766,1.000000,6511.223763
3767,1.000000,6512.190376
3768,1.000000,6512.786554
3769,1.584963,6514.198796
3770,1.584963,6515.447165
3771,1.000000,6515.953994
3772,1.000000,6516.722722
3773,1.000000,6517.388965
3774,1.000000,6518.093966
3775,1.000000,6518.784108
3776,1.000000,6519.479917
3777,1.000000,6520.173561
3778,1.000000,6520.868031
3779,4.459432,6525.302188
3780,3.807355,6529.007752
3781,1.584963,6530.062010
3782,1.584963,6531.373249
3783,3.000000,6534.261354
3784,5.321928,6539.551745
3785,2.000000,6541.148943
3786,1.000000,6541.560931
3787,2.584963,6544.084891
3788,1.000000,6544.316158
3789,2.000000,6546.261723
3790,3.000000,6549.121616
3791,5.754888,6554.853281
3792,1.000000,6554.880179
3793,3.169925,6558.047140
3794,1.000000,6558.199440
3795,1.000000,6559.125299
3796,1.000000,6559.735400
3797,2.000000,6561.605331
3798,1.584963,6562.790301
3799,7.129283,6569.913800
3800,1.000000,6569.924110
3801,3.459432,6573.382607
3802,1.000000,6573.508216
3803,2.807355,6576.298282
3804,1.000000,6576.493100
3805,1.584963,6578.016001
3806,4.169925,6582.132697
3807,1.000000,6582.213551
3808,2.584963,6584.785348
3809,1.000000,6585.009629
3810,1.000000,6585.901843
3811,1.000000,6586.523636
3812,3.321928,6589.794144
3813,1.000000,6589.936399
3814,1.000000,6590.867024
3815,1.000000,6591.475484
3816,1.000000,6592.203097
3817,3.000000,6595.129837
3818,1.000000,6595.308088
3819,1.000000,6596.221714
3820,1.000000,6596.836046
3821,1.000000,6597.561335
3822,1.000000,6598.243797
3823,1.000000,6598.942550
3824,1.000000,6599.635070
3825,1.000000,6600.329970
3826,1.000000,6601.023961
3827,1.584963,6602.412504
3828,2.321928,6604.544077
3829,1.584963,6605.699961
3830,3.906891,6609.552838
3831,1.584963,6610.601918
3832,1.584963,6611.914163
3833,3.321928,6615.147237
3834,1.584963,6616.221984
3835,2.000000,6618.018895
3836,1.000000,6618.383792
3837,4.000000,6622.363500
3838,2.000000,6623.978627
3839,1.000000,6624.386182
3840,1.000000,6625.196748
3841,1.584963,6626.558606
3842,1.000000,6627.032736
3843,3.000000,6629.981319
3844,1.000000,6630.157048
3845,2.000000,6632.115081
3846,1.000000,6632.445501
3847,2.321928,6634.707124
3848,1.000000,6634.980386
3849,2.000000,6636.916768
3850,1.000000,6637.251646
3851,1.000000,6638.093902
3852,1.584963,6639.448789
3853,1.000000,6639.924875
3854,1.000000,6640.706382
3855,2.000000,6642.547050
3856,3.906891,6646.382893
3857,3.000000,6649.204609
3858,1.000000,6649.395467
3859,1.000000,6650.303192
3860,2.584963,6652.771260
3861,1.584963,6653.896074
3862,1.000000,6654.440620
3863,3.000000,6657.382779
3864,1.000000,6657.559246
3865,2.000000,6659.517112
3866,3.000000,6662.376566
3867,2.000000,6664.026315
3868,6.794416,6670.811849
3869,1.000000,6670.824867
3870,2.000000,6672.821624
3871,1.584963,6673.991909
3872,1.584963,6675.281350
3873,1.000000,6675.776134
3874,1.000000,6676.549850
3875,5.169925,6681.703044
3876,2.321928,6683.713144
3877,1.584963,6684.881950
3878,1.000000,6685.412809
3879,3.807355,6689.188086
3880,1.000000,6689.289782
3881,1.000000,6690.239830
3882,1.584963,6691.571888
3883,1.000000,6692.054428
3884,3.321928,6695.334748
3885,3.321928,6698.521078
3886,1.000000,6698.671449
3887,2.321928,6700.964531
3888,1.584963,6702.104681
3889,1.000000,6702.644423
3890,1.000000,6703.399647
3891,2.000000,6705.244617
3892,2.000000,6706.957592
3893,1.000000,6707.341675
3894,1.584963,6708.809615
3895,1.000000,6709.254810
3896,1.000000,6710.049317
3897,1.584963,6711.414752
3898,1.000000,6711.887882
3899,1.000000,6712.670626
3900,2.321928,6714.866371
3901,1.584963,6716.015812
3902,4.857981,6720.846210
3903,1.000000,6720.896047
3904,2.000000,6722.883748
3905,1.000000,6723.208145
3906,1.000000,6724.055045
3907,1.000000,6724.692867
3908,1.000000,6725.408920
3909,2.000000,6727.260424
3910,2.584963,6729.660170
3911,1.584963,6730.790770
3912,2.584963,6733.238806
3913,1.000000,6733.481573
3914,2.000000,6735.424602
3915,2.000000,6737.129505
3916,2.000000,6738.854916
3917,1.000000,6739.236102
3918,1.584963,6740.704845
3919,1.584963,6741.944424
3920,1.000000,6742.453863
3921,1.000000,6743.221514
3922,1.000000,6743.888155
3923,3.459432,6747.298221
3924,1.000000,6747.427931
3925,1.000000,6748.364533
3926,1.000000,6748.970939
3927,1.000000,6749.699366
3928,2.000000,6751.548789
3929,1.000000,6751.902116
3930,4.392317,6756.279433
3931,2.000000,6757.887351
3932,2.321928,6760.001075
3933,1.584963,6761.158798
3934,8.930737,6770.087903
3935,1.000000,6770.090860
3936,1.000000,6771.089382
3937,1.584963,6772.411606
3938,1.000000,6772.896948
3939,2.584963,6775.411532
3940,2.000000,6777.078288
3941,1.584963,6778.289276
3942,1.584963,6779.571403
3943,1.000000,6780.068314
3944,1.584963,6781.505873
3945,1.000000,6781.959197
3946,1.584963,6783.408288
3947,2.321928,6785.534683
3948,3.584963,6789.023844
3949,1.584963,6790.086695
3950,1.000000,6790.651010
3951,2.000000,6792.529255
3952,1.584963,6793.713227
3953,3.700440,6797.350158
3954,1.000000,6797.461703
3955,2.584963,6800.028663
3956,3.700440,6803.633774
3957,1.000000,6803.747711
3958,2.000000,6805.720059
3959,1.000000,6806.047560
3960,1.584963,6807.531397
3961,3.321928,6810.757526
3962,3.459432,6814.094789
3963,1.000000,6814.230906
3964,1.584963,6815.771908
3965,2.584963,6818.189732
3966,1.000000,6818.437220
3967,2.807355,6821.211714
3968,1.000000,6821.408508
3969,1.584963,6822.930809
3970,2.584963,6825.349843
3971,1.000000,6825.597141
3972,1.000000,6826.478784
3973,1.000000,6827.104287
3974,2.000000,6828.971470
3975,1.584963,6830.156771
3976,1.000000,6830.682572
3977,1.000000,6831.443494
3978,2.321928,6833.642025
3979,3.000000,6836.493596
3980,2.807355,6839.111493
3981,1.000000,6839.329226
3982,2.584963,6841.880106
3983,4.754888,6846.589984
3984,3.700440,6850.179533
3985,1.584963,6851.238244
3986,3.321928,6854.483140
3987,1.584963,6855.557292
3988,1.584963,6856.864692
3989,1.000000,6857.354285
3990,3.700440,6861.022429
3991,1.000000,6861.131676
3992,2.321928,6863.432406
3993,1.584963,6864.571850
3994,2.000000,6866.360090
3995,1.000000,6866.726930
3996,1.584963,6868.199667
3997,1.000000,6868.643590
3998,1.000000,6869.438636
3999,1.000000,6870.095201
4000,3.321928,6873.363394
4001,1.000000,6873.505866
4002,1.584963,6875.044883
4003,1.000000,6875.471545
4004,1.000000,6876.273930
4005,1.584963,6877.637606
4006,2.807355,6880.313104
4007,2.321928,6882.368483
4008,2.000000,6884.064737
4009,2.000000,6885.790952
4010,2.000000,6887.514399
4011,1.000000,6887.896041
4012,2.000000,6889.809673
4013,1.000000,6890.149293
4014,1.000000,6890.989454
4015,1.000000,6891.629687
4016,1.000000,6892.344798
4017,4.321928,6896.638254
4018,1.000000,6896.710012
4019,1.000000,6897.674579
4020,1.000000,6898.271449
4021,2.584963,6900.772554
4022,1.000000,6901.007229
4023,1.000000,6901.894658
4024,3.700440,6905.543189
4025,1.000000,6905.653875
4026,2.000000,6907.626989
4027,1.000000,6907.954335
4028,3.169925,6911.091347
4029,2.807355,6913.703387
4030,3.321928,6916.899296
4031,2.000000,6918.535806
4032,1.000000,6918.938128
4033,2.321928,6921.188071
4034,1.000000,6921.463355
4035,1.000000,6922.332269
4036,3.459432,6925.731106
4037,1.000000,6925.861785
4038,1.000000,6926.797925
4039,4.247928,6931.009142
4040,1.000000,6931.085000
4041,5.000000,6936.082689
4042,1.000000,6936.127153
4043,1.584963,6937.697446
4044,1.000000,6938.116165
4045,2.000000,6940.022320
4046,1.584963,6941.202979
4047,1.000000,6941.730199
4048,1.584963,6943.159890
4049,6.599913,6949.750421
4050,1.584963,6950.757886
4051,1.584963,6952.078324
4052,3.169925,6955.148785
4053,1.000000,6955.311049
4054,1.000000,6956.232197
4055,1.000000,6956.843925
4056,7.894818,6964.736646
4057,1.000000,6964.742704
4058,1.000000,6965.739678
4059,1.000000,6966.325650
4060,1.000000,6967.062212
4061,2.807355,6969.784715
4062,1.000000,6969.988243
4063,1.000000,6970.890065
4064,1.000000,6971.508502
4065,4.459432,6975.944889
4066,2.000000,6977.551893
4067,2.807355,6980.213706
4068,1.000000,6980.425367
4069,1.000000,6981.323415
4070,1.584963,6982.666318
4071,2.584963,6985.097734
4072,1.000000,6985.343088
4073,4.392317,6989.724621
4074,3.000000,6992.541830
4075,1.000000,6992.733247
4076,1.000000,6993.640711
4077,3.321928,6996.893660
4078,2.000000,6998.528205
4079,1.000000,6998.931006
4080,2.321928,7001.180872
4081,3.906891,7005.009732
4082,1.000000,7005.107844
4083,4.807355,7009.911807
4084,1.584963,7010.937402
4085,1.584963,7012.254247
4086,3.321928,7015.487125
4087,6.507795,7021.980682
4088,1.000000,7021.996605
4089,3.700440,7025.695826
4090,2.000000,7027.317345
4091,1.000000,7027.723329
4092,1.584963,7029.185236
4093,1.584963,7030.425863
4094,2.807355,7033.109153
4095,1.584963,7034.217300
4096,6.918863,7041.129757
4097,1.000000,7041.141684
4098,1.000000,7042.135733
4099,1.000000,7042.722681
4100,1.584963,7044.137223
4101,1.584963,7045.385228
4102,1.000000,7045.892165
4103,1.000000,7046.660849
4104,2.321928,7048.858385
4105,2.321928,7050.934948
4106,3.321928,7054.142384
4107,1.584963,7055.218437
4108,1.000000,7055.778491
4109,2.321928,7058.004468
4110,1.000000,7058.283944
4111,3.321928,7061.580239
4112,1.000000,7061.720092
4113,2.321928,7064.015113
4114,4.392317,7068.351665
4115,1.000000,7068.421361
4116,3.321928,7071.736469
4117,2.000000,7073.368958
4118,1.000000,7073.772260
4119,1.000000,7074.584656
4120,2.807355,7077.300425
4121,2.321928,7079.354308
4122,1.000000,7079.665620
4123,1.000000,7080.518345
4124,1.000000,7081.154088
4125,1.584963,7082.556597
4126,1.584963,7083.806510
4127,3.584963,7087.320060
4128,3.321928,7090.503954
4129,1.000000,7090.654566
4130,2.584963,7093.215493
4131,15.008779,7108.224236
4132,1.000000,7108.224279
4133,2.000000,7110.224268
4134,1.000000,7110.546199
4135,3.700440,7114.224270
4136,1.000000,7114.332795
4137,2.000000,7116.306419
4138,1.000000,7116.633661
4139,1.000000,7117.479299
4140,2.807355,7120.192217
4141,1.000000,7120.397010
4142,1.584963,7121.916886
4143,1.000000,7122.348473
4144,1.000000,7123.148758
4145,1.584963,7124.512902
4146,1.000000,7124.986393
4147,3.700440,7128.655445
4148,1.000000,7128.764625
4149,1.584963,7130.314104
4150,1.000000,7130.738094
4151,1.000000,7131.541619
4152,4.169925,7135.676903
4153,1.000000,7135.756750
4154,1.000000,7136.717379
4155,2.321928,7138.891732
4156,4.643856,7143.489951
4157,1.000000,7143.548317
4158,2.000000,7145.533945
4159,1.000000,7145.858759
4160,1.584963,7147.343362
4161,1.000000,7147.784151
4162,1.584963,7149.236605
4163,1.584963,7150.478689
4164,3.700440,7154.113603
4165,1.000000,7154.225298
4166,1.000000,7155.170531
4167,7.108524,7162.274022
4168,1.584963,7163.279258
4169,1.000000,7163.862477
4170,2.000000,7165.737264
4171,1.000000,7166.085119
4172,3.169925,7169.220285
4173,6.442943,7175.648457
4174,2.321928,7177.652640
4175,1.000000,7177.973732
4176,1.584963,7179.459398
4177,2.000000,7181.206606
4178,1.000000,7181.582761
4179,1.000000,7182.406908
4180,3.000000,7185.326213
4181,1.000000,7185.505331
4182,2.321928,7187.793170
4183,1.000000,7188.061942
4184,2.321928,7190.333973
4185,1.584963,7191.476085
4186,2.000000,7193.263975
4187,1.584963,7194.459068
4188,3.584963,7197.974674
4189,2.000000,7199.601084
4190,1.000000,7200.005871
4191,1.000000,7200.817628
4192,3.321928,7204.076100
4193,1.000000,7204.219489
4194,1.000000,7205.149575
4195,2.807355,7207.855514
4196,1.000000,7208.061233
4197,2.000000,7210.012488
4198,1.000000,7210.344298
4199,1.000000,7211.187911
4200,1.000000,7211.826908
4201,1.584963,7213.228625
4202,1.584963,7214.478664
4203,1.584963,7215.753932
4204,1.000000,7216.252845
4205,1.000000,7217.024848
4206,2.321928,7219.221960
4207,1.584963,7220.371267
4208,5.129283,7225.477735
4209,1.584963,7226.498523
4210,1.584963,7227.816317
4211,1.584963,7229.080041
4212,5.554589,7234.616606
4213,2.807355,7237.206740
4214,2.807355,7239.831091
4215,1.584963,7240.943576
4216,1.000000,7241.492009
4217,1.000000,7242.243698
4218,1.584963,7243.618825
4219,3.459432,7246.995327
4220,1.000000,7247.127953
4221,2.321928,7249.424314
4222,1.000000,7249.691641
4223,2.807355,7252.463708
4224,2.807355,7255.083448
4225,2.321928,7257.140966
4226,2.584963,7259.530596
4227,1.000000,7259.782565
4228,1.584963,7261.288329
4229,1.584963,7262.522305
4230,1.000000,7263.033413
4231,1.000000,7263.800376
4232,1.000000,7264.467272
4233,1.000000,7265.172020
4234,1.584963,7266.558031
4235,1.584963,7267.810580
4236,3.169925,7270.884350
4237,2.321928,7272.926563
4238,4.087463,7276.948291
4239,2.321928,7278.970327
4240,1.000000,7279.287875
4241,2.000000,7281.214797
4242,1.000000,7281.551640
4243,2.000000,7283.474512
4244,1.000000,7283.812199
4245,1.584963,7285.293141
4246,1.000000,7285.734896
4247,1.000000,7286.530861
4248,2.000000,7288.369191
4249,1.000000,7288.724935
4250,2.000000,7290.643880
4251,3.169925,7293.690799
4252,1.000000,7293.855585
4253,1.584963,7295.387683
4254,1.584963,7296.617747
4255,3.700440,7300.253072
4256,3.906891,7304.068696
4257,1.000000,7304.167682
4258,2.000000,7306.143565
4259,1.000000,7306.470349
4260,4.321928,7310.777581
4261,2.000000,7312.386633
4262,3.169925,7315.444571
4263,1.000000,7315.608172
4264,3.169925,7318.760809
4265,1.000000,7318.914550
4266,4.643856,7323.552561
4267,1.000000,7323.609370
4268,1.584963,7325.175643
4269,1.000000,7325.595376
4270,3.459432,7329.021313
4271,1.000000,7329.149665
4272,2.000000,7331.118632
4273,2.000000,7332.821483
4274,1.584963,7334.027612
4275,4.584963,7338.578109
4276,1.000000,7338.638397
4277,2.584963,7341.213485
4278,1.584963,7342.329724
4279,2.584963,7344.778967
4280,1.584963,7345.905350
4281,2.584963,7348.353739
4282,1.584963,7349.480193
4283,1.584963,7350.777701
4284,2.000000,7352.546131
4285,1.000000,7352.917442
4286,1.000000,7353.743699
4287,2.321928,7355.933995
4288,1.000000,7356.219819
4289,4.392317,7360.599736
4290,1.000000,7360.667416
4291,4.000000,7364.663278
4292,1.000000,7364.750985
4293,1.584963,7366.307300
4294,1.000000,7366.729553
4295,1.584963,7368.187020
4296,3.807355,7371.927314
4297,1.000000,7372.031419
4298,1.000000,7372.980306
4299,2.000000,7374.795074
4300,1.000000,7375.156000
4301,2.584963,7377.686736
4302,7.499846,7385.179976
4303,1.584963,7386.183974
4304,4.321928,7390.469274
4305,1.000000,7390.541428
4306,1.000000,7391.505802
4307,1.000000,7392.102738
4308,4.392317,7396.471587
4309,1.584963,7397.506085
4310,1.000000,7398.079639
4311,2.807355,7400.817750
4312,1.000000,7401.019234
4313,1.584963,7402.540112
4314,3.906891,7406.382937
4315,2.321928,7408.407857
4316,2.321928,7410.493866
4317,1.000000,7410.798998
4318,1.584963,7412.289244
4319,1.584963,7413.525554
4320,1.000000,7414.035966
4321,2.000000,7415.924279
4322,3.321928,7419.136868
4323,2.584963,7421.489590
4324,3.321928,7424.690562
4325,2.584963,7427.043531
4326,4.000000,7430.969126
4327,1.584963,7432.015832
4328,2.321928,7434.180642
4329,4.459432,7438.588199
4330,1.000000,7438.654624
4331,3.807355,7442.457335
4332,1.000000,7442.557180
4333,2.807355,7445.350688
4334,1.000000,7445.545071
4335,1.000000,7446.451151
4336,2.000000,7448.272303
4337,3.700440,7451.890893
4338,1.584963,7452.948457
4339,1.584963,7454.259055
4340,1.584963,7455.523984
4341,1.584963,7456.796676
4342,3.906891,7460.646063
4343,1.000000,7460.742834
4344,1.000000,7461.695260
4345,2.584963,7464.159082
4346,1.584963,7465.284248
4347,1.000000,7465.828683
4348,1.000000,7466.581996
4349,2.321928,7468.781508
4350,2.000000,7470.467543
4351,1.000000,7470.857969
4352,2.000000,7472.769815
4353,1.584963,7473.949805
4354,1.000000,7474.477231
4355,2.321928,7476.707984
4356,1.584963,7477.854019
4357,1.584963,7479.147899
4358,1.584963,7480.415646
4359,1.584963,7481.687853
4360,1.000000,7482.187661
4361,1.584963,7483.624463
4362,2.584963,7486.049220
4363,2.000000,7487.721076
4364,1.000000,7488.114876
4365,1.000000,7488.931371
4366,1.000000,7489.580130
4367,1.000000,7490.291914
4368,1.584963,7491.676276
4369,1.000000,7492.144139
4370,1.000000,7492.929091
4371,1.584963,7494.296670
4372,2.000000,7496.056908
4373,2.321928,7498.159633
4374,2.000000,7499.852425
4375,1.000000,7500.241252
4376,2.000000,7502.153423
4377,2.000000,7503.860812
4378,1.584963,7505.066338
4379,1.584963,7506.349437
4380,2.321928,7508.490514
4381,1.584963,7509.645428
4382,4.392317,7513.999392
4383,1.000000,7514.068272
4384,2.321928,7516.376685
4385,1.000000,7516.641981
4386,2.807355,7519.414295
4387,3.169925,7522.440452
4388,2.000000,7524.083271
4389,1.000000,7524.484060
4390,1.584963,7525.947392
4391,1.584963,7527.187801
4392,1.000000,7527.696992
4393,1.000000,7528.464745
4394,2.000000,7530.307657
4395,1.000000,7530.662401
4396,5.584963,7536.240796
4397,2.321928,7538.248325
4398,1.000000,7538.568750
4399,1.000000,7539.417415
4400,1.000000,7540.054607
4401,1.000000,7540.770907
4402,1.000000,7541.456763
4403,3.906891,7545.326796
4404,3.321928,7548.507643
4405,1.000000,7548.658557
4406,2.000000,7550.622283
4407,1.000000,7550.951539
4408,5.285402,7556.229373
4409,1.000000,7556.266089
4410,4.087463,7560.351417
4411,1.000000,7560.433998
4412,1.584963,7561.991956
4413,4.087463,7566.022259
4414,2.000000,7567.636357
4415,1.000000,7568.044166
4416,1.000000,7568.854623
4417,1.584963,7570.216504
4418,2.000000,7571.977396
4419,1.000000,7572.350421
4420,2.584963,7574.879533
4421,1.000000,7575.110037
4422,3.807355,7578.902095
4423,2.000000,7580.521362
4424,2.000000,7582.254934
4425,3.459432,7585.619605
4426,1.000000,7585.753275
4427,1.000000,7586.687988
4428,2.807355,7589.393556
4429,2.807355,7592.014916
4430,4.169925,7596.116105
4431,1.000000,7596.197808
4432,1.000000,7597.157535
4433,2.321928,7599.331991
4434,1.584963,7600.483541
4435,3.000000,7603.380809
4436,1.000000,7603.562517
4437,1.000000,7604.474522
4438,1.000000,7605.089416
4439,1.584963,7606.497029
4440,2.000000,7608.252743
4441,1.000000,7608.626950
4442,1.000000,7609.451945
4443,2.807355,7612.166627
4444,1.000000,7612.371187
4445,5.247928,7617.614087
4446,1.000000,7617.651691
4447,2.000000,7619.642381
4448,4.700440,7624.300685
4449,1.000000,7624.356716
4450,1.000000,7625.328972
4451,1.000000,7625.923242
4452,1.000000,7626.656492
4453,1.000000,7627.335958
4454,2.807355,7630.063747
4455,1.000000,7630.266582
4456,1.000000,7631.168726
4457,2.584963,7633.637333
4458,1.000000,7633.876933
4459,2.584963,7636.424625
4460,1.000000,7636.652401
4461,2.584963,7639.201812
4462,1.000000,7639.429337
4463,3.000000,7642.402783
4464,2.584963,7644.760988
4465,1.584963,7645.895231
4466,7.139551,7653.029201
4467,2.321928,7655.031767
4468,1.000000,7655.353182
4469,1.000000,7656.201407
4470,1.000000,7656.838756
4471,1.000000,7657.554994
4472,1.000000,7658.240874
4473,1.000000,7658.938316
4474,1.000000,7659.631336
4475,1.584963,7661.020108
4476,1.000000,7661.486751
4477,1.000000,7662.272215
4478,1.000000,7662.932290
4479,1.000000,7663.639678
4480,1.584963,7665.025070
4481,1.000000,7665.492647
4482,2.000000,7667.389182
4483,1.000000,7667.732405
4484,3.000000,7670.693710
4485,2.807355,7673.309220
4486,1.000000,7673.527287
4487,1.584963,7675.043159
4488,1.000000,7675.475782
4489,2.000000,7677.379173
4490,1.000000,7677.720947
4491,1.000000,7678.560157
4492,2.321928,7680.748859
4493,1.000000,7681.034970
4494,4.321928,7685.343863
4495,1.000000,7685.414875
4496,2.321928,7687.722878
4497,1.584963,7688.861653
4498,10.376125,7699.237186
4499,1.000000,7699.238271
4500,3.000000,7702.238135
4501,3.169925,7705.260505
4502,1.000000,7705.427962
4503,1.584963,7706.959237
4504,3.700440,7710.585205
4505,2.584963,7712.930317
4506,3.459432,7716.280363
4507,3.906891,7720.097789
4508,1.584963,7721.148069
4509,2.807355,7723.844703
4510,4.857981,7728.659983
4511,1.000000,7728.710337
4512,3.321928,7732.027308
4513,2.584963,7734.377903
4514,1.584963,7735.512824
4515,2.321928,7737.668366
4516,1.000000,7737.960498
4517,3.169925,7741.100736
4518,1.000000,7741.255735
4519,8.113742,7749.368947
4520,2.321928,7751.370249
4521,1.584963,7752.540029
4522,1.584963,7753.829562
4523,1.584963,7755.098046
4524,1.000000,7755.598946
4525,1.584963,7757.035463
4526,3.459432,7760.409731
4527,1.000000,7760.542554
4528,2.584963,7763.106212
4529,1.584963,7764.223339
4530,1.584963,7765.522590
4531,3.807355,7769.267433
4532,1.584963,7770.320261
4533,2.584963,7772.774969
4534,2.321928,7774.839305
4535,1.000000,7775.148593
4536,2.321928,7777.413742
4537,5.321928,7782.706819
4538,3.584963,7786.169592
4539,2.000000,7787.797525
4540,1.000000,7788.201939
4541,1.584963,7789.664276
4542,7.515700,7797.174944
4543,3.459432,7800.497663
4544,1.000000,7800.635095
4545,5.247928,7805.879569
4546,2.000000,7807.477161
4547,3.000000,7810.351059
4548,1.584963,7811.446252
4549,1.584963,7812.749638
4550,3.700440,7816.382508
4551,3.459432,7819.716019
4552,3.321928,7822.901759
4553,2.000000,7824.538627
4554,3.321928,7827.759197
4555,1.000000,7827.906215
4556,1.000000,7828.834578
4557,1.584963,7830.171121
4558,3.000000,7833.057860
4559,2.321928,7835.105820
4560,2.000000,7836.802627
4561,1.000000,7837.190506
4562,1.584963,7838.657395
4563,2.000000,7840.406612
4564,2.321928,7842.510098
4565,7.813781,7850.318950
4566,1.000000,7850.325370
4567,1.584963,7851.908196
4568,1.000000,7852.323768
4569,2.584963,7854.847260
4570,4.000000,7858.770782
4571,1.000000,7858.862858
4572,2.321928,7861.166835
4573,2.000000,7862.846035
4574,1.000000,7863.238084
4575,3.000000,7866.194521
4576,1.000000,7866.369352
4577,1.584963,7867.898359
4578,1.000000,7868.327590
4579,1.000000,7869.128879
4580,1.000000,7869.783165
4581,1.000000,7870.492799
4582,1.584963,7871.877664
4583,5.321928,7877.177163
4584,1.000000,7877.213338
4585,6.643856,7883.856837
4586,1.000000,7883.871195
4587,2.584963,7886.453775
4588,1.584963,7887.569435
4589,1.000000,7888.116865
4590,2.807355,7890.857628
4591,2.584963,7893.222090
4592,2.000000,7894.897540
4593,3.321928,7898.116797
4594,1.000000,7898.263942
4595,2.321928,7900.557617
4596,1.000000,7900.825399
4597,2.000000,7902.762968
4598,1.000000,7903.097600
4599,3.169925,7906.233953
4600,1.000000,7906.389349
4601,2.000000,7908.352041
4602,1.000000,7908.681508
4603,3.584963,7912.241713
4604,3.169925,7915.256921
4605,1.000000,7915.425164
4606,1.584963,7916.956197
4607,1.000000,7917.384907
4608,2.000000,7919.289073
4609,2.000000,7920.997115
4610,1.584963,7922.202555
4611,1.584963,7923.485669
4612,1.000000,7923.982292
