i,log2_a_plus_1,log2_q
30295,1.000000,52234.143275
30296,2.584963,52236.679948
30297,2.000000,52238.345495
30298,2.000000,52240.074602
30299,4.321928,52244.345254
30300,1.000000,52244.418126
30301,1.000000,52245.382150
30302,4.643856,52249.997603
30303,2.000000,52251.602052
30304,1.584963,52252.821677
30305,3.700440,52256.457361
30306,2.584963,52258.802318
30307,1.584963,52259.937743
30308,1.584963,52261.233584
30309,1.000000,52261.726513
30310,1.000000,52262.500999
30311,5.643856,52268.132820
30312,1.584963,52269.147295
30313,3.321928,52272.394464
30314,1.000000,52272.538926
30315,1.584963,52274.077323
30316,3.700440,52277.703093
30317,1.000000,52277.815472
30318,1.000000,52278.760376
30319,1.584963,52280.093493
30320,4.584963,52284.641739
30321,1.584963,52285.672245
30322,1.000000,52286.247110
30323,2.000000,52288.123421
30324,3.000000,52290.985848
30325,1.000000,52291.171723
30326,3.906891,52295.066940
30327,1.000000,52295.160782
30328,2.321928,52297.464423
30329,2.000000,52299.143645
30330,1.000000,52299.535689
30331,1.000000,52300.352943
30332,1.000000,52301.001428
30333,1.584963,52302.400845
30334,1.000000,52302.864554
30335,2.000000,52304.761840
30336,2.000000,52306.470446
30337,2.000000,52308.195513
30338,2.321928,52310.300683
30339,1.000000,52310.602182
30340,2.321928,52312.868641
30341,2.000000,52314.550243
30342,1.000000,52314.941721
30343,6.554589,52321.492658
30344,1.584963,52322.500331
30345,1.000000,52323.082740
30346,1.000000,52323.820727
30347,1.584963,52325.199003
30348,2.807355,52327.873617
30349,2.807355,52330.495757
30350,1.000000,52330.712897
30351,2.321928,52332.993933
30352,5.357552,52338.323263
30353,3.584963,52341.785953
30354,1.584963,52342.849942
30355,2.321928,52345.012895
30356,3.169925,52348.052613
30357,3.000000,52350.884815
30358,4.807355,52355.647186
30359,1.000000,52355.699387
30360,1.000000,52356.673523
30361,1.000000,52357.267158
30362,1.000000,52358.000661
30363,1.000000,52358.680032
30364,3.000000,52361.610663
30365,2.000000,52363.257359
30366,1.000000,52363.657209
30367,2.000000,52365.567150
30368,3.700440,52369.183755
30369,1.584963,52370.241396
30370,1.584963,52371.551979
30371,2.000000,52373.318853
30372,4.584963,52377.860730
30373,1.584963,52378.891370
30374,1.000000,52379.466191
30375,1.000000,52380.207222
30376,1.000000,52380.883771
30377,1.000000,52381.584796
30378,1.000000,52382.276451
30379,2.584963,52384.766801
30380,3.000000,52387.610375
30381,4.392317,52391.942318
30382,1.584963,52392.977699
30383,3.000000,52395.882257
30384,2.000000,52397.530055
30385,1.000000,52397.929638
30386,1.584963,52399.393301
30387,4.169925,52403.511210
30388,1.000000,52403.591997
30389,2.000000,52405.572221
30390,1.000000,52405.898126
30391,1.000000,52406.744356
30392,2.321928,52408.932199
30393,2.321928,52411.009264
30394,4.857981,52415.828779
30395,1.000000,52415.878987
30396,4.000000,52419.875900
30397,1.000000,52419.963544
30398,1.000000,52420.920388
30399,2.000000,52422.733987
30400,1.584963,52423.925853
30401,4.584963,52428.476615
30402,2.321928,52430.491922
30403,3.000000,52433.349378
30404,2.584963,52435.710579
30405,1.000000,52435.967142
30406,1.584963,52437.471549
30407,1.584963,52438.705728
30408,1.000000,52439.216775
30409,1.584963,52440.650650
30410,1.000000,52441.104968
30411,1.000000,52441.895619
30412,1.000000,52442.553793
30413,3.169925,52445.663768
30414,2.000000,52447.303383
30415,1.000000,52447.704950
30416,1.000000,52448.518093
30417,2.000000,52450.353670
30418,1.000000,52450.710016
30419,3.459432,52454.140454
30420,2.584963,52456.488900
30421,1.000000,52456.747549
30422,1.584963,52458.251340
30423,1.000000,52458.687103
30424,1.000000,52459.485612
30425,4.392317,52463.848428
30426,2.000000,52465.456577
30427,1.000000,52465.865853
30428,2.000000,52467.773897
30429,4.247928,52471.965022
30430,3.169925,52474.974861
30431,1.000000,52475.143696
30432,3.000000,52478.123641
30433,1.000000,52478.295808
30434,1.000000,52479.212291
30435,2.000000,52481.031877
30436,6.087463,52487.104054
30437,1.584963,52488.114735
30438,7.266787,52495.376795
30439,1.000000,52495.386164
30440,1.000000,52496.381487
30441,1.000000,52496.968010
30442,2.000000,52498.842196
30443,3.000000,52501.704703
30444,2.321928,52503.753462
30445,3.459432,52507.109844
30446,2.321928,52509.144637
30447,2.321928,52511.230077
30448,1.584963,52512.390754
30449,2.807355,52515.079450
30450,1.000000,52515.287472
30451,2.321928,52517.570127
30452,1.000000,52517.839781
30453,1.584963,52519.340338
30454,1.000000,52519.776944
30455,1.584963,52521.230525
30456,2.000000,52522.981181
30457,1.584963,52524.181036
30458,5.832890,52529.999563
30459,1.000000,52530.024902
30460,1.000000,52531.012288
30461,3.459432,52534.405209
30462,1.000000,52534.536401
30463,1.584963,52536.078945
30464,1.000000,52536.504704
30465,1.000000,52537.307474
30466,2.584963,52539.785992
30467,1.000000,52540.024080
30468,2.000000,52541.968139
30469,1.000000,52542.301431
30470,1.000000,52543.144388
30471,2.321928,52545.332631
30472,1.584963,52546.482812
30473,2.000000,52548.269647
30474,4.392317,52552.612330
30475,2.000000,52554.220801
30476,1.000000,52554.629997
30477,2.000000,52556.538058
30478,1.000000,52556.878849
30479,3.169925,52560.014648
30480,1.584963,52561.094466
30481,2.807355,52563.788921
30482,1.000000,52563.996171
30483,1.000000,52564.896264
30484,1.000000,52565.515304
30485,2.000000,52567.383636
30486,1.000000,52567.732877
30487,1.584963,52569.210553
30488,1.000000,52569.653169
30489,1.584963,52571.105131
30490,1.000000,52571.554586
30491,3.169925,52574.680951
30492,1.000000,52574.837370
30493,1.000000,52575.761279
30494,1.584963,52577.098750
30495,1.000000,52577.579753
30496,4.000000,52581.553959
30497,3.169925,52584.565388
30498,1.000000,52584.734048
30499,6.266787,52590.998766
30500,1.584963,52592.008117
30501,1.000000,52592.589969
30502,1.000000,52593.328179
30503,1.000000,52594.005785
30504,4.857981,52598.844999
30505,2.000000,52600.446664
30506,1.584963,52601.666682
30507,1.000000,52602.181968
30508,4.000000,52606.154629
30509,1.000000,52606.243714
30510,1.584963,52607.799588
30511,1.584963,52609.026172
30512,1.584963,52610.305542
30513,1.584963,52611.575757
30514,2.000000,52613.347473
30515,1.000000,52613.718039
30516,2.000000,52615.633934
30517,1.584963,52616.813450
30518,1.584963,52618.101217
30519,1.000000,52618.596487
30520,1.000000,52619.370002
30521,2.321928,52621.566921
30522,1.000000,52621.851557
30523,1.000000,52622.716247
30524,1.000000,52623.347737
30525,3.584963,52626.889439
30526,2.321928,52628.920082
30527,1.000000,52629.235933
30528,4.087463,52633.306613
30529,2.321928,52635.327919
30530,1.000000,52635.645611
30531,1.584963,52637.132249
30532,1.000000,52637.572503
30533,1.000000,52638.369105
30534,1.000000,52639.025101
30535,2.807355,52641.755119
30536,2.000000,52643.410802
30537,1.000000,52643.808482
30538,4.392317,52648.184152
30539,2.000000,52649.792097
30540,3.700440,52653.415971
30541,1.000000,52653.528492
30542,3.906891,52657.428148
30543,1.000000,52657.521711
30544,3.000000,52660.510342
30545,1.000000,52660.681535
30546,2.321928,52662.970811
30547,1.000000,52663.239339
30548,1.584963,52664.740226
30549,1.000000,52665.176746
30550,2.321928,52667.421302
30551,1.000000,52667.697524
30552,2.584963,52670.239968
30553,1.000000,52670.468511
30554,1.000000,52671.358760
30555,1.000000,52671.981242
30556,1.584963,52673.386991
30557,2.321928,52675.517072
30558,2.321928,52677.597200
30559,1.000000,52677.903454
30560,1.000000,52678.758438
30561,1.584963,52680.110559
30562,1.000000,52680.587424
30563,1.000000,52681.368605
30564,1.000000,52682.030254
30565,1.000000,52682.737033
30566,3.321928,52686.001972
30567,1.000000,52686.144751
30568,1.584963,52687.683673
30569,3.459432,52691.054415
30570,4.459432,52695.453359
30571,1.584963,52696.487152
30572,1.584963,52697.802384
30573,1.000000,52698.289728
30574,1.000000,52699.066537
30575,2.321928,52701.263036
30576,2.000000,52702.949275
30577,1.000000,52703.339652
30578,3.321928,52706.626966
30579,1.000000,52706.767651
30580,4.087463,52710.847207
30581,2.000000,52712.460337
30582,1.000000,52712.868384
30583,1.584963,52714.329725
30584,1.000000,52714.776675
30585,1.000000,52715.570440
30586,6.339850,52721.902733
30587,2.321928,52723.907202
30588,2.000000,52725.607298
30589,2.321928,52727.714238
30590,3.700440,52731.326843
30591,2.000000,52732.950594
30592,1.000000,52733.356031
30593,1.000000,52734.167508
30594,1.000000,52734.818088
30595,4.523562,52739.318700
30596,1.000000,52739.381064
30597,3.584963,52742.960931
30598,2.000000,52744.585560
30599,2.000000,52746.318608
30600,6.189825,52752.494548
30601,1.000000,52752.514365
30602,1.584963,52754.092752
30603,2.000000,52755.830377
30604,1.000000,52756.208736
30605,1.584963,52757.678264
30606,1.584963,52758.917723
30607,2.321928,52761.062922
30608,1.584963,52762.217417
30609,1.584963,52763.509741
30610,3.169925,52766.581554
30611,2.000000,52768.222605
30612,1.000000,52768.623824
30613,1.000000,52769.437117
30614,1.000000,52770.087037
30615,7.936638,52778.021538
30616,1.000000,52778.027423
30617,2.000000,52780.025954
30618,1.584963,52781.196042
30619,2.000000,52782.980293
30620,1.000000,52783.348029
30621,2.000000,52785.264505
30622,3.000000,52788.125448
30623,1.000000,52788.311502
30624,3.000000,52791.289516
30625,1.000000,52791.461901
30626,1.000000,52792.378281
30627,2.807355,52795.085328
30628,2.000000,52796.742119
30629,2.807355,52799.401391
30630,1.000000,52799.613400
30631,1.584963,52801.131096
30632,3.169925,52804.192741
30633,1.000000,52804.355946
30634,1.584963,52805.888532
30635,1.000000,52806.316842
30636,3.000000,52809.269760
30637,1.000000,52809.444993
30638,2.321928,52811.733536
30639,1.584963,52812.874106
30640,5.781360,52818.641061
30641,1.000000,52818.667315
30642,1.584963,52820.243579
30643,1.000000,52820.660796
30644,1.000000,52821.467217
30645,3.906891,52825.332324
30646,2.000000,52826.949917
30647,1.000000,52827.356866
30648,3.321928,52830.642892
30649,1.000000,52830.783697
30650,2.000000,52832.749763
30651,2.000000,52834.452841
30652,3.169925,52837.507191
30653,2.000000,52839.148912
30654,1.000000,52839.549968
30655,4.459432,52843.993396
30656,1.584963,52845.026175
30657,2.321928,52847.192495
30658,1.000000,52847.482657
30659,2.000000,52849.415403
30660,1.000000,52849.751035
30661,2.807355,52852.514964
30662,1.000000,52852.713109
30663,3.169925,52855.862315
30664,1.000000,52856.016404
30665,2.321928,52858.308803
30666,2.584963,52860.688461
30667,1.000000,52860.942033
30668,1.000000,52861.820811
30669,2.807355,52864.530946
30670,2.321928,52866.585036
30671,1.584963,52867.749050
30672,1.584963,52869.039633
30673,1.000000,52869.534085
30674,1.584963,52870.972288
30675,1.584963,52872.216583
30676,1.000000,52872.724620
30677,1.000000,52873.492849
30678,1.000000,52874.159277
30679,1.000000,52874.864206
30680,1.000000,52875.554375
30681,1.584963,52876.943822
30682,1.584963,52878.195820
30683,2.000000,52879.969760
30684,5.700440,52885.650433
30685,5.426265,52891.043420
30686,1.000000,52891.077352
30687,1.584963,52892.651092
30688,2.584963,52895.066834
30689,3.321928,52898.266492
30690,1.000000,52898.415549
30691,6.988685,52905.403118
30692,4.169925,52909.491250
30693,1.000000,52909.573675
30694,3.000000,52912.563625
30695,1.000000,52912.734671
30696,1.584963,52914.264841
30697,2.321928,52916.384607
30698,1.000000,52916.683364
30699,1.000000,52917.541706
30700,2.000000,52919.370169
30701,1.000000,52919.728075
30702,2.321928,52921.985175
30703,2.584963,52924.366235
30704,2.584963,52926.742516
30705,2.807355,52929.373063
30706,1.000000,52929.589031
30707,3.584963,52933.157181
30708,2.000000,52934.782128
30709,1.000000,52935.187273
30710,4.087463,52939.253807
30711,2.807355,52941.853049
30712,2.807355,52944.477156
30713,1.000000,52944.694021
30714,1.000000,52945.589659
30715,1.000000,52946.210254
30716,2.807355,52948.943696
30717,4.643856,52953.537669
30718,1.584963,52954.567233
30719,1.000000,52955.142408
30720,1.000000,52955.883297
30721,2.000000,52957.730641
30722,2.321928,52959.827545
30723,3.584963,52963.317313
30724,1.584963,52964.380138
30725,1.584963,52965.689718
30726,2.584963,52968.123596
30727,4.459432,52972.528572
30728,3.169925,52975.537059
30729,3.321928,52978.726768
30730,1.000000,52978.876805
30731,3.459432,52982.323223
30732,1.584963,52983.387922
30733,4.807355,52988.168131
30734,2.000000,52989.770489
30735,1.000000,52990.181197
30736,1.000000,52990.990409
30737,1.000000,52991.641811
30738,3.584963,52995.182416
30739,1.584963,52996.243111
30740,3.700440,52999.884587
30741,3.459432,53003.218030
30742,1.584963,53004.287873
30743,4.087463,53008.330200
30744,2.807355,53010.929683
30745,1.584963,53012.044048
30746,1.000000,53012.591887
30747,1.000000,53013.343817
30748,2.321928,53015.543508
30749,1.584963,53016.692562
30750,2.807355,53019.382067
30751,2.000000,53021.039714
30752,2.000000,53022.769574
30753,1.000000,53023.149729
30754,4.523562,53027.658687
30755,1.000000,53027.720699
30756,1.000000,53028.690026
30757,2.584963,53031.152273
30758,1.000000,53031.392848
30759,1.000000,53032.277569
30760,1.584963,53033.623302
30761,1.000000,53034.101968
30762,3.906891,53037.981442
30763,4.954196,53042.891597
30764,1.000000,53042.938797
30765,2.000000,53044.927141
30766,4.169925,53049.035835
30767,1.000000,53049.117126
30768,1.000000,53050.077053
30769,1.000000,53050.675497
30770,1.000000,53051.407085
30771,2.000000,53053.255980
30772,1.000000,53053.609421
30773,3.459432,53057.040070
30774,8.303781,53065.339703
30775,2.000000,53066.926191
30776,1.584963,53068.148365
30777,1.584963,53069.428512
30778,2.321928,53071.569864
30779,1.000000,53071.864608
30780,3.584963,53075.427182
30781,1.000000,53075.544394
30782,1.000000,53076.486978
30783,1.000000,53077.091334
30784,1.584963,53078.501548
30785,1.000000,53078.962296
30786,4.321928,53083.264367
30787,2.807355,53085.861468
30788,1.000000,53086.082133
30789,3.169925,53089.229141
30790,2.000000,53090.867396
30791,1.000000,53091.269294
30792,1.000000,53092.082295
30793,2.321928,53094.274235
30794,2.000000,53095.960784
30795,1.584963,53097.169094
30796,1.584963,53098.451697
30797,1.000000,53098.948470
30798,1.000000,53099.721361
30799,5.357552,53105.064244
30800,6.303781,53111.350102
30801,1.000000,53111.368475
30802,2.000000,53113.363903
30803,3.000000,53116.222042
30804,1.000000,53116.408436
30805,3.169925,53119.558801
30806,3.321928,53122.746668
30807,1.584963,53123.823732
30808,1.000000,53124.383461
30809,3.000000,53127.324272
30810,1.584963,53128.415285
30811,6.832890,53135.241445
30812,4.392317,53139.564008
30813,1.000000,53139.634368
30814,1.000000,53140.599617
30815,1.000000,53141.196256
30816,3.584963,53144.739912
30817,1.000000,53144.858609
30818,3.906891,53148.757883
30819,2.000000,53150.374720
30820,1.584963,53151.592602
30821,1.000000,53152.108530
30822,3.321928,53155.386417
30823,2.584963,53157.737791
30824,3.169925,53160.772704
30825,1.000000,53160.938791
30826,1.584963,53162.470488
30827,4.954196,53167.393916
30828,3.906891,53171.204663
30829,1.584963,53172.255172
30830,1.000000,53172.823494
30831,8.463524,53181.285687
30832,2.321928,53183.286709
30833,2.000000,53184.987070
30834,3.000000,53187.856489
30835,1.000000,53188.041521
30836,1.584963,53189.567404
30837,3.584963,53193.071677
30838,1.000000,53193.193524
30839,2.321928,53195.491892
30840,1.584963,53196.631554
30841,2.321928,53198.786612
30842,1.000000,53199.078833
30843,1.000000,53199.940108
30844,4.169925,53204.073546
30845,2.000000,53205.685652
30846,1.000000,53206.093952
30847,1.000000,53206.904198
30848,1.584963,53208.266126
30849,1.584963,53209.522570
30850,1.584963,53210.796727
30851,2.321928,53212.938640
30852,1.000000,53213.233280
30853,5.491853,53218.719199
30854,1.584963,53219.735206
30855,5.129283,53224.843499
30856,5.000000,53229.799044
30857,1.584963,53230.822106
30858,2.000000,53232.626189
30859,4.857981,53237.448224
30860,1.000000,53237.498346
30861,2.321928,53239.810388
30862,2.584963,53242.189281
30863,1.584963,53243.321698
30864,1.000000,53243.863858
30865,1.000000,53244.618098
30866,1.584963,53245.992641
30867,1.584963,53247.247039
30868,1.000000,53247.752085
30869,1.000000,53248.521550
30870,1.000000,53249.187520
30871,2.584963,53251.680723
30872,1.000000,53251.916586
30873,1.000000,53252.803469
30874,2.000000,53254.627537
30875,2.807355,53257.278858
30876,1.000000,53257.491956
30877,1.000000,53258.389338
30878,1.000000,53259.009324
30879,6.768184,53265.772877
30880,2.321928,53267.776193
30881,1.000000,53268.097458
30882,10.857981,53278.955284
30883,2.321928,53280.955479
30884,1.000000,53281.277368
30885,1.000000,53282.125382
30886,2.000000,53283.955454
30887,1.000000,53284.313007
30888,2.000000,53286.231579
30889,1.000000,53286.570165
30890,1.000000,53287.410782
30891,1.584963,53288.766026
30892,2.584963,53291.196544
30893,4.523562,53295.668089
30894,5.459432,53301.095865
30895,1.000000,53301.128998
30896,1.000000,53302.112527
30897,3.169925,53305.200964
30898,1.000000,53305.361326
30899,2.321928,53307.652576
30900,1.000000,53307.920769
30901,1.584963,53309.421754
30902,1.584963,53310.656447
30903,1.000000,53311.167341
30904,2.807355,53313.911887
30905,1.000000,53314.112534
30906,2.807355,53316.892878
30907,1.000000,53317.088927
30908,3.000000,53320.065829
30909,4.643856,53324.658407
30910,1.000000,53324.716997
30911,3.459432,53328.171199
30912,1.000000,53328.297166
30913,1.000000,53329.235557
30914,5.781360,53335.004319
30915,1.000000,53335.030540
30916,3.807355,53338.836038
30917,5.459432,53344.264700
30918,1.000000,53344.297812
30919,2.584963,53346.877309
30920,1.000000,53347.100483
30921,1.584963,53348.614822
30922,1.000000,53349.047842
30923,2.321928,53351.292945
30924,4.584963,53355.829678
30925,2.807355,53358.424963
30926,1.000000,53358.645885
30927,1.584963,53360.160900
30928,5.459432,53365.598856
30929,1.584963,53366.615401
30930,4.906891,53371.497765
30931,1.000000,53371.545869
30932,1.000000,53372.522017
30933,2.000000,53374.332804
30934,1.000000,53374.694612
30935,9.184875,53383.878937
30936,1.000000,53383.881415
30937,3.700440,53387.581664
30938,1.000000,53387.688593
30939,1.000000,53388.636119
30940,1.000000,53389.238786
30941,1.000000,53389.968696
30942,1.584963,53391.348839
30943,5.247928,53396.573195
30944,1.000000,53396.611279
30945,1.584963,53398.183658
30946,2.000000,53399.921887
30947,3.584963,53403.420104
30948,1.000000,53403.542443
30949,4.754888,53408.292979
30950,6.266787,53414.541612
30951,2.000000,53416.132885
30952,1.000000,53416.546347
30953,1.000000,53417.354378
30954,1.000000,53418.006209
30955,2.000000,53419.868748
30956,2.000000,53421.580239
30957,1.000000,53421.964670
30958,2.000000,53423.877734
30959,1.000000,53424.217473
30960,2.807355,53426.980924
30961,3.169925,53430.007241
30962,1.000000,53430.174266
30963,1.584963,53431.705673
30964,4.000000,53435.645458
30965,1.000000,53435.736534
30966,1.584963,53437.291772
30967,2.584963,53439.708685
30968,1.000000,53439.956317
30969,3.807355,53443.747326
30970,3.321928,53446.928786
30971,1.584963,53448.006183
30972,1.584963,53449.312961
30973,2.321928,53451.451848
30974,2.584963,53453.837846
30975,1.000000,53454.090398
30976,1.000000,53454.969641
30977,1.584963,53456.316543
30978,3.000000,53459.202729
30979,2.321928,53461.250708
30980,2.000000,53462.947513
30981,6.149747,53469.083139
30982,2.807355,53471.671518
30983,1.000000,53471.893423
30984,1.000000,53472.786732
30985,1.000000,53473.408142
30986,1.000000,53474.130639
30987,3.584963,53477.667444
30988,1.000000,53477.786683
30989,4.169925,53481.950236
30990,1.000000,53482.028575
30991,2.000000,53484.009385
30992,1.000000,53484.335172
30993,2.584963,53486.870693
30994,1.000000,53487.100253
30995,2.000000,53489.046196
30996,2.584963,53491.441134
30997,1.000000,53491.692254
30998,4.523562,53496.205760
30999,1.000000,53496.267581
31000,1.584963,53497.832229
31001,1.000000,53498.252372
31002,1.000000,53499.057541
31003,1.000000,53499.710413
31004,3.321928,53502.978850
31005,1.000000,53503.121299
31006,8.071462,53511.192257
31007,6.672425,53517.850521
31008,1.000000,53517.864735
31009,2.807355,53520.670068
31010,1.000000,53520.862966
31011,1.000000,53521.769738
31012,3.169925,53524.862855
31013,1.000000,53525.022726
31014,1.000000,53525.945004
31015,3.000000,53528.857208
31016,1.000000,53529.037156
31017,1.000000,53529.949986
31018,3.169925,53533.042725
31019,4.459432,53537.443073
31020,2.000000,53539.050630
31021,4.392317,53543.396037
31022,1.000000,53543.465317
31023,8.820179,53552.285347
31024,1.000000,53552.288535
31025,3.000000,53555.288137
31026,1.000000,53555.458106
31027,1.584963,53556.988607
31028,1.000000,53557.417454
31029,1.000000,53558.218907
31030,2.000000,53560.056354
31031,4.321928,53564.325374
31032,4.087463,53568.330043
31033,3.169925,53571.341234
31034,1.000000,53571.509920
31035,1.584963,53573.040816
31036,1.584963,53574.271057
31037,1.000000,53574.783280
31038,2.321928,53577.016291
31039,1.584963,53578.162109
31040,3.000000,53581.059723
31041,1.000000,53581.241390
31042,1.000000,53582.153414
31043,1.584963,53583.493372
31044,1.584963,53584.753417
31045,6.129283,53590.870645
31046,1.000000,53590.891280
31047,1.000000,53591.880999
31048,2.321928,53594.052070
31049,1.000000,53594.341369
31050,1.000000,53595.203959
31051,2.321928,53597.389814
31052,1.584963,53598.540232
31053,1.584963,53599.833305
31054,1.584963,53601.101189
31055,1.584963,53602.373372
31056,1.000000,53602.873188
31057,3.000000,53605.819394
31058,1.000000,53605.995396
31059,3.459432,53609.439686
31060,1.584963,53610.504478
31061,2.321928,53612.667346
31062,1.000000,53612.958138
31063,2.000000,53614.890748
31064,1.000000,53615.226409
31065,1.584963,53616.707925
31066,2.321928,53618.831629
31067,1.000000,53619.129650
31068,5.426265,53624.549640
31069,1.000000,53624.582949
31070,1.584963,53626.156894
31071,1.000000,53626.574694
31072,3.321928,53629.859884
31073,2.000000,53631.493352
31074,4.247928,53635.688881
31075,2.584963,53638.026472
31076,1.000000,53638.286908
31077,2.000000,53640.226073
31078,2.321928,53642.317186
31079,3.807355,53646.043439
31080,1.584963,53647.096939
31081,1.000000,53647.664288
31082,2.000000,53649.541976
31083,2.000000,53651.252201
31084,1.000000,53651.636928
31085,1.000000,53652.457351
31086,1.000000,53653.104689
31087,1.584963,53654.504384
31088,3.000000,53657.387811
31089,1.584963,53658.482398
31090,1.000000,53659.036516
31091,1.584963,53660.459326
31092,1.584963,53661.706029
31093,2.321928,53663.850536
31094,1.584963,53665.005101
31095,3.169925,53668.083916
31096,1.000000,53668.245293
31097,2.000000,53670.206610
31098,2.000000,53671.910062
31099,2.807355,53674.567028
31100,1.000000,53674.779351
31101,2.000000,53676.729128
31102,1.000000,53677.061241
31103,1.000000,53677.904720
31104,2.584963,53680.379104
31105,6.022368,53686.383154
31106,1.000000,53686.405460
31107,2.000000,53688.399916
31108,2.584963,53690.792498
31109,2.000000,53692.466254
31110,1.000000,53692.859600
31111,1.584963,53694.324980
31112,1.000000,53694.770855
31113,2.000000,53696.671630
31114,2.000000,53698.379950
31115,1.584963,53699.585353
31116,1.584963,53700.868473
31117,1.584963,53702.138048
31118,1.000000,53702.638628
31119,1.584963,53704.075229
31120,3.000000,53706.956783
31121,1.000000,53707.140359
31122,2.584963,53709.696302
31123,1.000000,53709.922876
31124,1.000000,53710.814033
31125,2.807355,53713.523143
31126,1.000000,53713.728441
31127,1.000000,53714.629440
31128,2.321928,53716.810707
31129,2.000000,53718.497984
31130,4.584963,53723.040892
31131,3.584963,53726.505939
31132,2.000000,53728.133806
31133,1.000000,53728.538236
31134,1.000000,53729.350147
31135,2.584963,53731.827727
31136,1.584963,53732.951755
31137,1.584963,53734.249716
31138,1.000000,53734.742031
31139,1.584963,53736.180794
31140,2.584963,53738.605416
31141,1.000000,53738.851834
31142,1.000000,53739.733880
31143,1.000000,53740.359242
31144,3.000000,53743.294373
31145,3.000000,53746.128426
31146,1.000000,53746.317761
31147,1.584963,53747.842331
31148,6.918863,53754.753395
31149,3.321928,53757.924651
31150,1.000000,53758.076521
31151,2.584963,53760.637256
31152,2.000000,53762.301506
31153,2.584963,53764.711714
31154,1.000000,53764.960405
31155,3.321928,53768.259307
31156,4.087463,53772.268440
31157,3.000000,53775.088538
31158,2.321928,53777.138727
31159,1.584963,53778.303161
31160,2.000000,53780.088142
31161,1.000000,53780.455714
31162,3.169925,53783.589127
31163,1.584963,53784.669075
31164,3.584963,53788.189251
31165,2.321928,53790.220350
31166,1.584963,53791.386853
31167,1.000000,53791.918421
31168,1.584963,53793.346994
31169,3.700440,53796.975942
31170,2.807355,53799.580210
31171,1.000000,53799.799861
31172,6.930737,53806.728927
31173,2.584963,53809.053221
31174,1.584963,53810.190509
31175,1.000000,53810.731145
31176,2.000000,53812.613776
31177,1.584963,53813.797223
31178,2.584963,53816.240909
31179,1.000000,53816.484351
31180,2.000000,53818.427232
31181,1.000000,53818.760766
31182,2.000000,53820.684330
31183,1.584963,53821.862951
31184,1.000000,53822.390795
31185,1.000000,53823.150880
31186,1.584963,53824.524089
31187,2.584963,53826.953312
31188,1.584963,53828.081385
31189,1.000000,53828.624907
31190,1.000000,53829.378592
31191,1.000000,53830.050417
31192,1.584963,53831.444224
31193,1.000000,53831.909477
31194,3.000000,53834.858889
31195,1.000000,53835.034523
31196,2.584963,53837.591658
31197,2.584963,53839.961798
31198,2.000000,53841.636904
31199,1.000000,53842.029928
31200,1.584963,53843.495397
31201,1.584963,53844.735478
31202,4.643856,53849.345667
31203,1.584963,53850.374904
31204,1.000000,53850.950186
31205,1.584963,53852.367650
31206,1.584963,53853.615194
31207,1.000000,53854.122268
31208,1.000000,53854.890895
31209,1.584963,53856.262162
31210,1.000000,53856.733663
31211,2.321928,53858.972821
31212,1.000000,53859.249985
31213,1.000000,53860.118049
31214,3.807355,53863.878044
31215,1.000000,53863.980786
31216,1.000000,53864.930329
31217,1.000000,53865.532307
31218,1.584963,53866.943110
31219,3.459432,53870.318302
31220,2.584963,53872.667774
31221,4.523562,53877.140016
31222,1.000000,53877.203592
31223,2.807355,53880.002034
31224,2.584963,53882.364852
31225,3.169925,53885.399493
31226,1.000000,53885.565610
31227,1.000000,53886.484941
31228,3.000000,53889.397352
31229,2.000000,53891.044816
31230,6.169925,53897.201034
31231,2.321928,53899.206083
31232,1.000000,53899.527002
31233,1.584963,53901.012717
31234,1.000000,53901.453214
31235,1.584963,53902.905747
31236,1.000000,53903.355049
31237,1.000000,53904.147818
31238,1.000000,53904.805216
31239,2.000000,53906.666783
31240,1.000000,53907.017481
31241,1.000000,53907.852762
31242,2.584963,53910.327970
31243,1.584963,53911.452192
31244,1.584963,53912.750117
31245,1.000000,53913.242443
31246,1.000000,53914.017180
31247,1.000000,53914.681203
31248,1.000000,53915.387062
31249,3.584963,53918.924741
31250,2.000000,53920.550530
31251,1.000000,53920.955469
31252,2.321928,53923.204995
31253,2.000000,53924.887700
31254,1.000000,53925.278916
31255,1.000000,53926.096528
31256,1.584963,53927.456825
31257,3.169925,53930.525411
31258,2.000000,53932.166585
31259,1.000000,53932.567774
31260,3.321928,53935.854246
31261,1.000000,53935.995009
31262,11.788718,53947.783689
31263,1.000000,53947.784097
31264,5.321928,53953.106015
31265,1.000000,53953.141639
31266,1.000000,53954.123937
31267,1.000000,53954.714824
31268,4.523562,53959.217151
31269,5.044394,53964.219139
31270,1.000000,53964.263473
31271,1.000000,53965.241476
31272,4.000000,53969.196387
31273,1.000000,53969.286542
31274,1.584963,53970.842074
31275,1.584963,53972.068708
31276,2.321928,53974.215139
31277,1.584963,53975.369509
31278,3.459432,53978.754838
31279,3.584963,53982.226767
31280,1.584963,53983.290356
31281,1.000000,53983.854432
31282,5.523562,53989.367809
31283,6.149747,53995.497543
31284,3.000000,53998.307838
31285,1.000000,53998.500116
31286,1.000000,53999.407178
31287,2.584963,54001.875310
31288,2.000000,54003.544666
31289,1.000000,54003.939064
31290,1.000000,54004.755300
31291,3.169925,54007.854246
31292,2.000000,54009.494272
