n,N,d_k,Q_n_at_cell,bin_count,bin_log_sum,M_n_total,log_M_n_total,bin_count_frac,bin_log_frac,cell_contribution_to_S_n
2,10000000,22,-10.0,6,88.530349,226293,3257145.624652,0.00002651,0.00002718,-885.303485
2,10000000,24,-11.0,21509,318854.710029,226293,3257145.624652,0.09504934,0.09789391,-3507401.810316
2,10000000,25,-11.5,5,72.803431,226293,3257145.624652,0.00002210,0.00002235,-837.239462
2,10000000,27,-12.5,89,1318.923523,226293,3257145.624652,0.00039330,0.00040493,-16486.544035
2,10000000,28,-13.0,316,4687.700929,226293,3257145.624652,0.00139642,0.00143921,-60940.112076
2,10000000,30,-14.0,472,6959.947681,226293,3257145.624652,0.00208579,0.00213682,-97439.267529
2,10000000,32,-15.0,11963,180241.734110,226293,3257145.624652,0.05286509,0.05533733,-2703626.011656
2,10000000,33,-15.5,1,15.591293,226293,3257145.624652,0.00000442,0.00000479,-241.665043
2,10000000,35,-16.5,3,45.614699,226293,3257145.624652,0.00001326,0.00001400,-752.642540
2,10000000,36,-17.0,2790,41865.572897,226293,3257145.624652,0.01232915,0.01285345,-711714.739244
2,10000000,40,-19.0,1231,18602.165279,226293,3257145.624652,0.00543985,0.00571119,-353441.140306
2,10000000,42,-20.0,53,799.795636,226293,3257145.624652,0.00023421,0.00024555,-15995.912721
2,10000000,45,-21.5,20,299.129760,226293,3257145.624652,0.00008838,0.00009184,-6431.289843
2,10000000,48,-23.0,4171,63604.654450,226293,3257145.624652,0.01843186,0.01952773,-1462907.052352
2,10000000,50,-24.0,9,135.544968,226293,3257145.624652,0.00003977,0.00004161,-3253.079225
2,10000000,54,-26.0,133,2025.862120,226293,3257145.624652,0.00058773,0.00062197,-52672.415115
2,10000000,56,-27.0,59,906.500307,226293,3257145.624652,0.00026072,0.00027831,-24475.508299
2,10000000,60,-29.0,221,3395.628814,226293,3257145.624652,0.00097661,0.00104252,-98473.235598
2,10000000,63,-30.5,2,31.081299,226293,3257145.624652,0.00000884,0.00000954,-947.979610
2,10000000,64,-31.0,713,11008.018899,226293,3257145.624652,0.00315078,0.00337965,-341248.585863
2,10000000,72,-35.0,387,5996.868247,226293,3257145.624652,0.00171017,0.00184114,-209890.388634
2,10000000,75,-36.5,1,16.110315,226293,3257145.624652,0.00000442,0.00000495,-588.026514
2,10000000,80,-39.0,77,1200.610585,226293,3257145.624652,0.00034027,0.00036861,-46823.812831
2,10000000,81,-39.5,2,31.314119,226293,3257145.624652,0.00000884,0.00000961,-1236.907716
2,10000000,84,-41.0,5,79.188635,226293,3257145.624652,0.00002210,0.00002431,-3246.734027
2,10000000,90,-44.0,7,110.149938,226293,3257145.624652,0.00003093,0.00003382,-4846.597255
2,10000000,96,-47.0,81,1271.576506,226293,3257145.624652,0.00035794,0.00039040,-59764.095794
2,10000000,108,-53.0,5,79.820355,226293,3257145.624652,0.00002210,0.00002451,-4230.478829
2,10000000,120,-59.0,1,15.908374,226293,3257145.624652,0.00000442,0.00000488,-938.594073
2,10000000,128,-63.0,1,16.033537,226293,3257145.624652,0.00000442,0.00000492,-1010.112848
3,10000000,1,0.5,1,2.197225,151500,2191604.170829,0.00000660,0.00000100,1.098612
3,10000000,2,0.0,176,1404.288291,151500,2191604.170829,0.00116172,0.00064076,0.000000
3,10000000,3,-0.5,176,2421.865056,151500,2191604.170829,0.00116172,0.00110506,-1210.932528
3,10000000,4,-1.0,15410,212009.941943,151500,2191604.170829,0.10171617,0.09673733,-212009.941943
3,10000000,5,-1.5,10,121.675324,151500,2191604.170829,0.00006601,0.00005552,-182.512985
3,10000000,6,-2.0,1939,25216.095982,151500,2191604.170829,0.01279868,0.01150577,-50432.191965
3,10000000,7,-2.5,3,32.082645,151500,2191604.170829,0.00001980,0.00001464,-80.206613
3,10000000,8,-3.0,34043,484723.262939,151500,2191604.170829,0.22470627,0.22117281,-1454169.788818
3,10000000,9,-3.5,233,3305.989095,151500,2191604.170829,0.00153795,0.00150848,-11570.961832
3,10000000,10,-4.0,391,4975.819174,151500,2191604.170829,0.00258086,0.00227040,-19903.276696
3,10000000,11,-4.5,1,9.128696,151500,2191604.170829,0.00000660,0.00000417,-41.079134
3,10000000,12,-5.0,15733,224411.240597,151500,2191604.170829,0.10384818,0.10239588,-1122056.202985
3,10000000,13,-5.5,1,10.514991,151500,2191604.170829,0.00000660,0.00000480,-57.832449
3,10000000,14,-6.0,188,2316.009623,151500,2191604.170829,0.00124092,0.00105676,-13896.057739
3,10000000,15,-6.5,79,1109.066070,151500,2191604.170829,0.00052145,0.00050605,-7208.929457
3,10000000,16,-7.0,29132,426199.753067,151500,2191604.170829,0.19229043,0.19446931,-2983398.271466
3,10000000,17,-7.5,1,13.287579,151500,2191604.170829,0.00000660,0.00000606,-99.656846
3,10000000,18,-8.0,1719,24195.092129,151500,2191604.170829,0.01134653,0.01103990,-193560.737033
3,10000000,19,-8.5,1,14.673874,151500,2191604.170829,0.00000660,0.00000670,-124.727928
3,10000000,20,-9.0,4411,63876.570065,151500,2191604.170829,0.02911551,0.02914603,-574889.130583
3,10000000,21,-9.5,34,480.983055,151500,2191604.170829,0.00022442,0.00021947,-4569.339026
3,10000000,22,-10.0,175,2614.405485,151500,2191604.170829,0.00115512,0.00119292,-26144.054850
3,10000000,24,-11.0,18554,274274.614638,151500,2191604.170829,0.12246865,0.12514788,-3017020.761015
3,10000000,25,-11.5,4,53.952024,151500,2191604.170829,0.00002640,0.00002462,-620.448276
3,10000000,26,-12.0,54,809.257931,151500,2191604.170829,0.00035644,0.00036925,-9711.095171
3,10000000,27,-12.5,88,1290.414417,151500,2191604.170829,0.00058086,0.00058880,-16130.180213
3,10000000,28,-13.0,1560,22949.760918,151500,2191604.170829,0.01029703,0.01047167,-298346.891939
3,10000000,30,-14.0,774,11293.332876,151500,2191604.170829,0.00510891,0.00515300,-158106.660264
3,10000000,32,-15.0,10970,164735.041250,151500,2191604.170829,0.07240924,0.07516642,-2471025.618745
3,10000000,33,-15.5,9,130.623512,151500,2191604.170829,0.00005941,0.00005960,-2024.664436
3,10000000,34,-16.0,4,61.668511,151500,2191604.170829,0.00002640,0.00002814,-986.696169
3,10000000,35,-16.5,4,57.507737,151500,2191604.170829,0.00002640,0.00002624,-948.877662
3,10000000,36,-17.0,3143,46915.073917,151500,2191604.170829,0.02074587,0.02140673,-797556.256582
3,10000000,39,-18.5,4,59.096348,151500,2191604.170829,0.00002640,0.00002696,-1093.282445
3,10000000,40,-19.0,3113,46814.823627,151500,2191604.170829,0.02054785,0.02136098,-889481.648911
3,10000000,42,-20.0,240,3566.951376,151500,2191604.170829,0.00158416,0.00162755,-71339.027527
3,10000000,44,-21.0,136,2075.009965,151500,2191604.170829,0.00089769,0.00094680,-43575.209268
3,10000000,45,-21.5,36,537.309768,151500,2191604.170829,0.00023762,0.00024517,-11552.160003
3,10000000,48,-23.0,5036,76481.941666,151500,2191604.170829,0.03324092,0.03489770,-1759084.658320
3,10000000,49,-23.5,1,16.012735,151500,2191604.170829,0.00000660,0.00000731,-376.299276
3,10000000,50,-24.0,30,454.349107,151500,2191604.170829,0.00019802,0.00020731,-10904.378556
3,10000000,52,-25.0,27,417.438042,151500,2191604.170829,0.00017822,0.00019047,-10435.951054
3,10000000,54,-26.0,190,2868.354764,151500,2191604.170829,0.00125413,0.00130879,-74577.223860
3,10000000,55,-26.5,1,15.566448,151500,2191604.170829,0.00000660,0.00000710,-412.510873
3,10000000,56,-27.0,558,8472.334004,151500,2191604.170829,0.00368317,0.00386581,-228753.018112
3,10000000,60,-29.0,549,8347.624113,151500,2191604.170829,0.00362376,0.00380891,-242081.099266
3,10000000,63,-30.5,9,135.429603,151500,2191604.170829,0.00005941,0.00006179,-4130.602903
3,10000000,64,-31.0,1141,17533.240692,151500,2191604.170829,0.00753135,0.00800019,-543530.461463
3,10000000,66,-32.0,18,278.148270,151500,2191604.170829,0.00011881,0.00012692,-8900.744628
3,10000000,70,-34.0,7,108.334243,151500,2191604.170829,0.00004620,0.00004943,-3683.364274
3,10000000,72,-35.0,627,9642.988876,151500,2191604.170829,0.00413861,0.00439997,-337504.610669
3,10000000,75,-36.5,2,31.271715,151500,2191604.170829,0.00001320,0.00001427,-1141.417596
3,10000000,78,-38.0,2,31.696026,151500,2191604.170829,0.00001320,0.00001446,-1204.448976
3,10000000,80,-39.0,329,5092.272783,151500,2191604.170829,0.00217162,0.00232354,-198598.638524
3,10000000,81,-39.5,5,78.015462,151500,2191604.170829,0.00003300,0.00003560,-3081.610768
3,10000000,84,-41.0,79,1215.691850,151500,2191604.170829,0.00052145,0.00055470,-49843.365847
3,10000000,88,-43.0,11,173.038615,151500,2191604.170829,0.00007261,0.00007896,-7440.660466
3,10000000,90,-44.0,22,339.913763,151500,2191604.170829,0.00014521,0.00015510,-14956.205579
3,10000000,96,-47.0,233,3633.433519,151500,2191604.170829,0.00153795,0.00165789,-170771.375385
3,10000000,100,-49.0,2,31.669795,151500,2191604.170829,0.00001320,0.00001445,-1551.819947
3,10000000,108,-53.0,18,282.647935,151500,2191604.170829,0.00011881,0.00012897,-14980.340543
3,10000000,112,-55.0,21,328.694173,151500,2191604.170829,0.00013861,0.00014998,-18078.179508
3,10000000,120,-59.0,20,315.321986,151500,2191604.170829,0.00013201,0.00014388,-18603.997202
3,10000000,126,-62.0,2,31.896452,151500,2191604.170829,0.00001320,0.00001455,-1977.580036
3,10000000,128,-63.0,9,142.671881,151500,2191604.170829,0.00005941,0.00006510,-8988.328515
3,10000000,144,-71.0,1,15.790591,151500,2191604.170829,0.00000660,0.00000721,-1121.131967
5,10000000,1,0.5,1,3.218876,72204,1046834.146750,0.00001385,0.00000307,1.609438
5,10000000,2,0.0,114,966.849294,72204,1046834.146750,0.00157886,0.00092359,0.000000
5,10000000,3,-0.5,114,1566.746745,72204,1046834.146750,0.00157886,0.00149665,-783.373372
5,10000000,4,-1.0,6449,88599.783076,72204,1046834.146750,0.08931638,0.08463593,-88599.783076
5,10000000,5,-1.5,8,96.205650,72204,1046834.146750,0.00011080,0.00009190,-144.308475
5,10000000,6,-2.0,1033,13399.144912,72204,1046834.146750,0.01430669,0.01279968,-26798.289823
5,10000000,7,-2.5,3,32.082645,72204,1046834.146750,0.00004155,0.00003065,-80.206613
5,10000000,8,-3.0,14297,203789.270195,72204,1046834.146750,0.19800842,0.19467197,-611367.810584
5,10000000,9,-3.5,156,2211.391541,72204,1046834.146750,0.00216055,0.00211246,-7739.870395
5,10000000,10,-4.0,255,3146.968293,72204,1046834.146750,0.00353166,0.00300618,-12587.873172
5,10000000,11,-4.5,2,24.355346,72204,1046834.146750,0.00002770,0.00002327,-109.599059
5,10000000,12,-5.0,7846,111969.712600,72204,1046834.146750,0.10866434,0.10696032,-559848.563000
5,10000000,13,-5.5,1,11.536642,72204,1046834.146750,0.00001385,0.00001102,-63.451531
5,10000000,14,-6.0,158,2062.640486,72204,1046834.146750,0.00218824,0.00197036,-12375.842914
5,10000000,15,-6.5,61,857.189092,72204,1046834.146750,0.00084483,0.00081884,-5571.729098
5,10000000,16,-7.0,13057,191364.796787,72204,1046834.146750,0.18083486,0.18280336,-1339553.577508
5,10000000,17,-7.5,1,14.309231,72204,1046834.146750,0.00001385,0.00001367,-107.319230
5,10000000,18,-8.0,1078,15330.188492,72204,1046834.146750,0.01492992,0.01464433,-122641.507940
5,10000000,19,-8.5,1,15.695525,72204,1046834.146750,0.00001385,0.00001499,-133.411963
5,10000000,20,-9.0,2266,32985.759158,72204,1046834.146750,0.03138330,0.03151001,-296871.832420
5,10000000,21,-9.5,27,385.146357,72204,1046834.146750,0.00037394,0.00036792,-3658.890389
5,10000000,22,-10.0,64,946.305317,72204,1046834.146750,0.00088638,0.00090397,-9463.053174
5,10000000,24,-11.0,8985,132720.502401,72204,1046834.146750,0.12443909,0.12678274,-1459925.526411
5,10000000,25,-11.5,4,55.141030,72204,1046834.146750,0.00005540,0.00005267,-634.121846
5,10000000,26,-12.0,20,298.676457,72204,1046834.146750,0.00027699,0.00028531,-3584.117486
5,10000000,27,-12.5,62,907.753526,72204,1046834.146750,0.00085868,0.00086714,-11346.919080
5,10000000,28,-13.0,693,10234.524713,72204,1046834.146750,0.00959781,0.00977664,-133048.821268
5,10000000,30,-14.0,473,6805.534442,72204,1046834.146750,0.00655088,0.00650106,-95277.482190
5,10000000,32,-15.0,5146,77274.226529,72204,1046834.146750,0.07127029,0.07381707,-1159113.397928
5,10000000,33,-15.5,7,104.063418,72204,1046834.146750,0.00009695,0.00009941,-1612.982973
5,10000000,34,-16.0,1,15.407843,72204,1046834.146750,0.00001385,0.00001472,-246.525488
5,10000000,35,-16.5,3,39.516746,72204,1046834.146750,0.00004155,0.00003775,-652.026306
5,10000000,36,-17.0,2056,30664.682969,72204,1046834.146750,0.02847488,0.02929278,-521299.610480
5,10000000,39,-18.5,2,29.162329,72204,1046834.146750,0.00002770,0.00002786,-539.503084
5,10000000,40,-19.0,1638,24645.612330,72204,1046834.146750,0.02268572,0.02354300,-468266.634276
5,10000000,42,-20.0,192,2864.014660,72204,1046834.146750,0.00265913,0.00273588,-57280.293205
5,10000000,44,-21.0,43,650.381912,72204,1046834.146750,0.00059553,0.00062128,-13658.020155
5,10000000,45,-21.5,29,425.201986,72204,1046834.146750,0.00040164,0.00040618,-9141.842692
5,10000000,48,-23.0,2985,45282.922476,72204,1046834.146750,0.04134120,0.04325702,-1041507.216956
5,10000000,49,-23.5,1,13.969433,72204,1046834.146750,0.00001385,0.00001334,-328.281667
5,10000000,50,-24.0,45,660.481965,72204,1046834.146750,0.00062323,0.00063093,-15851.567162
5,10000000,52,-25.0,8,122.346353,72204,1046834.146750,0.00011080,0.00011687,-3058.658832
5,10000000,54,-26.0,157,2368.697713,72204,1046834.146750,0.00217439,0.00226272,-61586.140529
5,10000000,55,-26.5,1,14.544797,72204,1046834.146750,0.00001385,0.00001389,-385.437115
5,10000000,56,-27.0,295,4490.550372,72204,1046834.146750,0.00408565,0.00428965,-121244.860032
5,10000000,60,-29.0,528,8021.967887,72204,1046834.146750,0.00731261,0.00766307,-232637.068710
5,10000000,63,-30.5,10,151.596099,72204,1046834.146750,0.00013850,0.00014481,-4623.681019
5,10000000,64,-31.0,647,9936.454591,72204,1046834.146750,0.00896072,0.00949191,-308030.092306
5,10000000,65,-31.5,1,15.931091,72204,1046834.146750,0.00001385,0.00001522,-501.829371
5,10000000,66,-32.0,11,168.146441,72204,1046834.146750,0.00015235,0.00016062,-5380.686126
5,10000000,70,-34.0,22,333.598478,72204,1046834.146750,0.00030469,0.00031867,-11342.348248
5,10000000,72,-35.0,508,7813.632128,72204,1046834.146750,0.00703562,0.00746406,-273477.124474
5,10000000,75,-36.5,5,76.999921,72204,1046834.146750,0.00006925,0.00007356,-2810.497108
5,10000000,78,-38.0,1,15.679777,72204,1046834.146750,0.00001385,0.00001498,-595.831515
5,10000000,80,-39.0,238,3675.160165,72204,1046834.146750,0.00329622,0.00351074,-143331.246446
5,10000000,81,-39.5,5,78.015462,72204,1046834.146750,0.00006925,0.00007453,-3081.610768
5,10000000,84,-41.0,77,1188.936275,72204,1046834.146750,0.00106642,0.00113574,-48746.387256
5,10000000,88,-43.0,5,78.599893,72204,1046834.146750,0.00006925,0.00007508,-3379.795401
5,10000000,90,-44.0,33,511.503652,72204,1046834.146750,0.00045704,0.00048862,-22506.160699
5,10000000,96,-47.0,185,2884.695211,72204,1046834.146750,0.00256218,0.00275564,-135580.674931
5,10000000,98,-48.0,1,15.915343,72204,1046834.146750,0.00001385,0.00001520,-763.936454
5,10000000,100,-49.0,16,249.119410,72204,1046834.146750,0.00022159,0.00023797,-12206.851099
5,10000000,105,-51.5,1,15.664028,72204,1046834.146750,0.00001385,0.00001496,-806.697461
5,10000000,108,-53.0,16,251.189471,72204,1046834.146750,0.00022159,0.00023995,-13313.041957
5,10000000,112,-55.0,16,251.100072,72204,1046834.146750,0.00022159,0.00023987,-13810.503957
5,10000000,120,-59.0,28,442.448212,72204,1046834.146750,0.00038779,0.00042265,-26104.444489
5,10000000,126,-62.0,2,31.896452,72204,1046834.146750,0.00002770,0.00003047,-1977.580036
5,10000000,128,-63.0,8,126.834586,72204,1046834.146750,0.00011080,0.00012116,-7990.578892
5,10000000,144,-71.0,2,31.849446,72204,1046834.146750,0.00002770,0.00003042,-2261.310677
7,10000000,1,0.5,1,3.891820,41424,600733.312303,0.00002414,0.00000648,1.945910
7,10000000,2,0.0,86,757.993927,41424,600733.312303,0.00207609,0.00126178,0.000000
7,10000000,3,-0.5,86,1181.291308,41424,600733.312303,0.00207609,0.00196642,-590.645654
7,10000000,4,-1.0,3662,50274.548427,41424,600733.312303,0.08840286,0.08368863,-50274.548427
7,10000000,5,-1.5,7,83.809519,41424,600733.312303,0.00016898,0.00013951,-125.714279
7,10000000,6,-2.0,691,8958.543277,41424,600733.312303,0.01668115,0.01491268,-17917.086555
7,10000000,7,-2.5,3,32.082645,41424,600733.312303,0.00007242,0.00005341,-80.206613
7,10000000,8,-3.0,7975,113666.268051,41424,600733.312303,0.19252124,0.18921253,-340998.804153
7,10000000,9,-3.5,116,1643.348417,41424,600733.312303,0.00280031,0.00273557,-5751.719460
7,10000000,10,-4.0,197,2485.972391,41424,600733.312303,0.00475570,0.00413823,-9943.889562
7,10000000,11,-4.5,2,25.701235,41424,600733.312303,0.00004828,0.00004278,-115.655559
7,10000000,12,-5.0,4747,67914.905369,41424,600733.312303,0.11459540,0.11305334,-339574.526844
7,10000000,13,-5.5,1,12.209586,41424,600733.312303,0.00002414,0.00002032,-67.152726
7,10000000,14,-6.0,121,1623.263781,41424,600733.312303,0.00292101,0.00270214,-9739.582685
7,10000000,15,-6.5,49,693.406268,41424,600733.312303,0.00118289,0.00115427,-4507.140744
7,10000000,16,-7.0,7239,106217.247600,41424,600733.312303,0.17475377,0.17681265,-743520.733202
7,10000000,17,-7.5,1,14.982175,41424,600733.312303,0.00002414,0.00002494,-112.366314
7,10000000,18,-8.0,695,9845.913515,41424,600733.312303,0.01677771,0.01638982,-78767.308122
7,10000000,20,-9.0,1256,18262.535130,41424,600733.312303,0.03032059,0.03040040,-164362.816170
7,10000000,21,-9.5,20,284.438005,41424,600733.312303,0.00048281,0.00047348,-2702.161052
7,10000000,22,-10.0,27,391.932246,41424,600733.312303,0.00065180,0.00065242,-3919.322461
7,10000000,24,-11.0,5205,77009.226456,41424,600733.312303,0.12565180,0.12819204,-847101.491011
7,10000000,25,-11.5,3,38.885040,41424,600733.312303,0.00007242,0.00006473,-447.177959
7,10000000,26,-12.0,7,102.051147,41424,600733.312303,0.00016898,0.00016988,-1224.613759
7,10000000,27,-12.5,48,705.853975,41424,600733.312303,0.00115875,0.00117499,-8823.174692
7,10000000,28,-13.0,377,5568.536668,41424,600733.312303,0.00910100,0.00926957,-72390.976687
7,10000000,30,-14.0,370,5401.467131,41424,600733.312303,0.00893202,0.00899146,-75620.539836
7,10000000,32,-15.0,2838,42728.654941,41424,600733.312303,0.06851101,0.07112749,-640929.824108
7,10000000,33,-15.5,4,58.634958,41424,600733.312303,0.00009656,0.00009761,-908.841850
7,10000000,35,-16.5,3,40.189690,41424,600733.312303,0.00007242,0.00006690,-663.129890
7,10000000,36,-17.0,1271,19009.071032,41424,600733.312303,0.03068270,0.03164311,-323154.207541
7,10000000,39,-18.5,2,29.835273,41424,600733.312303,0.00004828,0.00004966,-551.952557
7,10000000,40,-19.0,867,13053.413736,41424,600733.312303,0.02092990,0.02172913,-248014.860975
7,10000000,42,-20.0,101,1496.587602,41424,600733.312303,0.00243820,0.00249127,-29931.752040
7,10000000,44,-21.0,21,317.774112,41424,600733.312303,0.00050695,0.00052898,-6673.256344
7,10000000,45,-21.5,24,356.436037,41424,600733.312303,0.00057937,0.00059333,-7663.374789
7,10000000,48,-23.0,1685,25619.846456,41424,600733.312303,0.04067690,0.04264762,-589256.468479
7,10000000,49,-23.5,1,14.642377,41424,600733.312303,0.00002414,0.00002437,-344.095862
7,10000000,50,-24.0,38,573.038457,41424,600733.312303,0.00091734,0.00095390,-13752.922975
7,10000000,52,-25.0,4,62.002302,41424,600733.312303,0.00009656,0.00010321,-1550.057553
7,10000000,54,-26.0,113,1711.746409,41424,600733.312303,0.00272789,0.00284943,-44505.406637
7,10000000,55,-26.5,1,15.217741,41424,600733.312303,0.00002414,0.00002533,-403.270143
7,10000000,56,-27.0,148,2257.056091,41424,600733.312303,0.00357281,0.00375717,-60940.514447
7,10000000,60,-29.0,302,4599.371209,41424,600733.312303,0.00729046,0.00765626,-133381.765075
7,10000000,63,-30.5,7,106.985409,41424,600733.312303,0.00016898,0.00017809,-3263.054976
7,10000000,64,-31.0,339,5218.009800,41424,600733.312303,0.00818366,0.00868607,-161758.303785
7,10000000,66,-32.0,5,76.628343,41424,600733.312303,0.00012070,0.00012756,-2452.106971
7,10000000,70,-34.0,13,199.831601,41424,600733.312303,0.00031383,0.00033265,-6794.274433
7,10000000,72,-35.0,307,4730.469282,41424,600733.312303,0.00741116,0.00787449,-165566.424858
7,10000000,75,-36.5,4,61.542083,41424,600733.312303,0.00009656,0.00010244,-2246.286045
7,10000000,80,-39.0,122,1889.487161,41424,600733.312303,0.00294515,0.00314530,-73689.999270
7,10000000,81,-39.5,3,46.167218,41424,600733.312303,0.00007242,0.00007685,-1823.605092
7,10000000,84,-41.0,36,553.916004,41424,600733.312303,0.00086906,0.00092207,-22710.556144
7,10000000,88,-43.0,2,31.657804,41424,600733.312303,0.00004828,0.00005270,-1361.285592
7,10000000,90,-44.0,25,386.855116,41424,600733.312303,0.00060351,0.00064397,-17021.625115
7,10000000,96,-47.0,100,1562.309877,41424,600733.312303,0.00241406,0.00260067,-73428.564236
7,10000000,100,-49.0,8,125.161938,41424,600733.312303,0.00019312,0.00020835,-6132.934974
7,10000000,105,-51.5,1,15.664028,41424,600733.312303,0.00002414,0.00002607,-806.697461
7,10000000,108,-53.0,14,220.886963,41424,600733.312303,0.00033797,0.00036770,-11707.009032
7,10000000,112,-55.0,6,94.275870,41424,600733.312303,0.00014484,0.00015693,-5185.172850
7,10000000,120,-59.0,13,205.857418,41424,600733.312303,0.00031383,0.00034268,-12145.587661
7,10000000,126,-62.0,2,31.896452,41424,600733.312303,0.00004828,0.00005310,-1977.580036
7,10000000,128,-63.0,2,31.886402,41424,600733.312303,0.00004828,0.00005308,-2008.843317
