prefix_fraction,lexicographic,bidder_key0,bidder_median,bidder_p05,bidder_p95,random_median,random_p05,random_p95
1.478888888888888753e-01,8.050678313022734756e+01,6.624042268245333709e+00,4.535001996643397426e+00,2.634920141568270147e+00,7.431839498897437224e+00,1.784607267197632963e+00,1.104881852191475833e+00,2.768765686608093191e+00
1.479999999999999927e-01,8.047131014688872597e+01,6.611492617702125152e+00,4.533594937852885920e+00,2.644597047080849972e+00,7.419039216007169202e+00,1.794547996233434084e+00,1.109786260828570903e+00,2.762659415254102413e+00
1.481111111111111101e-01,8.043587477760037530e+01,6.598952032752137598e+00,4.521698451695025156e+00,2.636433459190162143e+00,7.406248310844786076e+00,1.783500549392469381e+00,1.049117970230864838e+00,2.748689082004865281e+00
1.482222222222222274e-01,8.040047695227264057e+01,6.586420496481506959e+00,4.530786074012755016e+00,2.577408976131096985e+00,7.393466765915027494e+00,1.772460292842954921e+00,1.059281003415017075e+00,2.758325781169800095e+00
1.483333333333333448e-01,8.036511660099883159e+01,6.668260164153329228e+00,4.529384262443770126e+00,2.583950813609413366e+00,7.380694563766879490e+00,1.761427213172578776e+00,1.069437950854777108e+00,2.767957049271190684e+00
1.484444444444444344e-01,8.032979365405462602e+01,6.655717506566374730e+00,4.527984193443580274e+00,2.590489105114769597e+00,7.367931686993436813e+00,1.750401297002496470e+00,1.079588823899741090e+00,2.780203257664141780e+00
1.485555555555555518e-01,8.029450804189755786e+01,6.643183883408986468e+00,4.526585863773945562e+00,2.589689111647525799e+00,7.355178118231760820e+00,1.749860739005204557e+00,1.079255425853511419e+00,2.787203332786733601e+00
1.486666666666666692e-01,8.025925969516629266e+01,6.630659277870043056e+00,4.556614195692684000e+00,2.581557628801061988e+00,7.342433840162725822e+00,1.759795827302000903e+00,1.068447466576216254e+00,2.796818368390680210e+00
1.487777777777777866e-01,8.022404854468003066e+01,6.618143673180758135e+00,4.544737902152609088e+00,2.573431657728118882e+00,7.329698835510870758e+00,1.769725127796752506e+00,1.057646378150722821e+00,2.806428013310827030e+00
1.488888888888888762e-01,8.018887452143798100e+01,6.605637052614538263e+00,4.532869799971624758e+00,2.565311188182555657e+00,7.316973087044264190e+00,1.779648651259067016e+00,1.046852147799451682e+00,2.816032277580524212e+00
1.489999999999999936e-01,8.015373755661866539e+01,6.593139399486847019e+00,4.521009873933837575e+00,2.557196209943827014e+00,7.304256577574355980e+00,1.789566408432144096e+00,1.036064762776504500e+00,2.825631171208648595e+00
1.491111111111111109e-01,8.011863758157939230e+01,6.580650697155057571e+00,4.566699569647349577e+00,2.549086712816899691e+00,7.294687915089608232e+00,1.778554242474339686e+00,1.119442964380907846e+00,2.759374596780042488e+00
1.492222222222222283e-01,8.008357452785560326e+01,6.568170929018327442e+00,4.565297150503979218e+00,2.540982686632170751e+00,7.285126529630118419e+00,1.767549183127544943e+00,1.095566727411895203e+00,2.802977402829478493e+00
1.493333333333333457e-01,8.004854832716029023e+01,6.649801036582282165e+00,4.563896466144914399e+00,2.523474025438890767e+00,7.275572407713490009e+00,1.756551217210415405e+00,1.090002764251105649e+00,2.807345248934501214e+00
1.494444444444444353e-01,8.001355891138344134e+01,6.731382356490000163e+00,4.557271284828630975e+00,2.512248058047161337e+00,7.266025535891338372e+00,1.745560331574271151e+00,1.076603078755386411e+00,2.863973238630836082e+00
1.495555555555555527e-01,7.997860621259141567e+01,6.718871674248274140e+00,4.561100288972584238e+00,2.502596836675679892e+00,7.336422709937344244e+00,1.745025769206004496e+00,1.076273378612088605e+00,2.863096172230214176e+00
1.496666666666666701e-01,7.994369016302637476e+01,6.706369931355408376e+00,4.559704789776690248e+00,2.494518909046217647e+00,7.406778192877805367e+00,1.754937925962161804e+00,1.065498026477028182e+00,2.851774129688515291e+00
1.497777777777777874e-01,7.990881069510565737e+01,6.693877111286295367e+00,4.511318115562682252e+00,2.486446396563599226e+00,7.397204136941725849e+00,1.738737190373117247e+00,1.054729466832942553e+00,2.809130956218429009e+00
1.498888888888888771e-01,7.987396774142122524e+01,6.775350289397774617e+00,4.509940408351061691e+00,2.478379289218847426e+00,7.387637337892656753e+00,1.774745068101111656e+00,1.098775990692011817e+00,2.813492916783821407e+00
1.499999999999999944e-01,7.983916123473909465e+01,6.762846598707311863e+00,4.508564399138207612e+00,2.470317577027809630e+00,7.378077782339711455e+00,1.690711649676827966e+00,1.033212674802506115e+00,2.817852749461379869e+00
1.501111111111111118e-01,7.980439110799876801e+01,6.750351816822486306e+00,4.517623395184137358e+00,2.448176281016068767e+00,7.448340281344005831e+00,1.700629592182481442e+00,1.043331038148761714e+00,2.811777147810912147e+00
1.502222222222222292e-01,7.976965729431256591e+01,6.737865927317720605e+00,4.526677728259889122e+00,2.519920136284770518e+00,7.518561383447332602e+00,1.736617146901548114e+00,1.053443434456792893e+00,2.805705780879979905e+00
1.503333333333333466e-01,7.973495972696515821e+01,6.725388913808360236e+00,4.535727406987031252e+00,2.511854557110751340e+00,7.588741165069337491e+00,1.751729205457062788e+00,1.063549874741785306e+00,2.783998201529973571e+00
1.504444444444444362e-01,7.970029833941296715e+01,6.712920759950558036e+00,4.544772439966523692e+00,2.503794357981559582e+00,7.579137708944174712e+00,1.740772929987179918e+00,1.073650369992090514e+00,2.772728139979578899e+00
1.505555555555555536e-01,7.966567306528358472e+01,6.700461449441118766e+00,4.553812835778798807e+00,2.495739528990899458e+00,7.569541519244209482e+00,1.740244264473819413e+00,1.073324306831159980e+00,2.771886073952311680e+00
1.506666666666666710e-01,7.963108383837519000e+01,6.688010966017382763e+00,4.562848602983820001e+00,2.497065776564434625e+00,7.559952582614973160e+00,1.750133710733519532e+00,1.046954987670945636e+00,2.781462504558629867e+00
1.507777777777777883e-01,7.959653059265598074e+01,6.675569293457083830e+00,4.571879750121152775e+00,2.573374683952021069e+00,7.550370885735389059e+00,1.760017489226593845e+00,1.010187552988044857e+00,2.801447956224579094e+00
1.508888888888888780e-01,7.956201326226370441e+01,6.663136415578222227e+00,4.580906285710026893e+00,2.644952822465074238e+00,7.620441717785121583e+00,1.769895610387964835e+00,1.041115064934097445e+00,2.821421825971403674e+00
1.509999999999999953e-01,7.952753178150494762e+01,6.650712316238928778e+00,4.496256213795332357e+00,2.636866925382054472e+00,7.610850361893137794e+00,1.779768084627318947e+00,1.030392048994763554e+00,2.810160133622082501e+00
1.511111111111111127e-01,7.949308608485468142e+01,6.638296979337341419e+00,4.505301868421738298e+00,2.628786413525986188e+00,7.680863370136086665e+00,1.768825213930012241e+00,1.040485419958831148e+00,2.798905779689254913e+00
1.512222222222222301e-01,7.945867610695573546e+01,6.625890388811470189e+00,4.514342902267151736e+00,2.620711277018917151e+00,7.671262420327247256e+00,1.757889286827534425e+00,1.050572887393966814e+00,2.787658750708751576e+00
1.513333333333333197e-01,7.942430178261808749e+01,6.613492528639056012e+00,4.523379323833313315e+00,2.598603432243554057e+00,7.661668702989392621e+00,1.746960290583902786e+00,1.060654462140223853e+00,2.776419033249415858e+00
1.514444444444444371e-01,7.938996304681847960e+01,6.601103382837467670e+00,4.532411141601786042e+00,2.578068722745972430e+00,7.652082204892374229e+00,1.736038212494264377e+00,1.070730155011430096e+00,2.765186613913019009e+00
1.515555555555555545e-01,7.935565983469980722e+01,6.588722935463551700e+00,4.536242210299432642e+00,2.568458791009175179e+00,7.642502912838950557e+00,1.735515347353962623e+00,1.070407669326098654e+00,2.753961479334135376e+00
1.516666666666666718e-01,7.932139208157055066e+01,6.576351170613511599e+00,4.534877229024956158e+00,2.560413500786256069e+00,7.632930813664684067e+00,1.745382301205480546e+00,1.083072052980186717e+00,2.742743616180043364e+00
1.517777777777777892e-01,7.928715972290424929e+01,6.563988072422778153e+00,4.533513913943896689e+00,2.552373526578952667e+00,7.702819230873974021e+00,1.755243645948495468e+00,1.038605707661832245e+00,2.731533011150618417e+00
1.518888888888888788e-01,7.925296269433897578e+01,6.551633625065885091e+00,4.532152262030520795e+00,2.544338858672575476e+00,7.772667086726338326e+00,1.765099391856101763e+00,1.017527884717046804e+00,2.720329650978228209e+00
1.519999999999999962e-01,7.921880093167676762e+01,6.539287812756336749e+00,4.530792270266890576e+00,2.615715125102534788e+00,7.763068817715018888e+00,1.774949549176719987e+00,1.027602370575995794e+00,2.709133522427625174e+00
1.521111111111111136e-01,7.918467437088310135e+01,6.526950619746490823e+00,4.539810645690127267e+00,2.607667234884408547e+00,7.832859579198149902e+00,1.764040708039591898e+00,1.032482649705526168e+00,2.697944612295846589e+00
1.522222222222222310e-01,7.915058294808636674e+01,6.514622030327425151e+00,4.548824459074161553e+00,2.599624650955498772e+00,7.823251917470421368e+00,1.753138731091298919e+00,1.037360195912008898e+00,2.686762907412107992e+00
1.523333333333333206e-01,7.911652659957729838e+01,6.502302028828807146e+00,4.557833718772343445e+00,2.591587363643252484e+00,7.813651457130880829e+00,1.742243605810590790e+00,1.057790760670713093e+00,2.675588394637692158e+00
1.524444444444444380e-01,7.908250526180847828e+01,6.489990599618788103e+00,4.566838433118330265e+00,2.583555363298725815e+00,7.804058185084729260e+00,1.731355319706610718e+00,1.047107109523158108e+00,2.757727634981786302e+00
1.525555555555555554e-01,7.904851887139383848e+01,6.477687727103862869e+00,4.575838610426166575e+00,2.575528640296496086e+00,7.794472088269532861e+00,1.730838160682150573e+00,1.046794336699984784e+00,2.746539596292038699e+00
1.526666666666666727e-01,7.901456736510805001e+01,6.465393395728747272e+00,4.538208825848061956e+00,2.567507185034589412e+00,7.784893153655115583e+00,1.740682837311584796e+00,9.946759070351909315e-01,2.735358744346778170e+00
1.527777777777777901e-01,7.898065067988603971e+01,6.453107589976263547e+00,4.547213855537044935e+00,2.559490987934406103e+00,7.775321368243466758e+00,1.750521962609932647e+00,1.035811812195227111e+00,2.724185066073447015e+00
1.528888888888888797e-01,7.894676875282247863e+01,6.534025588015606623e+00,4.556214356144003830e+00,2.551480039440642500e+00,7.765756719068624747e+00,1.770710579319601852e+00,1.035503262760001375e+00,2.713018548431203047e+00
1.529999999999999971e-01,7.891292152117127046e+01,6.614896609212704170e+00,4.565210335935527830e+00,2.543474330021223029e+00,7.756199193196583686e+00,1.770183599648470052e+00,1.024843136638587948e+00,2.701859178410822793e+00
1.531111111111111145e-01,7.887910892234498306e+01,6.602580883292587188e+00,4.574201803158814528e+00,2.532369188309868679e+00,7.746648777725179791e+00,1.759308385830312904e+00,1.029712849353624726e+00,2.783846798755024832e+00
1.532222222222222319e-01,7.884533089391437954e+01,6.590273688416673714e+00,4.583188766041733864e+00,2.521271111251404129e+00,7.737105459783998995e+00,1.748439958151363882e+00,1.034579856894295879e+00,2.772674016476718073e+00
1.533333333333333215e-01,7.881158737360787825e+01,6.577975009135776929e+00,4.592171232792897406e+00,2.510180086033417801e+00,7.727569226534266811e+00,1.737578304300017917e+00,1.054958256182150889e+00,2.761508376476812909e+00
1.534444444444444389e-01,7.877787829931102692e+01,6.565684830038392761e+00,4.601149211601705424e+00,2.499096099874456467e+00,7.718040065168749742e+00,1.726723411994349977e+00,1.064985098415674569e+00,2.750349865811358985e+00
1.535555555555555562e-01,7.874420360906604799e+01,6.553403135750575537e+00,4.610122710638415278e+00,2.488019140023917775e+00,7.708517962911655808e+00,1.726211866987926058e+00,1.072422043113756551e+00,2.739198471567670268e+00
1.536666666666666736e-01,7.871056324107129853e+01,6.541129910935818970e+00,4.619091738054202700e+00,2.476949193761952994e+00,7.699002907018531516e+00,1.736034478731780295e+00,1.077271395284453037e+00,2.728054180864228240e+00
1.537777777777777910e-01,7.867695713368068766e+01,6.528865140294932701e+00,4.628056301981216869e+00,2.465886248399367986e+00,7.689494884776157946e+00,1.745851596059878386e+00,1.095031178593769638e+00,2.716916980850581531e+00
1.538888888888888806e-01,7.864338522540334964e+01,6.516608808565925059e+00,4.600870402878160625e+00,2.454830291277528609e+00,7.679993883502453933e+00,1.755663228932182296e+00,1.105035091151432169e+00,2.705786858707246445e+00
1.539999999999999980e-01,7.860984745490297598e+01,6.504360900523887601e+00,4.599512351084749540e+00,2.443781309768260357e+00,7.670499890546382815e+00,1.765469387285055092e+00,1.115033297232666420e+00,2.717893662004624566e+00
1.541111111111111154e-01,7.857634376099737494e+01,6.492121400980867207e+00,4.598155936624763740e+00,2.435835692577877243e+00,7.661012893287835190e+00,1.754627405670504459e+00,1.104383131804376195e+00,2.776439836031563413e+00
1.542222222222222328e-01,7.854287408265798831e+01,6.479890294785763061e+00,4.596801156571745928e+00,2.427895201215112486e+00,7.651532879137548981e+00,1.743792133469418415e+00,1.093739444661292914e+00,2.726609889167415091e+00
1.543333333333333224e-01,7.850943835900933720e+01,6.467667566824183645e+00,4.595448008006655982e+00,2.419959826438522921e+00,7.642059835536993972e+00,1.732963558574902141e+00,1.083102224109314449e+00,2.730964893647052083e+00
1.544444444444444398e-01,7.847603652932862417e+01,6.455453202018361480e+00,4.547691472987374084e+00,2.412029559028905812e+00,7.632593749958289209e+00,1.722141668909052736e+00,1.134344811856260460e+00,2.735317830407938189e+00
1.545555555555555571e-01,7.844266853304515053e+01,6.443247185327011017e+00,4.546355213966737807e+00,2.404104389789214924e+00,7.623134609904091974e+00,1.721635647919375733e+00,1.154629895610601364e+00,2.731936806578653343e+00
1.546666666666666745e-01,7.840933430973989005e+01,6.431049501745228270e+00,4.591398322159452761e+00,2.396184309544496571e+00,7.613682402907509861e+00,1.731436404316021749e+00,1.143984767137373071e+00,2.720828635353750968e+00
1.547777777777777641e-01,7.837603379914493473e+01,6.418860136304364694e+00,4.590051670503362047e+00,2.388269309141816787e+00,7.604237116532000407e+00,1.741231722368278056e+00,1.123042945196109033e+00,2.709727473271345666e+00
1.548888888888888815e-01,7.834276694114308270e+01,6.406679074071917057e+00,4.588706635850543947e+00,2.459155351985000237e+00,7.594798738371266289e+00,1.751021611884607143e+00,1.122713857031895524e+00,2.698633307728042219e+00
1.549999999999999989e-01,7.830953367576726976e+01,6.394506300151411082e+00,4.587363215326012877e+00,2.451227415058040648e+00,7.585367256049172724e+00,1.760806082650388404e+00,1.112088052200245425e+00,2.687546126150592851e+00
1.551111111111111163e-01,7.827633394320018567e+01,6.382341799682287764e+00,4.586021406062030792e+00,2.429407523750032105e+00,7.575942657219644438e+00,1.749996945074175470e+00,1.101468665429039762e+00,2.715068789784199410e+00
1.552222222222222336e-01,7.824316768377367737e+01,6.370185557839788792e+00,4.630991116361718340e+00,2.415319144466880896e+00,7.566524929566565305e+00,1.739194441478069786e+00,1.090855685187429147e+00,2.758012487077647901e+00
1.553333333333333233e-01,7.821003483796836520e+01,6.358037559834840202e+00,4.583342609880939555e+00,2.404325853937545165e+00,7.557114060803692190e+00,1.728398559955103497e+00,1.126545489970735003e+00,2.746919139928645670e+00
1.554444444444444406e-01,7.817693534641311714e+01,6.345897790913946679e+00,4.535722732241572075e+00,2.393339409960576702e+00,7.547710038674552813e+00,1.717609288626628317e+00,1.151929582791508810e+00,2.735832759129838365e+00
1.555555555555555580e-01,7.814386914988460831e+01,6.333766236359068991e+00,4.534400828302514341e+00,2.383902113473782780e+00,7.545510312584579715e+00,1.717108703688252636e+00,1.151593861156195331e+00,2.724753332199924660e+00
1.556666666666666754e-01,7.811083618930679506e+01,6.321642881487522736e+00,4.533080505261783522e+00,2.376012604968847253e+00,7.607557555429130147e+00,1.726887811528297734e+00,1.125560805728266445e+00,2.713680846687327453e+00
1.557777777777777650e-01,7.807783640575050299e+01,6.309527711651857551e+00,4.531761760323239407e+00,2.368128112622428283e+00,7.676763317572508072e+00,1.736661536268995887e+00,1.120095310374678466e+00,2.702615290170095719e+00
1.558888888888888824e-01,7.804486974043290104e+01,6.297420712239748752e+00,4.530444590697763729e+00,2.360248627466692284e+00,7.745930207224746233e+00,1.746429887570566164e+00,1.119769751442304617e+00,2.709534604980805561e+00
1.559999999999999998e-01,7.801193613471710364e+01,6.285321868673889867e+00,4.529128993603244169e+00,2.430940663913577993e+00,7.815058294064371580e+00,1.756192875070645698e+00,1.109174447413039388e+00,2.772936118532598471e+00
1.561111111111111172e-01,7.797903553011158806e+01,6.273231166411873616e+00,4.574017159797856280e+00,2.501592100975864152e+00,7.805603918600042768e+00,1.745416200147329677e+00,1.098585490680966226e+00,2.761864457880186308e+00
1.562222222222222345e-01,7.794616786826988175e+01,6.261148590946095105e+00,4.547030861949373559e+00,2.493682049459597039e+00,7.796156413529680584e+00,1.734646085032607976e+00,1.088002869902110037e+00,2.750799708809104960e+00
1.563333333333333242e-01,7.791333309098995130e+01,6.249074127803621259e+00,4.571367034378509331e+00,2.485777023744544234e+00,7.786715766640027070e+00,1.723882518014793197e+00,1.077426573759246331e+00,2.739741858987795542e+00
1.564444444444444415e-01,7.788053114021384715e+01,6.329331890610109923e+00,4.570044339168238601e+00,2.464028395663774074e+00,7.777281965747250503e+00,1.713125487409868697e+00,1.066856590961835050e+00,2.728690896113921571e+00
1.565555555555555589e-01,7.784776195802722043e+01,6.317246919529017291e+00,4.563595583101319519e+00,2.456137398096104096e+00,7.846307821642289682e+00,1.712630252534651065e+00,1.063984363475868777e+00,2.748412620834052245e+00
1.566666666666666763e-01,7.781502548665882557e+01,6.305170049314253511e+00,4.567403669869104732e+00,2.526681558786175508e+00,7.901454564238201250e+00,1.722387915910233991e+00,1.076492447443895939e+00,2.752744972749392893e+00
1.567777777777777659e-01,7.778232166848009399e+01,6.385345420933338900e+00,4.566085690250083928e+00,2.518777908819210598e+00,7.956570867207942932e+00,1.773137653003961089e+00,1.086431163112252740e+00,2.757075310162227400e+00
1.568888888888888833e-01,7.774965044600470776e+01,6.373258115104762034e+00,4.600631661868227695e+00,2.510879262228974174e+00,8.025489419060775731e+00,1.762380057553085466e+00,1.096364338128953841e+00,2.776773230214454546e+00
1.570000000000000007e-01,7.771701176188808802e+01,6.361178898659879621e+00,4.609549926565129851e+00,2.502985610124865978e+00,8.016007322296758275e+00,1.751628972094749326e+00,1.106291982375631200e+00,2.765729955939078000e+00
1.571111111111111180e-01,7.768440555892699706e+01,6.349107757254776274e+00,4.608223372201047496e+00,2.495096943637300502e+00,8.006532096789749531e+00,1.740884385053728778e+00,1.095733112945582066e+00,2.775174519703297538e+00
1.572222222222222354e-01,7.765183178005904097e+01,6.337044676579639102e+00,4.606898391697635375e+00,2.487213253917647027e+00,7.997063730388015657e+00,1.750621388845101656e+00,1.085180510044333912e+00,2.784614138981679865e+00
1.573333333333333250e-01,7.761929036836227169e+01,6.417101142004635328e+00,4.636278815515307627e+00,2.479334532138155467e+00,7.973785486022022972e+00,1.780822326489322371e+00,1.074634162536662885e+00,2.794048822595317283e+00
1.574444444444444424e-01,7.758678126705471811e+01,6.405027703175031561e+00,4.645179835848981753e+00,2.471460769491899523e+00,7.950522007591302120e+00,1.790542888267778521e+00,1.064094059313424934e+00,2.803478579344979682e+00
1.575555555555555598e-01,7.755430441949394549e+01,6.392962313661794127e+00,4.654076564345784206e+00,2.463591957192709181e+00,7.939547756582850724e+00,1.790029447825303155e+00,1.061231744067856919e+00,2.802674678309331036e+00
1.576666666666666772e-01,7.752185976917660071e+01,6.472937242301648020e+00,4.662969008672275706e+00,2.455728086475104099e+00,7.927047314742866391e+00,1.779290805940737963e+00,1.066040612180010116e+00,2.791645919665640019e+00
1.577777777777777668e-01,7.748944725973800018e+01,6.460861565719580923e+00,4.671857176477607787e+00,2.526074197609665450e+00,7.928356309009206626e+00,1.768558624793493239e+00,1.070846912989123378e+00,2.780623964993237607e+00
1.578888888888888842e-01,7.745706683495168932e+01,6.448793927016033933e+00,4.680741075393570760e+00,2.518197818727021975e+00,7.915868995515478623e+00,1.757832892942564174e+00,1.075650651059330221e+00,2.769608802252528257e+00
1.580000000000000016e-01,7.742471843872897352e+01,6.436734312008346670e+00,4.643644039377449850e+00,2.510326381683255281e+00,7.903390201673102133e+00,1.747113598973694115e+00,1.080451830944258118e+00,2.758600419432148509e+00
1.581111111111111189e-01,7.739240201511846351e+01,6.516609804097344139e+00,4.652532548223105024e+00,2.502459877748980155e+00,7.890919912469280817e+00,1.736400731499292194e+00,1.092911048649554351e+00,2.752705865523878526e+00
1.582222222222222086e-01,7.736011750830577682e+01,6.504539975289175047e+00,4.615466356092158051e+00,2.494598298215299881e+00,7.878458112926782775e+00,1.725694279158354050e+00,1.082388127756128027e+00,2.736603945647566150e+00
1.583333333333333259e-01,7.732786486261294101e+01,6.492478158761959328e+00,4.624359443269128178e+00,2.486741634393732081e+00,7.866004788103812650e+00,1.714994230616367910e+00,1.071871394135230471e+00,2.725615830801011885e+00
1.584444444444444433e-01,7.729564402249803834e+01,6.480424340412762163e+00,4.633248268578570972e+00,2.478889877616158088e+00,7.867337203187711125e+00,1.704300574565247306e+00,1.061360836855004930e+00,2.735045233434047596e+00
1.585555555555555607e-01,7.726345493255480790e+01,6.468378506171894138e+00,4.637031594724172479e+00,2.478184762064909119e+00,7.854896864198326334e+00,1.703815789480607856e+00,1.058508312327024470e+00,2.734267254974868777e+00
1.586666666666666781e-01,7.723129753751217663e+01,6.456340642002801111e+00,4.635713778499640725e+00,2.484620190192546207e+00,7.842464959930413038e+00,1.744129936465211417e+00,1.063307285827475024e+00,2.738589987958533367e+00
1.587777777777777677e-01,7.719917178223379040e+01,6.536080981694870395e+00,4.614004125143413404e+00,2.491052392867482812e+00,7.830041475574865295e+00,1.743634708065246119e+00,1.080849585116467670e+00,2.742910739588018565e+00
1.588888888888888851e-01,7.716707761171772972e+01,6.615777195509221720e+00,4.633082797163237565e+00,2.497481375808565662e+00,7.817626396357504781e+00,1.743140062299040061e+00,1.090736764128638736e+00,2.747229513389422451e+00
1.590000000000000024e-01,7.713501497109594141e+01,6.603711150914278960e+00,4.631769626682931573e+00,2.517664876286068942e+00,7.805219707538957330e+00,1.742645998157934528e+00,1.100618525152379679e+00,2.751546312880949419e+00
1.591111111111111198e-01,7.710298380563391163e+01,6.591653081692010474e+00,4.594799907021788421e+00,2.524083540941569836e+00,7.792821394414555236e+00,1.731964488234376542e+00,1.090118824947519327e+00,2.745673115171556322e+00
1.592222222222222094e-01,7.707098406073018282e+01,6.579602973864372650e+00,4.603685052920579501e+00,2.522860149576166222e+00,7.780431442314229784e+00,1.721289322884024697e+00,1.079625255773412729e+00,2.739803715123090733e+00
1.593333333333333268e-01,7.703901568191596994e+01,6.567560813486097437e+00,4.612565966680930885e+00,2.532329262502311273e+00,7.768049836602389568e+00,1.771714079917177553e+00,1.069137806846575334e+00,2.733938106079096375e+00
1.594444444444444442e-01,7.700707861485479100e+01,6.555526586644613296e+00,4.626532350357106083e+00,2.541793460691240014e+00,7.755676562677838781e+00,1.781393094196903837e+00,1.056111620131022999e+00,2.728076281398689851e+00
1.595555555555555616e-01,7.697517280534195550e+01,6.543500279459927071e+00,4.671021194824426459e+00,2.551252752815867275e+00,7.743311605973648426e+00,1.740184366699295992e+00,1.058357743489629188e+00,2.727306492838662333e+00
1.596666666666666790e-01,7.694329819930426595e+01,6.531481878084535175e+00,4.669704333396886398e+00,2.560707147529403205e+00,7.744689376467056796e+00,1.709172827909970716e+00,1.068233017443731336e+00,2.731624430320400698e+00
1.597777777777777686e-01,7.691145474279943528e+01,6.519471368703311676e+00,4.668389014406894688e+00,2.556426097540681397e+00,7.732337142054119816e+00,1.739203750465313725e+00,1.078102909645164642e+00,2.735940402778768377e+00
1.598888888888888860e-01,7.687964238201591627e+01,6.507468737533419478e+00,4.667075235199749095e+00,2.565874587369622262e+00,7.719993185894137078e+00,1.748882223212106846e+00,1.016791990239596988e+00,2.755506293549307539e+00
1.600000000000000033e-01,7.684786106327227628e+01,6.586959519709052024e+00,4.665762993127245295e+00,2.575318201108469651e+00,7.707657493548436989e+00,1.738225428812111062e+00,1.006341037733327504e+00,2.744566466545438566e+00
1.601111111111111207e-01,7.681611073301692727e+01,6.574946903593326120e+00,4.664452285547660892e+00,2.571037970029538933e+00,7.695330050612124495e+00,1.747899331403481193e+00,1.069572119943118294e+00,2.733633256671722744e+00
1.602222222222222103e-01,7.678439133782769943e+01,6.562942154569555875e+00,4.663143109825735877e+00,2.580475707833847387e+00,7.760729894544398988e+00,1.757568100217541174e+00,1.026094671225268762e+00,2.722706652360126434e+00
1.603333333333333277e-01,7.675270282441128700e+01,6.642353797428211415e+00,4.661835463332641538e+00,2.589908590740355177e+00,7.748397113238500999e+00,1.767231744269888827e+00,1.035963436296140960e+00,2.711786642069316411e+00
1.604444444444444451e-01,7.672104513960312033e+01,6.630339131307683154e+00,4.706220807597413014e+00,2.521661138223984633e+00,7.736072563772314226e+00,1.776890272555655903e+00,1.045826846132756893e+00,2.700873214284600810e+00
1.605555555555555625e-01,7.668941823036678329e+01,6.618332321138206353e+00,4.750582095540920591e+00,2.531106080177623951e+00,7.802932600090393578e+00,1.776392877606114640e+00,1.055684910120203268e+00,2.692504061628695489e+00
1.606666666666666798e-01,7.665782204379358689e+01,6.606333353257827667e+00,4.749253470544797295e+00,2.540546167416430912e+00,7.793646720894022550e+00,1.765748085202553552e+00,1.065537637622229195e+00,2.679066060307321973e+00
1.607777777777777695e-01,7.662625652710232771e+01,6.594342214036345240e+00,4.747926394106167791e+00,2.549981408458515286e+00,7.784367355123208654e+00,1.755109543120443094e+00,1.062703610646626107e+00,2.668172311217783310e+00
1.608888888888888868e-01,7.659472162763874792e+01,6.582358889875204788e+00,4.746600863577189244e+00,2.559411811802785763e+00,7.778137184353301592e+00,1.744477240459992862e+00,1.014230953755810072e+00,2.680105295299727519e+00
1.610000000000000042e-01,7.656321729287520839e+01,6.570383367207407233e+00,4.745276876316460779e+00,2.568837385929007233e+00,7.765828118740974340e+00,1.733851166346399131e+00,1.003808569990020549e+00,2.669218242928009133e+00
1.611111111111111216e-01,7.653174347041030501e+01,6.649645525376047139e+00,4.789569376128326894e+00,2.578258139297862517e+00,7.756568225636813807e+00,1.743504619458354332e+00,1.013665476429275847e+00,2.726760131594751169e+00
1.612222222222222112e-01,7.650030010796844238e+01,6.637660163030777660e+00,4.742633521066263569e+00,2.587674080351003436e+00,7.747314800972560533e+00,1.753152989624920499e+00,1.023517063307033625e+00,2.715867059072136325e+00
1.613333333333333286e-01,7.646888715339946430e+01,6.625682591192799897e+00,4.741314147826039438e+00,2.505906099283696786e+00,7.738067833567368048e+00,1.762796285730192425e+00,1.063756379319946488e+00,2.704980507413575541e+00
1.614444444444444460e-01,7.643750455467824167e+01,6.613712796370068148e+00,4.694419419781816316e+00,2.515337784040589941e+00,7.728827312266457916e+00,1.772434516638224711e+00,1.050800463435520582e+00,2.694100465290105273e+00
1.615555555555555634e-01,7.640615225990435988e+01,6.601750765101729534e+00,4.693115766295477442e+00,2.524764652267047715e+00,7.797052418200283164e+00,1.771942306584054050e+00,1.042914614732329381e+00,2.774355382880175469e+00
1.616666666666666530e-01,7.637483021730162136e+01,6.589796483958033413e+00,4.691813625675188781e+00,2.534186712379251638e+00,7.787803264106161194e+00,1.761328092486479591e+00,1.032502674905867668e+00,2.763463041659820707e+00
1.617777777777777704e-01,7.634353837521778985e+01,6.577849939540239887e+00,4.644974034229184312e+00,2.543603972774520994e+00,7.778560547734774566e+00,1.750720060831479685e+00,1.022096682913176346e+00,2.752577205469147081e+00
1.618888888888888877e-01,7.631227668212409299e+01,6.565911118480516784e+00,4.643687524472352557e+00,2.553016441831368333e+00,7.769324257992466620e+00,1.740118200891600964e+00,1.064810701417679972e+00,2.741697863032696691e+00
1.620000000000000051e-01,7.628104508661489547e+01,6.553980007441851718e+00,4.642402505271311597e+00,2.562424127909557647e+00,7.760094383811356522e+00,1.729522501963822068e+00,1.069573126214468983e+00,2.730825003100771919e+00
1.621111111111111225e-01,7.624984353740730114e+01,6.542056593117957952e+00,4.641118974097593330e+00,2.571827039350158994e+00,7.750870914149257551e+00,1.739155693997355590e+00,1.081916623591377746e+00,2.719958614449351941e+00
