prefix_fraction,lexicographic,bidder_key0,bidder_median,bidder_p05,bidder_p95,random_median,random_p05,random_p95
4.901111111111111085e-01,3.420917749312735623e+01,4.435489345916489690e+00,5.408315160441031111e+00,2.644148018481644158e+00,1.011328843888673745e+01,1.818923362022895507e+00,1.052962806908747773e+00,2.838340451189417468e+00
4.902222222222222259e-01,3.420157335747768457e+01,4.442924525077741826e+00,5.415746086357348332e+00,2.651591029480120820e+00,1.007410772347326144e+01,1.826369980946385363e+00,1.021276275059813887e+00,2.842055327493103078e+00
4.903333333333333433e-01,3.419397097819508957e+01,4.450359859163388165e+00,5.423177215312168897e+00,2.659034106806667186e+00,1.007928235439668008e+01,1.833816625383907883e+00,1.045499112642656048e+00,2.845770311952468212e+00
4.904444444444444606e-01,3.418637035410778680e+01,4.457795349270920582e+00,5.397063265672485954e+00,2.656413666743631996e+00,1.008445743895268087e+01,1.841263296437987140e+00,1.041767391405706400e+00,2.849485405115066428e+00
4.905555555555555780e-01,3.417877148404474497e+01,4.465230996497884242e+00,5.404494945677740247e+00,2.663856922535089655e+00,1.003260623812467145e+01,1.848709995211143653e+00,1.036172134412698842e+00,2.847609750688134600e+00
4.906666666666666399e-01,3.417117436683579967e+01,4.472666801941855397e+00,5.378381829335081576e+00,2.661236747155403037e+00,1.003778247025801384e+01,1.856156722805868631e+00,1.028713364446629974e+00,2.840143419233082334e+00
4.907777777777777573e-01,3.416357900131153968e+01,4.480102766700465367e+00,5.352269195492402432e+00,2.668680183824902574e+00,1.004295915546955342e+01,1.826331410718160297e+00,1.021254707217910118e+00,2.832677290093472688e+00
4.908888888888888746e-01,3.415598538630339220e+01,4.487538891871373004e+00,5.326157040269262843e+00,2.676123691331930843e+00,1.000154639738176776e+01,1.818869584080758939e+00,1.013796161618784497e+00,2.825211362158226880e+00
4.909999999999999920e-01,3.414839352064359446e+01,4.494975178552300221e+00,5.333589950670266866e+00,2.683567270777492908e+00,9.996288083646160061e+00,1.811407907774807535e+00,1.006337726541559840e+00,2.817745634316367376e+00
4.911111111111111094e-01,3.414080340316517237e+01,4.502411627840994690e+00,5.341023065145815707e+00,2.691010923262580956e+00,1.000146635939447748e+01,1.818855028465566459e+00,1.013788048652938034e+00,2.810280105457047650e+00
4.912222222222222268e-01,3.413321503270198320e+01,4.509848240835265365e+00,5.348456384792236840e+00,2.698454649888207157e+00,1.000664508842522871e+01,1.826302180172956868e+00,1.021238361974264208e+00,2.802814774469525982e+00
4.913333333333333441e-01,3.412562840808865161e+01,4.517285018632965610e+00,5.355889910705917245e+00,2.638810060389553680e+00,1.001182427149494458e+01,1.833749363999519932e+00,1.045460765450947127e+00,2.795349640243173894e+00
4.914444444444444615e-01,3.411804352816064068e+01,4.524721962331985203e+00,5.363323643983300748e+00,2.646254195433037637e+00,1.001700390936033713e+01,1.841196581047774616e+00,1.041729644540191346e+00,2.787884701667488141e+00
4.915555555555555789e-01,3.411046039175420219e+01,4.532159073030277874e+00,5.337213645213288338e+00,2.653698404603254346e+00,1.002218400277830490e+01,1.841189623418551635e+00,1.021226633232152015e+00,2.780419957632063177e+00
4.916666666666666408e-01,3.410287899770639086e+01,4.472508721010671096e+00,5.344647921607752927e+00,2.604118202808462179e+00,1.002736455250592940e+01,1.833728575614378853e+00,1.017495734029929544e+00,2.772955407026620467e+00
4.917777777777777581e-01,3.409529934485505009e+01,4.479946415884977107e+00,5.318538715031499109e+00,2.611562773386524761e+00,1.003254555930048220e+01,1.826267673696871485e+00,1.021219066516209972e+00,2.782262894723906754e+00
4.918888888888888755e-01,3.408772143203885463e+01,4.487384277736143012e+00,5.325973532296469415e+00,2.619007418575736601e+00,1.003772702391942140e+01,1.818806916557509368e+00,1.013761232179596350e+00,2.813932831969093051e+00
4.919999999999999929e-01,3.408014525809724660e+01,4.494822307662432515e+00,5.333408559091990853e+00,2.626452139477376324e+00,1.004290894712038806e+01,1.811346303087845833e+00,1.006303501715469784e+00,2.817649804803315838e+00
4.921111111111111103e-01,3.407257082187048525e+01,4.502260506762144843e+00,5.340843796515027719e+00,2.633896937192720777e+00,1.003541940439383851e+01,1.818793979552918216e+00,1.013754021390150362e+00,2.810185779882997004e+00
4.922222222222222276e-01,3.406499812219961143e+01,4.509698876133643175e+00,5.348279245662627801e+00,2.641341812823067237e+00,1.002793041002082042e+01,1.826241693640894725e+00,1.021204538893070390e+00,2.802721946159095978e+00
4.923333333333333450e-01,3.405742715792647601e+01,4.517137416875342204e+00,5.355714907631904609e+00,2.648786767469723635e+00,1.002044196288040467e+01,1.833689446454346283e+00,1.017474022117960564e+00,2.795258302521872462e+00
4.924444444444444624e-01,3.404985792789373278e+01,4.524576130085700143e+00,5.363150783520035603e+00,2.656231802234000572e+00,1.001295406185193926e+01,1.844864237555538189e+00,1.036105571798864755e+00,2.787794847861704728e+00
4.925555555555555798e-01,3.404229043094480289e+01,4.464929268258360118e+00,5.370586874424288837e+00,2.663676918217237066e+00,1.000546670581502262e+01,1.848585072667901619e+00,1.041692596392497006e+00,2.782195074085865638e+00
4.926666666666666416e-01,3.403472466592393175e+01,4.472368550055703551e+00,5.378023181441984768e+00,2.671122116520768142e+00,1.005500259266274377e+01,1.856032948273115712e+00,1.045416148575520232e+00,2.778458961722108711e+00
4.927777777777777590e-01,3.402716063167612504e+01,4.479808004301720104e+00,5.385459705670536223e+00,2.678567398245961240e+00,1.007919531350546549e+01,1.844846058343886375e+00,1.013733591655630706e+00,2.774723010983885629e+00
4.928888888888888764e-01,3.401959832704721975e+01,4.487247632095183292e+00,5.359353899462520054e+00,2.628990431627858282e+00,1.008438093266042301e+01,1.844840180969366195e+00,9.988225626258364631e-01,2.757942896802690669e+00
4.929999999999999938e-01,3.401203775088381320e+01,4.494687434534942128e+00,5.366790966608885327e+00,2.626373329284223512e+00,1.008956701722470406e+01,1.878376838313110087e+00,1.006273306239165999e+00,2.750480370387053952e+00
4.931111111111111112e-01,3.400447890203331269e+01,4.502127412719883814e+00,5.374228252601053413e+00,2.623756372975825535e+00,1.008208201729290820e+01,1.870917186411742206e+00,1.013724053195204311e+00,2.746744952959069952e+00
4.932222222222222285e-01,3.399692177934389292e+01,4.509567567748966610e+00,5.381665758536784416e+00,2.574180428962157041e+00,1.007459756127191675e+01,1.863457672623544781e+00,1.021174804597697383e+00,2.743009694101854912e+00
4.933333333333333459e-01,3.398936638166453150e+01,4.517007900721206504e+00,5.389103485513913938e+00,2.581626545238926429e+00,1.006711364804300679e+01,1.855998295840893375e+00,1.028625561550372769e+00,2.739274593259148904e+00
4.934444444444444633e-01,3.398181270784500896e+01,4.524448412735666558e+00,5.396541434630351297e+00,2.589072744915540625e+00,1.005963027648774499e+01,1.848539054956256811e+00,1.036076325156929601e+00,2.782125815574279848e+00
4.935555555555555807e-01,3.397426075673585188e+01,4.464805220115131590e+00,5.370437664595914207e+00,2.596519029093666386e+00,1.005214744548792716e+01,1.841079948862167415e+00,1.041663655277278000e+00,2.735531745880222854e+00
4.936666666666666425e-01,3.396671052718841821e+01,4.472246284027439067e+00,5.377876156542996000e+00,2.603965398874975357e+00,1.004466515392563331e+01,1.833620976451253437e+00,1.045387568891413155e+00,2.756021772531909608e+00
4.937777777777777599e-01,3.395916201805481904e+01,4.479687526964649003e+00,5.385314872266155461e+00,2.601349329302267144e+00,1.009420438168365486e+01,1.826162136616205300e+00,1.049111513178493160e+00,2.759740943192448448e+00
4.938888888888888773e-01,3.395161522818796840e+01,4.487128950026156637e+00,5.392753812863661622e+00,2.608795901177997312e+00,1.007405171496321117e+01,1.818703428249807352e+00,1.052835488689691568e+00,2.763460229604979723e+00
4.939999999999999947e-01,3.394407015644154058e+01,4.494570554311429156e+00,5.400192979433880325e+00,2.559221890253448262e+00,1.007924217589988203e+01,1.811244850244904336e+00,1.056559495976194141e+00,2.716867275367356172e+00
4.941111111111111120e-01,3.393652680167002700e+01,4.502012340919983480e+00,5.407632373075245802e+00,2.566668790721516658e+00,1.007176188024524777e+01,1.818693727126614812e+00,1.065873782701256545e+00,2.759718657658320584e+00
4.942222222222222294e-01,3.392898516272867226e+01,4.509454310951412026e+00,5.415071994886283768e+00,2.574115778986891812e+00,1.006428212125975108e+01,1.826142654848090574e+00,1.058417375462980203e+00,2.752257858378202471e+00
4.943333333333333468e-01,3.392144523847350257e+01,4.516896465505369385e+00,5.422511845965605204e+00,2.581562856151459417e+00,1.006686529094315752e+01,1.833591634512079960e+00,1.050961058805706339e+00,2.744797233370220191e+00
4.944444444444444642e-01,3.391390702776135413e+01,4.457256352220060336e+00,5.429951927411897472e+00,2.589010023317118936e+00,1.006944894486905540e+01,1.841040667221327531e+00,1.043504831623429219e+00,2.737336781526454654e+00
4.945555555555555816e-01,3.390637052944979501e+01,4.464699043117261290e+00,5.437392240323942971e+00,2.596457281585806243e+00,1.006197073999356917e+01,1.844762960219569869e+00,1.036048692810183525e+00,2.735466692527604327e+00
4.946666666666666434e-01,3.389883574239721753e+01,4.472141918522058113e+00,5.444832785800605812e+00,2.603904632059466984e+00,1.006455538763389868e+01,1.833578186594047255e+00,1.028592641260076324e+00,2.739186925094760916e+00
4.947777777777777608e-01,3.389130266546276005e+01,4.479584979534443789e+00,5.418732579237173219e+00,2.611352075840087217e+00,1.005707822443564936e+01,1.826120332755306386e+00,1.021136675867253096e+00,2.759677768174089607e+00
4.948888888888888782e-01,3.388377129750635675e+01,4.487028227254469037e+00,5.426173670168195073e+00,2.618799614029663214e+00,1.004960159270299691e+01,1.818662603737694727e+00,1.013680795525929046e+00,2.763398198097333225e+00
4.949999999999999956e-01,3.387624163738869498e+01,4.494471662782262733e+00,5.433614995303929440e+00,2.616184997738928875e+00,1.004212549132096655e+01,1.811204998434643221e+00,1.006224999130357345e+00,2.716807497651964720e+00
4.951111111111111129e-01,3.386871368397126503e+01,4.501915287218009709e+00,5.441056555743621459e+00,2.623632750166786209e+00,1.003464991917484994e+01,1.818654520001976360e+00,1.065850804755259285e+00,2.720528277871810729e+00
4.952222222222222303e-01,3.386118743611631032e+01,4.509359101661974734e+00,5.414957665053595548e+00,2.631080599812688270e+00,1.005251672795290574e+01,1.826104099020136484e+00,1.058395028819839601e+00,2.752199749237500104e+00
4.953333333333333477e-01,3.385366289268684881e+01,4.516803107214491853e+00,5.422399769799575608e+00,2.581509498653034473e+00,1.001075619356400281e+01,1.833553736592020922e+00,1.050939336827135806e+00,2.744740502032570806e+00
4.954444444444444651e-01,3.384614005254668712e+01,4.524247304975957285e+00,5.396301563101472354e+00,2.588957662905104318e+00,9.964151580983712009e+00,1.841003433820527890e+00,1.043483727671558947e+00,2.787592243922588420e+00
4.955555555555555824e-01,3.383861891456037085e+01,4.531691696046850737e+00,5.403744209924287389e+00,2.596405924865000436e+00,9.964131651085908814e+00,1.840999751519034389e+00,1.043481640537103239e+00,2.780133228002427792e+00
4.956666666666666443e-01,3.383109947759326275e+01,4.539136281527712313e+00,5.411187094235007322e+00,2.546835578650276766e+00,1.001069612433476941e+01,1.833542734410212427e+00,1.050933030698532278e+00,2.772674378864222522e+00
4.957777777777777617e-01,3.382358174051145738e+01,4.546581062519168270e+00,5.418630217133500793e+00,2.544222042116258908e+00,1.000545970217333114e+01,1.844719365530318456e+00,1.058384444061838847e+00,2.765215695401002982e+00
4.958888888888888791e-01,3.381606570218182384e+01,4.554026040121905261e+00,5.392533289735185420e+00,2.541608641050030926e+00,1.004457151058966602e+01,1.818629056939028876e+00,1.065835881730657020e+00,2.770800622610997799e+00
4.959999999999999964e-01,3.380855136147200568e+01,4.561471215436698756e+00,5.399976953568444316e+00,2.549057443920508259e+00,1.005200678872337150e+01,1.811172394364571447e+00,1.073287344808635080e+00,2.767068935834761767e+00
4.961111111111111138e-01,3.380103871725042097e+01,4.568916589564388175e+00,5.407420857632893707e+00,2.489426004754494492e+00,1.004677180571504103e+01,1.818622590299690200e+00,1.063968749038035178e+00,2.759610713354349709e+00
4.962222222222222312e-01,3.379352776838623384e+01,4.576362163605895539e+00,5.381324889451884808e+00,2.496875121837091260e+00,1.004153733700007933e+01,1.826072850298767536e+00,1.021110124452778711e+00,2.752152652950293987e+00
4.963333333333333486e-01,3.378601851374939713e+01,4.583807938662226356e+00,5.355229274680992191e+00,2.504324337220337870e+00,1.003630338179776160e+01,1.833523175464889965e+00,1.045331810402240436e+00,2.744694753516042418e+00
4.964444444444444660e-01,3.377851095221061684e+01,4.591253915834449195e+00,5.329134009450701370e+00,2.511773652006832336e+00,1.003106993932759572e+01,1.840973566901149105e+00,1.041603465483547986e+00,2.737237013945136965e+00
4.965555555555555278e-01,3.377100508264135215e+01,4.598700096223727662e+00,5.336579041971132753e+00,2.519223067299221519e+00,1.003105433468833851e+01,1.840970703026355793e+00,1.043465175804410894e+00,2.780089361250326352e+00
4.966666666666666452e-01,3.376350090391384384e+01,4.539066677810930983e+00,5.344024315255234470e+00,2.526672584200172267e+00,1.003625654352432228e+01,1.833514618623138137e+00,1.084456817112465776e+00,2.772631862308159167e+00
4.967777777777777626e-01,3.375599841490107877e+01,4.546513365663425787e+00,5.351469830403836170e+00,2.534122203812401164e+00,1.004145923260663942e+01,1.826058646864819002e+00,1.080728586919994960e+00,2.765174522395297263e+00
4.968888888888888800e-01,3.374849761447681828e+01,4.553960256723790678e+00,5.325375783026429666e+00,2.541571927238644779e+00,1.004666240270185895e+01,1.818602786645837410e+00,1.065820485616204571e+00,2.757717340405572148e+00
4.969999999999999973e-01,3.374099850151556268e+01,4.561407352093555190e+00,5.332821830756436121e+00,2.549021755581692972e+00,1.005186605457675419e+01,1.811147036860676574e+00,1.073272318139660175e+00,2.750260315232879282e+00
4.971111111111111147e-01,3.373350107489261518e+01,4.501775220776652375e+00,5.340268121997469919e+00,2.556471689944356473e+00,1.004439962960208454e+01,1.818597936870037346e+00,1.080724183795718218e+00,2.809882877868873585e+00
4.972222222222222321e-01,3.372600533348398955e+01,4.509222812543159264e+00,5.347714657850771935e+00,2.563921731429497086e+00,1.003693371985330884e+01,1.826048907558798007e+00,1.080722822840921582e+00,2.802426078539224985e+00
4.973333333333333495e-01,3.371851127616646693e+01,4.516670608611156545e+00,5.355161439417683411e+00,2.571371881140014359e+00,1.002946832422047052e+01,1.833499950030270886e+00,1.084448141176440839e+00,2.794969436021757403e+00
4.974444444444444668e-01,3.371101890181761718e+01,4.524118610082529024e+00,5.362608467799637069e+00,2.578822140178837596e+00,1.002200344159386880e+01,1.840951065387781860e+00,1.088173504237312628e+00,2.787512949210657176e+00
4.975555555555555287e-01,3.370352820931573490e+01,4.531566818059257429e+00,5.370055744098182871e+00,2.586272509648950724e+00,1.001453907086401784e+01,1.840949019836574552e+00,1.088172295126072164e+00,2.780056617000170593e+00
4.976666666666666461e-01,3.369603919753987498e+01,4.539015233643390879e+00,5.343963747984091128e+00,2.593722990653365201e+00,1.000707521092168051e+01,1.833493838220486616e+00,1.084444526264555897e+00,2.772600438284636759e+00
4.977777777777777635e-01,3.368855186536984547e+01,4.546463857937080633e+00,5.351411557375120864e+00,2.601173584295149332e+00,9.999611860657843465e+00,1.826038762614073940e+00,1.080716818689962055e+00,2.765144411958454729e+00
4.978888888888888808e-01,3.368106621168623604e+01,4.553912692042549004e+00,5.358859616331575815e+00,2.608624291677400286e+00,9.992149018963743856e+00,1.818583791912248282e+00,1.076989171849671578e+00,2.757688536916113264e+00
4.979999999999999982e-01,3.367358223537033979e+01,4.561361737062117783e+00,5.332768501418211571e+00,2.616075113903273408e+00,9.984686684730826656e+00,1.811128925009958479e+00,1.056491872922475705e+00,2.767002524320770096e+00
4.981111111111111156e-01,3.366609993530425271e+01,4.568810994098184253e+00,5.340217091796654714e+00,2.623526052075955128e+00,9.977224856850794410e+00,1.803674160802221760e+00,1.052764360385594067e+00,2.770726732554649629e+00
4.982222222222222330e-01,3.365861931037077426e+01,4.509181727806532258e+00,5.314126565167038407e+00,2.573960181318983409e+00,9.969763534215561052e+00,1.796219498184094432e+00,1.049036906097141841e+00,2.802400544884726230e+00
4.983333333333333504e-01,3.365114035945347837e+01,4.449552778426073552e+00,5.321575684750781576e+00,2.581411398338141261e+00,9.962302715717274992e+00,1.811124497751316786e+00,1.050899399929777545e+00,2.794945212579193594e+00
4.984444444444444677e-01,3.364366308143670636e+01,4.389924137121445469e+00,5.329025056098190660e+00,2.531845890288887180e+00,9.948507195636176803e+00,1.811123200883721474e+00,1.043445465529719174e+00,2.787490029343673292e+00
4.985555555555555296e-01,3.363618747520551011e+01,4.397374387407765539e+00,5.336474680311797059e+00,2.482280575807044531e+00,9.896700983592207734e+00,1.840934701169015142e+00,1.043444769893367541e+00,2.780034994073046661e+00
4.986666666666666470e-01,3.362871353964571597e+01,4.404824845286038126e+00,5.343924558494229871e+00,2.489732215850762209e+00,9.876198650572813875e+00,1.833480392454090557e+00,1.050897298113925959e+00,2.772580105662282079e+00
4.987777777777777644e-01,3.362124127364388215e+01,4.412275511859272470e+00,5.351374691748238988e+00,2.497183970014272170e+00,9.860914047238869884e+00,1.826026183117435808e+00,1.058349869398676368e+00,2.765125363006402548e+00
4.988888888888888817e-01,3.361377067608732716e+01,4.419726388230548864e+00,5.358825081176668448e+00,2.447619133043695605e+00,9.845629947474803245e+00,1.818572072054394084e+00,1.065802484851547272e+00,2.774440384517409264e+00
4.989999999999999991e-01,3.360630174586409424e+01,4.360099028904523166e+00,5.366275727882490187e+00,2.455071145506239283e+00,9.830346349014735807e+00,1.811118058160340549e+00,1.073255145576498037e+00,2.766985922189408864e+00
4.991111111111111165e-01,3.359883448186300114e+01,4.367550356338001372e+00,5.373726632968770289e+00,2.405506616908002826e+00,9.825125012359340104e+00,1.818570455540054365e+00,1.080707852677490699e+00,2.770711339536949147e+00
4.992222222222222339e-01,3.359136888297357615e+01,4.375001893566778932e+00,5.381177797538696517e+00,2.412958880821539864e+00,9.876920799582114441e+00,1.811116627149451652e+00,1.088160607258515045e+00,2.774436890767008279e+00
4.993333333333333512e-01,3.358390494808611493e+01,4.382453641694325164e+00,5.388629222695573873e+00,2.420411258741890670e+00,9.871700422490025773e+00,1.788756588446665186e+00,1.095613410423580403e+00,2.778162576431224107e+00
4.994444444444444686e-01,3.357644267609164501e+01,4.389905601824186654e+00,5.396080909542804172e+00,2.427863751772882939e+00,9.866480535984486266e+00,1.811115553893511310e+00,1.103066263276703429e+00,2.787478259901950306e+00
4.995555555555555305e-01,3.356898206588191869e+01,4.330279436118425807e+00,5.369993689713125740e+00,2.435316361018408760e+00,9.861261139291377376e+00,1.811115151423025260e+00,1.110519166921936529e+00,2.802383938004351371e+00
4.996666666666666479e-01,3.356152311634946983e+01,4.337731835157756066e+00,5.377445909048662820e+00,2.385752509336765304e+00,9.856042231636804374e+00,1.811114838390610604e+00,1.117972122463337437e+00,2.789340445546035774e+00
4.997777777777777652e-01,3.355406582638752866e+01,4.345184446198118167e+00,5.384898391729228351e+00,2.383143613502312519e+00,9.850823812247089251e+00,1.826020907922022651e+00,1.125425131005001189e+00,2.781886954619979146e+00
4.998888888888888826e-01,3.354661019489009988e+01,4.285558956245678175e+00,5.392351138858693105e+00,2.390596582984001017e+00,9.845605880348770711e+00,1.818567626650342772e+00,1.132878193651029708e+00,2.774433602543400657e+00
5.000000000000000000e-01,3.353915622075189162e+01,4.293011996256241858e+00,5.399804151541053976e+00,2.398049669783760329e+00,9.840388435168602399e+00,1.811114435920601951e+00,1.140331311505564216e+00,2.766980388212030739e+00
5.001111111111110619e-01,3.354661019489009277e+01,4.300465248267402174e+00,5.407257430880417104e+00,2.405502875005725461e+00,9.835171475933565333e+00,1.803661334628618329e+00,1.144057912667324040e+00,2.770707029537966992e+00
5.002222222222222348e-01,3.355406582638752155e+01,4.307918713383379838e+00,5.414710977981013862e+00,2.412956199754097586e+00,9.829955001870839482e+00,1.796208321670237584e+00,1.116108697801319494e+00,2.774433808057030326e+00
5.003333333333332966e-01,3.356152311634946273e+01,4.315372392708490601e+00,5.422164793947197303e+00,2.420409645133129839e+00,9.824739012207832189e+00,1.788755395941345139e+00,1.112382261851023957e+00,2.778160724321399044e+00
5.004444444444444695e-01,3.356898206588191869e+01,4.322826287347136365e+00,5.429618879883429727e+00,2.427863212247118874e+00,9.819523506172165739e+00,1.781302556337875709e+00,1.103066018150646199e+00,2.781887778883308293e+00
5.005555555555555314e-01,3.357644267609163791e+01,4.330280398403826503e+00,5.403534059970351855e+00,2.435316902200430622e+00,9.814308482991668470e+00,1.781302952183329236e+00,1.108656126097365080e+00,2.780025109474403067e+00
5.006666666666667043e-01,3.358390494808610782e+01,4.270656354916407160e+00,5.410988680051155519e+00,2.442770716097472761e+00,9.809093941894394320e+00,1.788756588446661411e+00,1.084433681745791134e+00,2.772572712092331582e+00
5.007777777777777661e-01,3.359136888297356904e+01,4.278110880591707854e+00,5.418443571759881117e+00,2.450224655042724908e+00,9.803879882108594401e+00,1.811116627149451652e+00,1.080707452414281899e+00,2.774436890767009611e+00
5.008888888888889390e-01,3.359883448186300114e+01,4.285565622686605458e+00,5.425898736201476780e+00,2.457678720140708872e+00,9.855682958538496408e+00,1.811117297935383785e+00,1.076981273875157186e+00,2.770711339536950923e+00
5.010000000000000009e-01,3.360630174586409424e+01,4.293020582305992150e+00,5.433354174481021204e+00,2.465132912496018847e+00,9.907486562603045499e+00,1.811118058160340549e+00,1.073255145576498037e+00,2.766985922189408864e+00
5.011111111111110628e-01,3.361377067608732716e+01,4.300475760554851590e+00,5.407270648669921798e+00,2.472587233213295654e+00,9.902273995620758384e+00,1.803665743594931259e+00,1.080708813311009875e+00,2.759534056057947105e+00
5.012222222222222356e-01,3.362124127364388215e+01,4.240852645689060729e+00,5.381187364125663564e+00,2.412963170548036551e+00,9.897061912496500469e+00,1.796213510740011232e+00,1.088162541776100944e+00,2.752082318841281072e+00
5.013333333333332975e-01,3.362871353964570886e+01,4.248308226418007649e+00,5.388643592456525688e+00,2.420417713209206401e+00,9.891850312459617101e+00,1.788761358491794518e+00,1.084436573585648933e+00,2.794939622643428212e+00
5.014444444444444704e-01,3.363618747520551011e+01,4.255764025779377846e+00,5.362560799559129343e+00,2.427872384234031067e+00,9.886639194739666792e+00,1.781309285746538906e+00,1.041581475661417455e+00,2.787488171000858550e+00
5.015555555555555323e-01,3.364366308143669926e+01,4.263220044878552883e+00,5.370017556529716352e+00,2.425265389166924912e+00,9.881428558566410558e+00,1.781310473297157193e+00,1.088164556909561487e+00,2.780036847447029835e+00
5.016666666666667052e-01,3.365114035945347837e+01,4.270676284821004032e+00,5.377474589002364525e+00,2.422658510263641762e+00,9.876218403169838567e+00,1.788764936050680765e+00,1.084438742480728024e+00,2.739046308327607537e+00
5.017777777777777670e-01,3.365861931037076715e+01,4.211054010265606884e+00,5.384931898083011426e+00,2.420051747138482146e+00,9.860946917313118121e+00,1.796219498184090657e+00,1.058353397270293872e+00,2.765134580192107450e+00
5.018888888888889399e-01,3.366609993530424561e+01,4.218510640553950530e+00,5.392389484877709194e+00,2.360428126967200946e+00,9.845675894296418207e+00,1.803674160802217985e+00,1.065807458655855244e+00,2.757683634284388230e+00
5.020000000000000018e-01,3.367358223537033979e+01,4.225967491689903710e+00,5.399847350492654741e+00,2.357821544966668181e+00,9.830405331859607188e+00,1.811128925009958479e+00,1.073261585191086498e+00,2.767002524320770096e+00
5.021111111111110636e-01,3.368106621168622894e+01,4.233424564779325827e+00,5.407305496034156889e+00,2.365276911325208786e+00,9.815135227742775470e+00,1.803677367388377029e+00,1.063946050391281650e+00,2.770731658374497197e+00
5.022222222222222365e-01,3.368855186536984547e+01,4.240881860928192637e+00,5.414763922608669233e+00,2.315715279772212032e+00,9.799865579686183992e+00,1.796225884857112653e+00,1.071400294390907115e+00,2.774460936257504340e+00
5.023333333333332984e-01,3.369603919753986787e+01,4.248339381242583812e+00,5.388683109891909240e+00,2.323170851111075574e+00,9.784596385430289089e+00,1.788774476312668726e+00,1.078854606026076191e+00,2.778190358523111136e+00
5.024444444444444713e-01,3.370352820931572779e+01,4.255797126828674948e+00,5.396142066241614188e+00,2.330626552643302762e+00,9.769327642715744275e+00,1.781323140651586368e+00,1.088172295126070388e+00,2.781919925724699372e+00
5.025555555555555332e-01,3.371101890181761718e+01,4.263255098792764208e+00,5.403601305288031398e+00,2.338082385474283154e+00,9.754059349283375369e+00,1.781325119950122993e+00,1.088173504237314626e+00,2.735340246952700394e+00
5.026666666666667060e-01,3.371851127616646693e+01,4.270713298241241240e+00,5.411060828138118062e+00,2.345538350709455155e+00,9.738791502874207140e+00,1.788780439053921478e+00,1.084448141176442615e+00,2.722300230685193334e+00
5.027777777777777679e-01,3.372600533348398244e+01,4.278171726280619147e+00,5.418520635898972593e+00,2.352994449454340664e+00,9.733586003373126516e+00,1.796235864170085517e+00,1.080722822840923358e+00,2.765159774303327822e+00
5.028888888888889408e-01,3.373350107489260807e+01,4.285630384017507843e+00,5.392441013628987534e+00,2.360450682814512202e+00,9.728380971719746029e+00,1.803691396403889202e+00,1.065817643329570075e+00,2.757709986237356414e+00
5.030000000000000027e-01,3.374099850151556268e+01,4.293089272558640701e+00,5.399901350640165631e+00,2.367907051895625337e+00,9.723176407146480571e+00,1.811147036860676574e+00,1.073272318139660175e+00,2.750260315232879282e+00
5.031111111111110645e-01,3.374849761447681118e+01,4.300548393010847015e+00,5.407361974227676171e+00,2.375363557803390702e+00,9.717972308885951094e+00,1.803696206427428450e+00,1.080727065834613532e+00,2.742810760187162966e+00
5.032222222222222374e-01,3.375599841490107167e+01,4.308007746481078648e+00,5.414822885499143368e+00,2.372758245834343693e+00,9.712768676170972171e+00,1.796245444467029051e+00,1.088181887519439561e+00,2.735361319997507312e+00
5.033333333333332993e-01,3.376350090391383674e+01,4.315467334076403816e+00,5.422284085562321110e+00,2.370153043586003427e+00,9.707565508234564433e+00,1.788794749876231327e+00,1.095636784299189648e+00,2.727911993561252135e+00
5.034444444444444722e-01,3.377100508264135215e+01,4.322927156903988433e+00,5.429745575525096513e+00,2.377609936297192306e+00,9.702362804309949240e+00,1.781344121551819981e+00,1.103091757278946483e+00,2.720462779775790541e+00
5.035555555555555340e-01,3.377851095221060973e+01,4.330387216071130752e+00,5.437207356495507682e+00,2.385066969264649561e+00,9.697160563630541574e+00,1.781346892669535054e+00,1.108683473994114488e+00,2.729783679666183183e+00
5.036666666666667069e-01,3.378601851374939713e+01,4.337847512685227613e+00,5.444669429581717068e+00,2.392524143594428665e+00,9.691958785429964252e+00,1.788803098014525528e+00,1.112411926577783206e+00,2.722334714790862087e+00
5.037777777777777688e-01,3.379352776838623384e+01,4.345308047853809086e+00,5.418591682315128111e+00,2.399981460392669685e+00,9.686757468942028382e+00,1.796259416008178178e+00,1.116140446254044516e+00,2.714885860087050684e+00
5.038888888888889417e-01,3.380103871725042097e+01,4.352768822684506489e+00,5.426054285812193179e+00,2.350420630536914857e+00,9.671494562183934107e+00,1.803715847756249602e+00,1.119869033575936257e+00,2.757747370536419940e+00
5.040000000000000036e-01,3.380855136147200568e+01,4.293149379234540319e+00,5.433517183093714564e+00,2.357878135626469973e+00,9.666294149182766304e+00,1.811172394364571447e+00,1.123597689096539787e+00,2.750298821072127087e+00
5.041111111111110654e-01,3.381606570218181673e+01,4.300610515794335953e+00,5.440980375268397395e+00,2.365335783686884241e+00,9.718112688073563987e+00,1.803722261390347859e+00,1.119873015594626819e+00,2.742850380957222445e+00
5.042222222222222383e-01,3.382358174051145028e+01,4.240991187825254194e+00,5.448443863445098678e+00,2.372793575824549528e+00,9.712913297740744412e+00,1.796272190273970004e+00,1.088198090373436955e+00,2.735402049089404652e+00
5.043333333333333002e-01,3.383109947759326275e+01,4.248452677291948199e+00,5.422367232859460984e+00,2.370189388383928453e+00,9.707714367612103601e+00,1.788822179912401111e+00,1.095653585196343593e+00,2.744724032303089700e+00
