n,m,Q_rational,Lambda_value,sign
2,8596,-1,-9.0590522578,-
2,8598,1,+9.0592848971,+
2,8600,1,+9.0595174822,+
2,8602,1,+9.0597500133,+
2,8604,-2,-18.1199649808,-
2,8606,1,+9.0602149134,+
2,8608,0,+0.0000000000,0
2,8610,1,+9.0606795974,+
2,8612,0,+0.0000000000,0
2,8614,1,+9.0611440656,+
2,8616,0,+0.0000000000,0
2,8618,1,+9.0616083182,+
2,8620,-1,-9.0618403637,-
2,8622,1,+9.0620723553,+
2,8624,0,+0.0000000000,0
2,8626,1,+9.0625361772,+
2,8628,-1,-9.0627680075,-
2,8630,1,+9.0629997841,+
2,8632,0,+0.0000000000,0
2,8634,1,+9.0634631761,+
2,8636,-1,-9.0636947916,-
2,8638,1,+9.0639263535,+
2,8640,0,+0.0000000000,0
2,8642,1,+9.0643893165,+
2,8644,0,+0.0000000000,0
2,8646,1,+9.0648520652,+
2,8648,0,+0.0000000000,0
2,8650,1,+9.0653145999,+
2,8652,-3,-27.1966373612,-
2,8654,1,+9.0657769208,+
2,8656,0,+0.0000000000,0
2,8658,1,+9.0662390280,+
2,8660,-1,-9.0664700016,-
2,8662,1,+9.0667009218,+
2,8664,1,+9.0669317887,+
2,8666,1,+9.0671626023,+
2,8668,-1,-9.0673933627,-
2,8670,1,+9.0676240698,+
2,8672,0,+0.0000000000,0
2,8674,1,+9.0680853244,+
2,8676,-2,-18.1366317439,-
2,8678,1,+9.0685463664,+
2,8680,2,+18.1375536153,+
2,8682,1,+9.0690071959,+
2,8684,-1,-9.0692375310,-
2,8686,1,+9.0694678131,+
2,8688,0,+0.0000000000,0
2,8690,1,+9.0699282183,+
2,8692,-1,-9.0701583414,-
2,8694,1,+9.0703884115,+
2,8696,0,+0.0000000000,0
2,8698,1,+9.0708483932,+
2,8700,-5,-45.3553915232,-
2,8702,1,+9.0713081633,+
2,8704,0,+0.0000000000,0
2,8706,1,+9.0717677221,+
2,8708,-1,-9.0719974224,-
2,8710,1,+9.0722270698,+
2,8712,4,+36.2898266585,+
2,8714,1,+9.0726862067,+
2,8716,0,+0.0000000000,0
2,8718,1,+9.0731451328,+
2,8720,0,+0.0000000000,0
2,8722,1,+9.0736038484,+
2,8724,-1,-9.0738331273,-
2,8726,1,+9.0740623537,+
2,8728,0,+0.0000000000,0
2,8730,1,+9.0745206488,+
2,8732,-1,-9.0747497177,-
2,8734,1,+9.0749787340,+
2,8736,0,+0.0000000000,0
2,8738,1,+9.0754366095,+
2,8740,-3,-27.2269964059,-
2,8742,1,+9.0758942754,+
2,8744,0,+0.0000000000,0
2,8746,1,+9.0763517320,+
2,8748,-3,-27.2297411454,-
2,8750,1,+9.0768089794,+
2,8752,0,+0.0000000000,0
2,8754,1,+9.0772660178,+
2,8756,-1,-9.0774944586,-
2,8758,1,+9.0777228474,+
2,8760,2,+18.1559023679,+
2,8762,1,+9.0781794684,+
2,8764,-1,-9.0784077007,-
2,8766,1,+9.0786358810,+
2,8768,0,+0.0000000000,0
2,8770,1,+9.0790920854,+
2,8772,-3,-27.2379603286,-
2,8774,1,+9.0795480817,+
2,8776,0,+0.0000000000,0
2,8778,1,+9.0800038702,+
2,8780,-1,-9.0802316866,-
2,8782,1,+9.0804594511,+
2,8784,0,+0.0000000000,0
2,8786,1,+9.0809148245,+
2,8788,-1,-9.0811424335,-
2,8790,1,+9.0813699907,+
2,8792,0,+0.0000000000,0
2,8794,1,+9.0818249497,+
2,8796,-1,-9.0820523517,-
2,8798,1,+9.0822797019,+
2,8800,0,+0.0000000000,0
2,8802,1,+9.0827342474,+
2,8804,-1,-9.0829614426,-
2,8806,1,+9.0831885863,+
2,8808,0,+0.0000000000,0
2,8810,1,+9.0836427189,+
2,8812,0,+0.0000000000,0
2,8814,1,+9.0840966454,+
2,8816,0,+0.0000000000,0
2,8818,1,+9.0845503659,+
2,8820,-8,-72.6782171920,-
2,8822,1,+9.0850038807,+
2,8824,0,+0.0000000000,0
2,8826,1,+9.0854571898,+
2,8828,0,+0.0000000000,0
2,8830,1,+9.0859102936,+
2,8832,0,+0.0000000000,0
2,8834,1,+9.0863631922,+
2,8836,-1/2,-4.5432947823,-
2,8838,1,+9.0868158857,+
2,8840,2,+18.1740843113,+
2,8842,1,+9.0872683744,+
2,8844,-3,-27.2624836259,-
2,8846,1,+9.0877206584,+
2,8848,0,+0.0000000000,0
2,8850,1,+9.0881727380,+
2,8852,0,+0.0000000000,0
2,8854,1,+9.0886246133,+
2,8856,3,+27.2665514232,+
2,8858,1,+9.0890762845,+
2,8860,-1,-9.0893020436,-
2,8862,1,+9.0895277518,+
2,8864,0,+0.0000000000,0
2,8866,1,+9.0899790153,+
2,8868,-1,-9.0902045707,-
2,8870,1,+9.0904300753,+
2,8872,0,+0.0000000000,0
2,8874,1,+9.0908809319,+
2,8876,-1,-9.0911062841,-
2,8878,1,+9.0913315854,+
2,8880,0,+0.0000000000,0
2,8882,1,+9.0917820359,+
2,8884,0,+0.0000000000,0
2,8886,1,+9.0922322835,+
2,8888,0,+0.0000000000,0
2,8890,1,+9.0926823285,+
2,8892,-5,-45.4645363754,-
2,8894,1,+9.0931321711,+
2,8896,0,+0.0000000000,0
2,8898,1,+9.0935818114,+
2,8900,-2,-18.1876131114,-
2,8902,1,+9.0940312496,+
2,8904,2,+18.1885117859,+
2,8906,1,+9.0944804859,+
2,8908,-1,-9.0947050284,-
2,8910,1,+9.0949295205,+
2,8912,0,+0.0000000000,0
2,8914,1,+9.0953783535,+
2,8916,-1,-9.0956026945,-
2,8918,1,+9.0958269852,+
2,8920,0,+0.0000000000,0
2,8922,1,+9.0962754157,+
2,8924,-1,-9.0964995556,-
2,8926,1,+9.0967236452,+
2,8928,0,+0.0000000000,0
2,8930,1,+9.0971716739,+
2,8932,-3,-27.2921868389,-
2,8934,1,+9.0976195019,+
2,8936,0,+0.0000000000,0
2,8938,1,+9.0980671295,+
2,8940,-3,-27.2948726045,-
2,8942,1,+9.0985145568,+
2,8944,0,+0.0000000000,0
2,8946,1,+9.0989617840,+
2,8948,0,+0.0000000000,0
2,8950,1,+9.0994088113,+
2,8952,0,+0.0000000000,0
2,8954,1,+9.0998556388,+
2,8956,0,+0.0000000000,0
2,8958,1,+9.1003022668,+
2,8960,0,+0.0000000000,0
2,8962,1,+9.1007486953,+
2,8964,-3,-27.3029155048,-
2,8966,1,+9.1011949247,+
2,8968,0,+0.0000000000,0
2,8970,1,+9.1016409551,+
2,8972,0,+0.0000000000,0
2,8974,1,+9.1020867865,+
2,8976,0,+0.0000000000,0
2,8978,1,+9.1025324193,+
2,8980,-1,-9.1027551613,-
2,8982,1,+9.1029778536,+
2,8984,0,+0.0000000000,0
2,8986,1,+9.1034230896,+
2,8988,-3,-27.3109368999,-
2,8990,1,+9.1038681275,+
2,8992,0,+0.0000000000,0
2,8994,1,+9.1043129673,+
2,8996,-1,-9.1045353131,-
2,8998,1,+9.1047576094,+
2,9000,9,+81.9448187069,+
2,9002,1,+9.1052020539,+
2,9004,0,+0.0000000000,0
2,9006,1,+9.1056463009,+
2,9008,0,+0.0000000000,0
2,9010,1,+9.1060903506,+
2,9012,-1,-9.1063123016,-
2,9014,1,+9.1065342033,+
2,9016,1,+9.1067560557,+
2,9018,1,+9.1069778590,+
2,9020,-3,-27.3215988392,-
2,9022,1,+9.1074213180,+
2,9024,0,+0.0000000000,0
2,9026,1,+9.1078645804,+
2,9028,-1,-9.1080861379,-
2,9030,1,+9.1083076464,+
2,9032,0,+0.0000000000,0
2,9034,1,+9.1087505162,+
2,9036,-2,-18.2179437552,-
2,9038,1,+9.1091931900,+
2,9040,0,+0.0000000000,0
2,9042,1,+9.1096356679,+
2,9044,-3,-27.3295705002,-
2,9046,1,+9.1100779500,+
2,9048,2,+18.2205980356,+
2,9050,1,+9.1105200367,+
2,9052,-1,-9.1107410068,-
2,9054,1,+9.1109619280,+
2,9056,0,+0.0000000000,0
2,9058,1,+9.1114036241,+
2,9060,-3,-27.3348731971,-
2,9062,1,+9.1118451252,+
2,9064,0,+0.0000000000,0
2,9066,1,+9.1122864315,+
2,9068,0,+0.0000000000,0
2,9070,1,+9.1127275431,+
2,9072,-4,-36.4517921039,-
2,9074,1,+9.1131684602,+
2,9076,0,+0.0000000000,0
2,9078,1,+9.1136091830,+
2,9080,0,+0.0000000000,0
2,9082,1,+9.1140497117,+
2,9084,-1,-9.1142699032,-
2,9086,1,+9.1144900463,+
2,9088,0,+0.0000000000,0
2,9090,1,+9.1149301872,+
2,9092,0,+0.0000000000,0
2,9094,1,+9.1153701344,+
2,9096,0,+0.0000000000,0
2,9098,1,+9.1158098881,+
2,9100,-5,-45.5801484625,-
2,9102,1,+9.1162494486,+
2,9104,0,+0.0000000000,0
2,9106,1,+9.1166888159,+
2,9108,-5,-45.5845421359,-
2,9110,1,+9.1171279903,+
2,9112,0,+0.0000000000,0
2,9114,1,+9.1175669718,+
2,9116,-1,-9.1177863904,-
2,9118,1,+9.1180057608,+
2,9120,0,+0.0000000000,0
2,9122,1,+9.1184443573,+
2,9124,0,+0.0000000000,0
2,9126,1,+9.1188827615,+
2,9128,0,+0.0000000000,0
2,9130,1,+9.1193209736,+
2,9132,-1,-9.1195400076,-
2,9134,1,+9.1197589937,+
2,9136,0,+0.0000000000,0
2,9138,1,+9.1201968221,+
2,9140,-1,-9.1204156644,-
2,9142,1,+9.1206344589,+
2,9144,1,+9.1208532055,+
2,9146,1,+9.1210719042,+
2,9148,0,+0.0000000000,0
2,9150,1,+9.1215091583,+
2,9152,0,+0.0000000000,0
2,9154,1,+9.1219462212,+
2,9156,-3,-27.3664940432,-
2,9158,1,+9.1223830932,+
2,9160,0,+0.0000000000,0
2,9162,1,+9.1228197744,+
2,9164,-1,-9.1230380436,-
2,9166,1,+9.1232562651,+
2,9168,0,+0.0000000000,0
2,9170,1,+9.1236925653,+
2,9172,0,+0.0000000000,0
2,9174,1,+9.1241286752,+
2,9176,0,+0.0000000000,0
2,9178,1,+9.1245645950,+
2,9180,-7,-63.8734773853,-
2,9182,1,+9.1250003248,+
2,9184,0,+0.0000000000,0
2,9186,1,+9.1254358649,+
2,9188,0,+0.0000000000,0
2,9190,1,+9.1258712153,+
2,9192,0,+0.0000000000,0
2,9194,1,+9.1263063764,+
2,9196,-2,-18.2530477718,-
2,9198,1,+9.1267413481,+
2,9200,0,+0.0000000000,0
2,9202,1,+9.1271761307,+
2,9204,-3,-27.3821803535,-
2,9206,1,+9.1276107244,+
2,9208,0,+0.0000000000,0
2,9210,1,+9.1280451292,+
2,9212,-2,-18.2565245219,-
2,9214,1,+9.1284793455,+
2,9216,0,+0.0000000000,0
2,9218,1,+9.1289133733,+
2,9220,-1,-9.1291303166,-
2,9222,1,+9.1293472128,+
2,9224,0,+0.0000000000,0
2,9226,1,+9.1297808641,+
2,9228,-1,-9.1299976193,-
2,9230,1,+9.1302143275,+
2,9232,0,+0.0000000000,0
2,9234,1,+9.1306476031,+
2,9236,0,+0.0000000000,0
2,9238,1,+9.1310806910,+
2,9240,12,+109.5755659756,+
2,9242,1,+9.1315135914,+
2,9244,0,+0.0000000000,0
2,9246,1,+9.1319463045,+
2,9248,0,+0.0000000000,0
2,9250,1,+9.1323788305,+
2,9252,-2,-18.2651900467,-
2,9254,1,+9.1328111695,+
2,9256,0,+0.0000000000,0
2,9258,1,+9.1332433216,+
2,9260,-1,-9.1334593276,-
2,9262,1,+9.1336752870,+
2,9264,0,+0.0000000000,0
2,9266,1,+9.1341070660,+
2,9268,-1,-9.1343228856,-
2,9270,1,+9.1345386586,+
2,9272,0,+0.0000000000,0
2,9274,1,+9.1349700650,+
2,9276,-1,-9.1351856984,-
2,9278,1,+9.1354012853,+
2,9280,0,+0.0000000000,0
2,9282,1,+9.1358323198,+
2,9284,-1,-9.1360477674,-
2,9286,1,+9.1362631686,+
2,9288,3,+27.4094355701,+
2,9290,1,+9.1366938318,+
2,9292,-1,-9.1369090939,-
2,9294,1,+9.1371243096,+
2,9296,0,+0.0000000000,0
2,9298,1,+9.1375546023,+
2,9300,-5,-45.6888483957,-
2,9302,1,+9.1379847098,+
2,9304,0,+0.0000000000,0
2,9306,1,+9.1384146324,+
2,9308,-1,-9.1386295244,-
2,9310,1,+9.1388443703,+
2,9312,0,+0.0000000000,0
2,9314,1,+9.1392739235,+
2,9316,-1,-9.1394886310,-
2,9318,1,+9.1397032924,+
2,9320,0,+0.0000000000,0
2,9322,1,+9.1401324769,+
2,9324,-5,-45.7017350008,-
2,9326,1,+9.1405614774,+
2,9328,0,+0.0000000000,0
2,9330,1,+9.1409902938,+
2,9332,0,+0.0000000000,0
2,9334,1,+9.1414189265,+
2,9336,0,+0.0000000000,0
2,9338,1,+9.1418473755,+
2,9340,-1,-9.1420615312,-
2,9342,1,+9.1422756411,+
2,9344,0,+0.0000000000,0
2,9346,1,+9.1427037233,+
2,9348,-3,-27.4287530870,-
2,9350,1,+9.1431316223,+
2,9352,0,+0.0000000000,0
2,9354,1,+9.1435593383,+
2,9356,0,+0.0000000000,0
2,9358,1,+9.1439868714,+
2,9360,-3,-27.4326017084,-
2,9362,1,+9.1444142219,+
2,9364,0,+0.0000000000,0
2,9366,1,+9.1448413897,+
2,9368,0,+0.0000000000,0
2,9370,1,+9.1452683752,+
2,9372,-3,-27.4364453989,-
2,9374,1,+9.1456951785,+
2,9376,0,+0.0000000000,0
2,9378,1,+9.1461217996,+
2,9380,-3,-27.4390051260,-
2,9382,1,+9.1465482389,+
2,9384,2,+18.2935227807,+
2,9386,1,+9.1469744964,+
2,9388,0,+0.0000000000,0
2,9390,1,+9.1474005722,+
2,9392,0,+0.0000000000,0
2,9394,1,+9.1478264666,+
2,9396,-4,-36.5921573831,-
2,9398,1,+9.1482521797,+
2,9400,1,+9.1484649683,+
2,9402,1,+9.1486777116,+
2,9404,0,+0.0000000000,0
2,9406,1,+9.1491030625,+
2,9408,0,+0.0000000000,0
2,9410,1,+9.1495282326,+
2,9412,-1,-9.1497407498,-
2,9414,1,+9.1499532220,+
2,9416,0,+0.0000000000,0
2,9418,1,+9.1503780308,+
2,9420,-3,-27.4517711027,-
2,9422,1,+9.1508026593,+
2,9424,0,+0.0000000000,0
2,9426,1,+9.1512271075,+
2,9428,0,+0.0000000000,0
2,9430,1,+9.1516513756,+
2,9432,1,+9.1518634422,+
2,9434,1,+9.1520754638,+
2,9436,-1,-9.1522874405,-
2,9438,1,+9.1524993723,+
2,9440,0,+0.0000000000,0
2,9442,1,+9.1529231011,+
2,9444,-1,-9.1531348982,-
2,9446,1,+9.1533466505,+
2,9448,0,+0.0000000000,0
2,9450,1,+9.1537700205,+
2,9452,-1,-9.1539816383,-
2,9454,1,+9.1541932114,+
2,9456,0,+0.0000000000,0
2,9458,1,+9.1546162232,+
2,9460,-3,-27.4644829861,-
2,9462,1,+9.1550390562,+
2,9464,1,+9.1552504057,+
2,9466,1,+9.1554617105,+
2,9468,-2,-18.3113459413,-
2,9470,1,+9.1558841862,+
2,9472,0,+0.0000000000,0
2,9474,1,+9.1563064835,+
2,9476,-1,-9.1565175653,-
2,9478,1,+9.1567286025,+
2,9480,2,+18.3138791905,+
2,9482,1,+9.1571505435,+
2,9484,0,+0.0000000000,0
2,9486,1,+9.1575723064,+
2,9488,0,+0.0000000000,0
2,9490,1,+9.1579938916,+
2,9492,-3,-27.4746138527,-
2,9494,1,+9.1584152991,+
2,9496,0,+0.0000000000,0
2,9498,1,+9.1588365291,+
2,9500,-3,-27.4771412328,-
2,9502,1,+9.1592575817,+
2,9504,0,+0.0000000000,0
2,9506,1,+9.1596784572,+
2,9508,0,+0.0000000000,0
2,9510,1,+9.1600991555,+
2,9512,0,+0.0000000000,0
2,9514,1,+9.1605196770,+
2,9516,-3,-27.4821896143,-
2,9518,1,+9.1609400217,+
2,9520,0,+0.0000000000,0
2,9522,1,+9.1613601898,+
2,9524,0,+0.0000000000,0
2,9526,1,+9.1617801814,+
2,9528,0,+0.0000000000,0
2,9530,1,+9.1621999966,+
2,9532,0,+0.0000000000,0
2,9534,1,+9.1626196358,+
2,9536,0,+0.0000000000,0
2,9538,1,+9.1630390989,+
2,9540,-5,-45.8162438222,-
2,9542,1,+9.1634583861,+
2,9544,0,+0.0000000000,0
2,9546,1,+9.1638774976,+
2,9548,-3,-27.4922609624,-
2,9550,1,+9.1642964335,+
2,9552,0,+0.0000000000,0
2,9554,1,+9.1647151939,+
2,9556,0,+0.0000000000,0
2,9558,1,+9.1651337791,+
2,9560,0,+0.0000000000,0
2,9562,1,+9.1655521892,+
2,9564,-1,-9.1657613286,-
2,9566,1,+9.1659704242,+
2,9568,0,+0.0000000000,0
2,9570,1,+9.1663884844,+
2,9572,0,+0.0000000000,0
2,9574,1,+9.1668063700,+
2,9576,7,+64.1691067307,+
2,9578,1,+9.1672240809,+
2,9580,-1,-9.1674328710,-
2,9582,1,+9.1676416174,+
2,9584,0,+0.0000000000,0
2,9586,1,+9.1680589797,+
2,9588,-3,-27.5048027867,-
2,9590,1,+9.1684761679,+
2,9592,0,+0.0000000000,0
2,9594,1,+9.1688931821,+
2,9596,0,+0.0000000000,0
2,9598,1,+9.1693100224,+
2,9600,0,+0.0000000000,0
2,9602,1,+9.1697266891,+
2,9604,-3/2,-13.7549024360,-
2,9606,1,+9.1701431822,+
2,9608,0,+0.0000000000,0
2,9610,1,+9.1705595020,+
2,9612,-3,-27.5123027906,-
2,9614,1,+9.1709756485,+
2,9616,0,+0.0000000000,0
2,9618,1,+9.1713916218,+
2,9620,-3,-27.5147986310,-
2,9622,1,+9.1718074223,+
2,9624,0,+0.0000000000,0
2,9626,1,+9.1722230499,+
2,9628,-1,-9.1724307989,-
2,9630,1,+9.1726385048,+
2,9632,0,+0.0000000000,0
2,9634,1,+9.1730537872,+
2,9636,-3,-27.5197840912,-
2,9638,1,+9.1734688972,+
2,9640,0,+0.0000000000,0
2,9642,1,+9.1738838350,+
2,9644,0,+0.0000000000,0
2,9646,1,+9.1742986006,+
2,9648,0,+0.0000000000,0
2,9650,1,+9.1747131943,+
2,9652,-1,-9.1749204267,-
2,9654,1,+9.1751276162,+
2,9656,0,+0.0000000000,0
2,9658,1,+9.1755418664,+
2,9660,-7,-64.2302424904,-
2,9662,1,+9.1759559451,+
2,9664,0,+0.0000000000,0
2,9666,1,+9.1763698524,+
2,9668,0,+0.0000000000,0
2,9670,1,+9.1767835884,+
2,9672,2,+18.3539807846,+
2,9674,1,+9.1771971534,+
2,9676,-1,-9.1774038717,-
2,9678,1,+9.1776105474,+
2,9680,0,+0.0000000000,0
2,9682,1,+9.1780237705,+
2,9684,-2,-18.3564606361,-
2,9686,1,+9.1784368230,+
2,9688,0,+0.0000000000,0
2,9690,1,+9.1788497049,+
2,9692,0,+0.0000000000,0
2,9694,1,+9.1792624164,+
2,9696,0,+0.0000000000,0
2,9698,1,+9.1796749577,+
2,9700,-2,-18.3597623290,-
2,9702,1,+9.1800873288,+
2,9704,0,+0.0000000000,0
2,9706,1,+9.1804995300,+
2,9708,-1,-9.1807055668,-
2,9710,1,+9.1809115613,+
2,9712,0,+0.0000000000,0
2,9714,1,+9.1813234229,+
2,9716,-1,-9.1815292901,-
2,9718,1,+9.1817351150,+
2,9720,10,+91.8194089745,+
2,9722,1,+9.1821466376,+
2,9724,-3,-27.5470570063,-
2,9726,1,+9.1825579910,+
2,9728,0,+0.0000000000,0
2,9730,1,+9.1829691752,+
2,9732,-1,-9.1831747039,-
2,9734,1,+9.1833801904,+
2,9736,0,+0.0000000000,0
2,9738,1,+9.1837910367,+
2,9740,-1,-9.1839963966,-
2,9742,1,+9.1842017144,+
2,9744,0,+0.0000000000,0
2,9746,1,+9.1846122234,+
2,9748,0,+0.0000000000,0
2,9750,1,+9.1850225640,+
2,9752,0,+0.0000000000,0
2,9754,1,+9.1854327363,+
2,9756,-2,-18.3712755187,-
2,9758,1,+9.1858427404,+
2,9760,0,+0.0000000000,0
2,9762,1,+9.1862525764,+
2,9764,0,+0.0000000000,0
2,9766,1,+9.1866622446,+
2,9768,2,+18.3737340316,+
2,9770,1,+9.1870717450,+
2,9772,-1,-9.1872764324,-
2,9774,1,+9.1874810778,+
2,9776,0,+0.0000000000,0
2,9778,1,+9.1878902431,+
2,9780,-3,-27.5642842891,-
2,9782,1,+9.1882992411,+
2,9784,0,+0.0000000000,0
2,9786,1,+9.1887080718,+
2,9788,0,+0.0000000000,0
2,9790,1,+9.1891167355,+
2,9792,0,+0.0000000000,0
2,9794,1,+9.1895252323,+
2,9796,-1,-9.1897294181,-
2,9798,1,+9.1899335622,+
2,9800,4,+36.7605506586,+
2,9802,1,+9.1903417255,+
2,9804,-3,-27.5716372339,-
2,9806,1,+9.1907497222,+
2,9808,0,+0.0000000000,0
2,9810,1,+9.1911575526,+
2,9812,-1,-9.1913614054,-
2,9814,1,+9.1915652166,+
2,9816,0,+0.0000000000,0
2,9818,1,+9.1919727146,+
2,9820,-1,-9.1921764013,-
2,9822,1,+9.1923800466,+
2,9824,0,+0.0000000000,0
2,9826,1,+9.1927872127,+
2,9828,-7,-64.3509351355,-
2,9830,1,+9.1931942131,+
2,9832,0,+0.0000000000,0
2,9834,1,+9.1936010480,+
2,9836,0,+0.0000000000,0
2,9838,1,+9.1940077174,+
2,9840,0,+0.0000000000,0
2,9842,1,+9.1944142214,+
2,9844,-1,-9.1946174115,-
2,9846,1,+9.1948205603,+
2,9848,0,+0.0000000000,0
2,9850,1,+9.1952267342,+
2,9852,-1,-9.1954297592,-
2,9854,1,+9.1956327431,+
2,9856,0,+0.0000000000,0
2,9858,1,+9.1960385873,+
2,9860,-3,-27.5887243428,-
2,9862,1,+9.1964442668,+
2,9864,1,+9.1966470448,+
2,9866,1,+9.1968497818,+
2,9868,0,+0.0000000000,0
2,9870,1,+9.1972551324,+
2,9872,0,+0.0000000000,0
2,9874,1,+9.1976603188,+
2,9876,-1,-9.1978628505,-
2,9878,1,+9.1980653411,+
2,9880,2,+18.3965355815,+
2,9882,1,+9.1984701994,+
2,9884,-1,-9.1986725671,-
2,9886,1,+9.1988748939,+
2,9888,0,+0.0000000000,0
2,9890,1,+9.1992794246,+
2,9892,0,+0.0000000000,0
2,9894,1,+9.1996837918,+
2,9896,0,+0.0000000000,0
2,9898,1,+9.2000879955,+
2,9900,-8,-73.6023202890,-
2,9902,1,+9.2004920359,+
2,9904,0,+0.0000000000,0
2,9906,1,+9.2008959131,+
2,9908,0,+0.0000000000,0
2,9910,1,+9.2012996273,+
2,9912,2,+18.4030028466,+
2,9914,1,+9.2017031786,+
2,9916,-1,-9.2019048932,-
2,9918,1,+9.2021065670,+
2,9920,0,+0.0000000000,0
2,9922,1,+9.2025097929,+
2,9924,-1,-9.2027113448,-
2,9926,1,+9.2029128561,+
2,9928,0,+0.0000000000,0
2,9930,1,+9.2033157570,+
2,9932,-1,-9.2035171466,-
2,9934,1,+9.2037184957,+
2,9936,-1,-9.2039198042,-
2,9938,1,+9.2041210722,+
2,9940,-3,-27.6129668990,-
2,9942,1,+9.2045234867,+
2,9944,0,+0.0000000000,0
2,9946,1,+9.2049257393,+
2,9948,-1,-9.2051268049,-
2,9950,1,+9.2053278302,+
2,9952,0,+0.0000000000,0
2,9954,1,+9.2057297594,+
2,9956,-1,-9.2059306635,-
2,9958,1,+9.2061315272,+
2,9960,2,+18.4126647012,+
2,9962,1,+9.2065331336,+
2,9964,-1,-9.2067338764,-
2,9966,1,+9.2069345788,+
2,9968,0,+0.0000000000,0
2,9970,1,+9.2073358630,+
2,9972,-2,-18.4150728893,-
2,9974,1,+9.2077369861,+
2,9976,0,+0.0000000000,0
2,9978,1,+9.2081379484,+
2,9980,-1,-9.2083383693,-
2,9982,1,+9.2085387500,+
2,9984,0,+0.0000000000,0
2,9986,1,+9.2089393911,+
2,9988,-1,-9.2091396514,-
2,9990,1,+9.2093398716,+
2,9992,0,+0.0000000000,0
2,9994,1,+9.2097401919,+
2,9996,-5,-46.0497014598,-
2,9998,1,+9.2101403520,+
2,10000,-1/4,-2.3025850930,-
3,3,1,+1.0986122887,+
3,6,1,+1.7917594692,+
3,9,1/2,+1.0986122887,+
3,12,1,+2.4849066498,+
3,15,1,+2.7080502011,+
3,18,0,+0.0000000000,0
3,21,1,+3.0445224377,+
3,24,1,+3.1780538303,+
3,27,1/3,+1.0986122887,+
3,30,1,+3.4011973817,+
3,33,1,+3.4965075615,+
3,36,-1/2,-1.7917594692,-
3,39,1,+3.6635616461,+
3,42,1,+3.7376696183,+
3,45,0,+0.0000000000,0
3,48,1,+3.8712010109,+
3,51,1,+3.9318256327,+
3,54,0,+0.0000000000,0
3,57,1,+4.0430512678,+
3,60,1,+4.0943445622,+
3,63,0,+0.0000000000,0
3,66,1,+4.1896547420,+
3,69,1,+4.2341065046,+
3,72,-1,-4.2766661190,-
3,75,1,+4.3174881135,+
3,78,1,+4.3567088267,+
3,81,1/4,+1.0986122887,+
3,84,1,+4.4308167988,+
3,87,1,+4.4659081187,+
3,90,-1,-4.4998096703,-
3,93,1,+4.5325994932,+
3,96,1,+4.5643481915,+
3,99,0,+0.0000000000,0
3,102,1,+4.6249728133,+
3,105,1,+4.6539603502,+
3,108,0,+0.0000000000,0
3,111,1,+4.7095302013,+
3,114,1,+4.7361984484,+
3,117,0,+0.0000000000,0
3,120,1,+4.7874917428,+
3,123,1,+4.8121843554,+
3,126,-1,-4.8362819070,-
3,129,1,+4.8598124044,+
3,132,1,+4.8828019226,+
3,135,0,+0.0000000000,0
3,138,1,+4.9272536852,+
3,141,1,+4.9487598904,+
3,144,-3/2,-7.4547199494,-
3,147,1,+4.9904325868,+
3,150,1,+5.0106352941,+
3,153,0,+0.0000000000,0
3,156,1,+5.0498560072,+
3,159,1,+5.0689042022,+
3,162,0,+0.0000000000,0
3,165,1,+5.1059454739,+
3,168,1,+5.1239639794,+
3,171,0,+0.0000000000,0
3,174,1,+5.1590552992,+
3,177,1,+5.1761497326,+
3,180,-2,-10.3859137018,-
3,183,1,+5.2094861528,+
3,186,1,+5.2257466737,+
3,189,0,+0.0000000000,0
3,192,1,+5.2574953720,+
3,195,1,+5.2729995586,+
3,198,-1,-5.2882670307,-
3,201,1,+5.3033049081,+
3,204,1,+5.3181199938,+
3,207,0,+0.0000000000,0
3,210,1,+5.3471075307,+
3,213,1,+5.3612921657,+
3,216,1/3,+1.7917594692,+
3,219,1,+5.3890717298,+
3,222,1,+5.4026773819,+
3,225,-1/2,-2.7080502011,-
3,228,1,+5.4293456290,+
3,231,1,+5.4424177105,+
3,234,-1,-5.4553211154,-
3,237,1,+5.4680601411,+
3,240,1,+5.4806389233,+
3,243,1/5,+1.0986122887,+
3,246,1,+5.5053315359,+
3,249,1,+5.5174528965,+
3,252,-2,-11.0588581750,-
3,255,1,+5.5412635452,+
3,258,1,+5.5529595849,+
3,261,0,+0.0000000000,0
3,264,1,+5.5759491031,+
3,267,1,+5.5872486584,+
3,270,0,+0.0000000000,0
3,273,1,+5.6094717952,+
3,276,1,+5.6204008657,+
3,279,0,+0.0000000000,0
3,282,1,+5.6419070709,+
3,285,1,+5.6524891803,+
3,288,-2,-11.3259209603,-
3,291,1,+5.6733232672,+
3,294,1,+5.6835797673,+
3,297,0,+0.0000000000,0
3,300,1,+5.7037824747,+
3,303,1,+5.7137328055,+
3,306,-1,-5.7235851020,-
3,309,1,+5.7333412769,+
3,312,1,+5.7430031878,+
3,315,-1,-5.7525726388,-
3,318,1,+5.7620513828,+
3,321,1,+5.7714411231,+
3,324,0,+0.0000000000,0
3,327,1,+5.7899601709,+
3,330,1,+5.7990926545,+
3,333,0,+0.0000000000,0
3,336,1,+5.8171111600,+
3,339,1,+5.8260001074,+
3,342,-1,-5.8348107371,-
3,345,1,+5.8435444170,+
3,348,1,+5.8522024798,+
